Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when after one or two days the wound starts to form pus, which is a sign of infection, you should remove the cloth that you had placed over it with vinegar and apply ointments such as tetra-pharmacon or similar ones that are customarily used for treating wounds.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	You should remove the dressing and inspect the wound every morning and evening until it is consolidated and healed, and make sure that the limb is prepared in such a way that the pus drains towards the incisions away from the wound site with ease.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the wound persists for many days without healing or becoming abscess-free, you should know that this is a sign of the smallpox, and you must examine the wound with caution.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of these signs, those that are separated and extracted should be distinguished from those that remain attached and cause limb swelling and pain; if you can perforate them as is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	If the wound turns black or emits a foul odor, which are signs of corruption and putrefaction, you should pause until one of them is treated according to the treatment that was previously described in its respective chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	When the thighbone is broken, it protrudes from the member in a manner similar to the bones of the large limbs, and do not presume to attract or extract it, as many unfortunate incidents occur due to that, leading to death; leave it inside until it can be set properly, as it may fall apart within 20 to 30 days. Then treat the wound if you see it, and leave it untreated otherwise.
Capitol .xx.	Capital XX. (Chapter Twenty)
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	On the treatment of nodes that occur in the trace of any fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Nodes frequently occur in the trace of healing from a fracture, especially near the joints, and are swollen due to the figure of the member; therefore, forcefully prohibit the member from its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Hence consider if the node is recent and administer medicines that have a coagulating effect such as aloes, henna, and so on; in this way take some or all of these, and bind them with wax or albumen, or vinegar, and place it over the node in a poultice, and constrict it well with good binding.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	Leave the extraction untouched for several days; then loosen it and apply another, until the node subsides; or press a lead plate gently over it, as lead has the property of holding anything that is swollen in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	If the node has already turned into a hard and tight mass and it is necessary to remove it frequently, then cut it through the most elevated part of it, remove the superfluous matter and protrusion, or scrape it with sharp scissors until it subsides; and treat the wound until it heals.
Capitol .xxi.	Capital XXI (Chapter Twenty-One)
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	On the restoration of a fracture when it has been restored and keep the limb thin and weak, according to its nature.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture has been restored and the limb is kept thin and weak, this should not be done except for several reasons: one of which is an abundance of soluble ligament and the ligament made incorrectly; or due to excessive tightness of the ligaments before the nutrient is prohibited from flowing into the limb; or due to excessive swelling of the ligaments; or due to superfluous movement not at its time; or due to a small amount of blood in the patient's body and the debilitation of the same.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the treatment of this is to feed the patient and make their heart tender until the blood is increased in them; administer baths; and give them nourishment and comfort.
