Praefatio.	Introduction.
Si autem occultatur in quibusdam hominibus, et est subtilis, et non ostenditur: tunc oportet ut ponas phlebotomiam tuam qua eam phlebotomas, sectionem cum Alnesil, et deuita neruum cum fortitudine tua.	And if it is concealed within some individuals and is subtle so as not to be displayed: then one must take into account this when performing your own blood phlebotomy following Albucasis's method, while also showing courage in dealing with the nerve (Note: The translation suggests a procedure that requires careful consideration of anatomical variations between different individuals. It implies learning from historical methods and handling delicate structures like veins or associated nervous tissue bravely during medical interventions such as phlebotomy.)
Quod si uena est inter duos neruos, tunc finde uenam in longitudine.	Which if it lies between two nerves at length; then find the vein along its extent (Note: This instruction advises on an approach to locating a specific venous structure when situated amidst another within body cavities, according to
¶ De uena Cephalica.	Regarding the cephalic vein specifically; then proceed accordingly in seeking it out (Note:
Phlebotomiae autem uenae Cephalicae iuuamentum est, quia attrahit sanguinem ex capite, et confert ad aegritudines oculorum.	The phlebotomy involving the cephalic vein is carried out because it draws blood from around the head and contributes to eye diseases (Note: This translation connects specific venous access with potential medical conditions, possibly used for treatment or diagnostic purposes as discussed in Albucasis's work.)
Et oportet in hac uena proprie, si uis, ut phlebotomes eam pungendo cum phlebotomo oliuari, aut cum phlebotomo myrtino: quoniam est saluior uenarum omnium, quoniam non est subea arteria, neque neruus.	And it must be treated itself with pungent bloodletting using wine or myrtle juice, for salt is the essence of all venoms, as neither lies in veins nor nerves.
Verumtamen conuenit tibi apud phlebotomiam, ut deuites cum phlebotomo caput lacerti tantum, et quaeras locum leniorem: et non nocet ei, si non inuenitur cum percussione prima, ut iteretur super eam cum phlebotomia aliquotiens.	And indeed it suits you to practice bloodletting with a leech (phlebotomy), just as much as using the head of a lizard alone; and where there is benefit, do not fear its use unless struck by percussion firstly before applying phlebotomy at intervals.
Verumtamen fortasse apostematur in quibusdam hominibus quando non phlebotomatur in percussione prima, sed non nocet ei illud apostema in aliquo.	Perhaps it bleeds through in some men when not first bloodletted in the cupping glass, but it does not harm them at all.
¶ De utilitate Phlebotomiae, et cautelis in ea obseruandis.	Regarding the benefit of Bloodletting (Phlebotomy), and caution with it.
Qualitas autem Phlebotomiae, et accidentia eius ex ea, in cuius rectificatione oportet te cogitare.	The quality and accidents of phlebotomy require your consideration for its correction.
Primum ergo illius est de quo oportet ut scias, quod phlebotomia non administratur, nisi in conseruatione sanitatis, et perseuerantia eius, et cautela ab aduentu aegritudinum.	Therefore it is essential that you understand what phlebotomy should not be administered except for the conservation of health and its continued application with caution against illness onset.
Et ut fiat phlebotomia in una uenarum trium quae sunt in cubito, scilicet Cephalica, et Fusca, et Basilica.	And that the phlebotomy should be performed within a feverish context such as encephalitis (Brain), pleurisy (Lungs/Chest Wall Infection), and pneumonia (Breathing). These conditions are commonly treated with bloodletting in historical medical practices. Translated to English, this sentence indicates the specific situations where phlebotomy was traditionally considered an appropriate treatment method
Et ut fiat phlebotomia in principio Veris super ieiunium, in uere, et aestate: et autumno, et hyeme post comestionem, quando apparent significationes repletionis.	And that the phlebotomy should be performed before meals for purity and after eating when signs of overindulgence are evident; also in late summer and at autumn, following consumption: these times were considered ideal according to historical medical beliefs regarding bloodletting. In this context, Albucasis advises that phlebotomy could be timed with the seasons—specifically around feast time or post-consumption when signs of spleen enlargement and repletion might occur
Et fiat phlebotomia in die primo, aut in tertio, postquam praeterierint de die tres horae.	And let it be performed on the first day or third after having had three hours of rest from eating; these were considered appropriate times for bloodletting according to medieval medical practices as suggested by Albucasis in his surgical texts. Here, he outlines a specific time frame within which phlebotomy should occur relative
Phlebotomia autem quae administratur in aegritudinibus, non habet horam determinatam: sed quando prouocat conuenientia et necessitas ad illud, in nocte, aut die, et in omni hora, et in omni tempore.	Phlebotomy administered for diseases does not have a fixed hour but should occur when it is considered appropriate and necessary; this can be at night or daytime, as well as any time of the year according to Albucasis's guidance in his surgical treatise. This reflects an understanding that timing was flexible based on individual patient needs rather than adhering strictly to a particular schedule for bloodletting procedures during illnesses within medieval medical theory and practice.
