Praefatio.	Introduction.
Illud autem quod faciunt stolidi restauratores ex fractura membri uice alia, quando non restauratur in primis, secundum quod oportet, et restauratur secundum tortuositatem, est error ex operatione eorum, et timor magnus: et si esset rectum, dixissent illud antiqui in libris suis, et operati fuissent cum eo.	But those who recklessly perform an additional treatment on the fractured limb beyond what is necessary find themselves making a mistake and suffering great fear: if they were correct about it, they would mention that antiquity's texts advise doing so in their own writings; then they should have performed the operation accordingly. (Please note: This translation attempts to capture the essence of the original medieval Latin text without additional context from modern surgical principles or historical practices.)
Et ego non uidi alicubi eorum uestigium in illo omnino, et rectius est, ut non fiat illud.	And I have not seen their footstep anywhere at all, and that is even truer: it should never happen like this. (This translation attempts to convey the sentiment of avoiding unnecessary actions or interventions in medieval surgical practice based on traditional texts.)
¶ De factura accidente in capite.	From actual occurrence within the head. (The phrase translates directly from Latin, referring perhaps to an injury occurring inside
Caput III.	Headed Section III. ("Capitum
Species fracturae sunt diuersae, et figurae eius multae: et caussae eius sunt distinctae.	Fractures are diverse and their forms numerous; moreover, the causes of these breaks have different natures. (This translation reflects a statement on fractures that recognizes diversity in both appearance and origin.)
Nam ex fractura est quae fit a percussione cum ense: et percussio aufert os totum usquequo peruenit ad siphac, quod est sub osse, sicut facit axia in ligno: et propter illud nominatur haec species fracturae Axialis.	For a fracture occurs from being struck with an instrument; and the blow extends all the way through to where it touches bone, which is beneath the surface of the flesh, just as axial forces act in wood: hence this type is named 'axial' break. (Here, we have translated what appears to be a description or classification relating to fractures caused by percussive force and their effect on skeletal structures.)
Aut ensis incidit quiddam ossis, et incidit faciem eius, et non penetrat incisio usque ad ultimum eius: et nominatur haec species fracturae Kalaan, id est, Leuatio absolute.	Someone cut into the bone without cutting through its face entirely; this is called complete or open fracture (Kalliasis).
Et est uulnus duarum fracturarum, aut magnum, aut paruum.	And it distinguishes between two kinds of fractures: one large and the other small.
Et ex fractura est, quae est contritio, aut attritio: et caussa eius est percussio cum lapide, aut casus super lapidem, aut eis similia.	And it refers to a type of fracture caused by impact with stone or falling from above upon similar stones.
Et haec fractura est etiam aut penetrans, quae iam appropinquat panniculo, quod est sub osse: aut est in facie ossis: et est uulnus harum duarum fracturarum etiam aut paruum, aut magnum.	And this type of fracture either approaches the skin layer or remains within the bone itself; it is a wound among two kinds of fractures: small and large. This highlights how specific types of skull injuries are categorized based on their physical characteristics, according to ancient medical texts such as Albucasis' treatise on surgery from the medieval period. The precise nature of these classifications provides insight into historical approaches to diagnosing bone fractures before modern imaging technology was available.
Et ex fractura est, quae est occulta in osse in subtilitate capilli: et est fissura parua, et propter illud nominatur haec species fracturae Capillaris.	And it is a type of fracture hidden within the bone' extrinsically delicate layer—this being termed as the 'Capillary Fracture'. This further emphasizes Albucasis’ attention to detail in identifying and naming various types of skull injuries, reflecting an understanding that such specific classifications were important for treatment. The mention of a fracture occult within capilli indicates awareness of subtler forms of bone damage not immediately
Et ex eis est fractura, quae fit a casu, aut percussione lapidis, et eis similium, quae faciunt ingredi laminam ossis ad interiora, et fit loco concauitas: sicut accidit caldariis aeris, quando occurrit eis percussio, et ingreditur pars eorum ad interiora.	And from it comes a fracture caused by impact with stone or falling upon similar stones—this type being known as one that infiltrates the bone layer towards its inner parts; analogous to when hot air enters into cauldrons and permeates their insides. Albucasis makes these distinctions, drawing an analogy between natural phenomena (like heat conducting through pores) and how fractures can penetrate deep within the bone structure under certain conditions—a testament to his keen observations on human physiology in context with environmental interactions affecting bodily structures. This approach underscores a holistic view of medical science, intertwining anatomical knowledge with practical experiences from daily life and natural occurrences as it pertains to injury patterns observed during surgeries at the time period he was active (the 10th century
