Praefatio.	 Praise
Et sit positio tua qua ponis membrum super locum aequalem, secundum figuram suam naturalem, donec quando extenduntur partes membri fracti: tunc conare, ut redire facias illas additiones omni ingenio, et secundum quemcunque modum potes in locis suis: et caue secundum fortitudinem tuam, ne accidat super infirmum per operationem tuam dolor, neque laesio: et conare secundum fortitudinem tuam, ut applices unum duorum ossium cum socio suo, secundum meliores formas.	 And you should place the member on a level spot with your natural shape as long as the parts of broken members are extended; then you will have to apply them in different ways depending on where they can be applied and based on how strong or weak that location is: keep it simple, use one bone from both hands if necessary.
Et oportet in illa hora, ut tentes et tangas ipsum manu tua.	 And at that moment you should stretch and pull him with your hand.
Si ergo uides illic aliquid diuersum, rectifica ipsum, et aequa illud per quantitatem tuae uirtutis.	 If something else is necessary to do there, correct it and make it equal through the amount of your strength.
Et caue extensionem uehementem, et compressionem fortem, sicut faciunt multi stolidorum.	 And use gentle stretching along with strong compression as many others do for their patients.
Multotiens enim faciunt accidere per operationem illam suam apostema calidum, aut contractionem in membro: sicut iam uidimus illud ex operationibus eorum multotiens.	 And many people carry out the lowering of his temperature with your own heat treatment or through compression on a member; as we see that from their actions and methods.
Deinde annecte post aequationem, et decentem operationem, et stricturam illius membri, et quietem, et tranquillitatem: et mone infirmum super ipsum.	 Then fasten him after the balance is reached, and decrease the motion of his member, and tighten it up, and keep him calm and relaxed; but do not let a sick man go on top of him.
Et fac ipsum cauere, ne moueat ipsum in hora suarum uigiliarum, et somni sui apud reuolutionem suam, et agitationem suam, et apud egestionem suam, et omnes motus suos ultima uirtute sua.	 And do this gently so that he does not move around in your hour of relaxation or when trying to sleep and doing your relaxation exercises; but make him rest quietly and remain relaxed until the last moment of his strength.
Et ut caueat, ne sit positio membri positio cum qua sequatur dolor.	 "And let it be in such a position as follows: pain is not to follow.
Quod est, quia quando sentit in dispositione positionis membri dolorem, aut laesionem: tunc oportet, ut permutes ipsum ad dispositionem aliam ab illa cum qua non sentiat dolorem.	 What this means is that when the pain occurs from a certain position of members, or injury, then it should be changed to another position which does not feel the pain.
Et caue cum illo, ut sit positio eius illa aequalis, recta: ut non accidat in membro tortuositas, quando restauratur.	 And let him have his position back with equal force, straight; so that he does not run into the twisting of limbs when it is restored.
Et qualitas stricturae membri fracti est, secundum quod narro.	 The quality of a member broken in many ways has been described.
Scias, quod membra fracta diuersificantur in paruitate sua, et eorum magnitudine, et ipsorum forma.	 Indeed, the limbs broken at different times and their magnitude and form are different.
Quae ergo ex eis sunt parua, sicut brachium, et digitus, et focile, et similia eis, tunc oportet, ut sit inuolutio panni mollis, subtilis.	 Therefore, from those it is similar to a limb and finger and the like, then there should be the connection of soft clothes or thin material.
Quae autem ex eis sunt grossa, sicut coxa, et crus, oportet ut sit in eis inuolutio lata, dura.	 However, from those it is similar to a thigh and leg, then there should be the connection large, strong.
Quoniam ligamentum latum, connectit membrum magnum, et stringit ipsum ab omni parte strictura aequali, ita quod non ingreditur ipsum macula.	 Because of a long ligament connecting a big member and tightening it from all sides to an equal extent so that it does not tear the member.
Deinde incipe post euacuationem tuam ab aequatione ponere linimentum conueniens ad illud, in stuppa leni super locum fracturae ipsius.	 Afterwards place the liniment on your evacuation from equal parts so that it is above the location of the fracture itself.
Deinde incipe inuoluere ligamentum super locum fracturae ipsius tribus inuolutionibus, aut quatuor, secundum quod meretur membrum: et stringe manum tuam parumper cum ligamento.	 Afterwards you start to pull the ligament above the location of the fracture with three or four pulls depending on what is needed for the member; and tighten your hand more strongly than before by using the ligament.
Deinde uade cum eo ad partem superiorem a loco fracturae, et stringe minus quam fuit strictura tua, qua strinxisti locum fractum.	 Afterwards you go to the top of the location from where the fracture occurred and tighten less than before because the place of the broken limb is still tense after the pull.
Deinde elonga te cum inuolutione a loco fracturae parumper, et mollifica stricturam paulatim, donec capias ex loco sano rem magnam.	 Afterwards you go to the top of the location from where the fracture occurred even stronger and soften the tight rope gradually until the big thing outside the place is free again.
Deinde accipe uittam aliam, et inuolue eam iterum super locum fractum inuolutionibus.	 Afterwards you take another rope with more strength and start pulling it over the location of the fracture once more.
Postea uade cum inuolutione ad partem inferiorem a fractura.	 Afterwards, go to the lower portion from where the fracture occurred.
Et sit operatio tua in strictura inuolutionis, et mollificatione eius, secundum quod diximus in inuolutione prima superiore.	 Translation of this Latin text is "Your operation should be performed on a incision above the first one and with alleviation.
Deinde pone inter inuolutiones ex stuppa leni, aut panno, cum quo aequetur tortuositas fracturae, si est in ea tortuositas: et si non, non ponas in ea aliquid.	 Next, place the incision between the two incisions (if possible) or with some soft material to equalize the fracture's tortuosity if it is present; otherwise do not place anything inside of it.
Deinde inuolue super ipsam uittam aliam.	 Then make another incision above this one.
Postea aequa super has inuolutiones astellas decenter factas statim, si non est in loco inflatio, neque apostema calidum.	 After making both incisions equal in length and breadth immediately proceed to the second step if there is no inflation at the location otherwise do not apply any heat.
Si autem in ea est inflatio, aut apostema: tunc pone super eam quod sedet illud apostema, et auferat inflationem: et dimitte eam aliquot diebus.	 If there is inflation at that location or an abscess then place something above it to alleviate the inflation; and after applying heat remove the object within a few days
Deinde stringe super ipsam tunc astellas.	 Then make another incision above this one.
Et sint Astellae ex medietatibus cannae latae, rasae, formatae sapienter: aut sint ex ligno unde fiunt cribra, quae fiunt ex pino, aut geraid, id est, ramis palmae, aut calingi: et sit amplitudo omnis Astellae, secundum hanc formam, et hanc eandem figuram.	 And the incision above should be longer than both of the previous incisions and shall have a similar shape as well.
Verumtamen oportet, ut Astella quae ponitur super ipsam tracturam, sit grossior et latior parumper, quam reliquae Astellae: et longitudo Astellae sit secundum quod licet membro ex magnitudine et paruitate.	 However it is necessary that the incision above placed over this incision should be larger and broader than both of the previous incisions; also its length should correspond to its size as determined by the member's dimensions and proportion.
