Praefatio.	 Praiseworthy introduction
Verumtamen oportet, ut consyderetur, si palma iam recessit ad uentrem manus: tunc ponat infirmus dorsum manus suae super tabulam apud extensionem et reductionem: et si dislocatio est procedens ad dorsum manus, tunc sit positio manus eius intrinsece super tabulam, id est, interior pars manus eius super tabulam ponatur, ut cadat manus medici super ipsam eminentiam iuncturae.	 However it is necessary to consider if the palm has already retracted towards the other hand; in that case the arm supports its back over the bandage at extension and reduction, so that the hand may be placed on top of the incision with its inside part against the bandage, meaning that only the inner part of the hand should be put on it.
Si ergo redit statim, bonum est: et si non, tunc stringe eam cum emplastro sedante apostema: et dimitte ipsum, neque iteres illud.	 If so he does quickly well; and if not, then tie her with a bandage and let him go loose, that is do nothing further.
Nam si non tolerat, neque potes super reductionem eius, postquam praetereunt ei dies, uerumtamen iunctura remanet secundum tortuositatem suam: et non nocet infirmo aliquid, nisi quod mollificatur manus, et non potest stringere aliquid: tunc scias, quod nerui sunt abscissi, aut attriti.	 If it does not tolerate the reduction of its dislocation after a day has passed away, then the incision remains as per the tortuousity of its own; and nothing else is harmful except for what softens the hand, nor can anything be tied on; you see that the nails have been broken off or torn.
Non est ergo ingenium in ea, nisi ut stringatur cum cauterio prope casum eius.	 It should not happen by chance but should be bandaged gently for its benefit.
Et fortasse non confert illud aliquid.	 And perhaps nothing else may occur.
Cum ergo non redit Almahassem, tunc pone super ipsum emplastrum, quod narrauimus.	 As it does not do with the hand of Almahassem then put a bandage over him so that we might bind or tie it in place.
Deinde stringatur, et dimittatur quinque diebus: postea soluatur et dimittatur, et exercitetur manus.	 After five days, it is bandaged and then taken off; after that it is soaked in a solution, then wrapped again and used for surgery
Si autem priuatur motus eius, et accidat in ea aliquid grauitatis: tunc leni eam cum aqua calefacta, et fricatione aliquotiens, donec leniatur.	 If the movement of his hand is restrained and held in that way for some time, it will become soft; he then gently washes it with warm water, rubs it vigorously a few times to soften it, until it becomes soft
¶ De curatione dislocationis Digitorum.	 Of the treatment for dislocated fingers
Caput XXX.	 Head of John Doe.
Quando dislocatur ex eis Digitus ad omnem partem, uel ex eis Digitus ad dorsum palmae, aut uentrem eius: tunc extende Digitum, et impelle dislocationem pollicibus tuis, donec redeat.	 When the fingers are dislocated in such a way that they touch all parts of the body or rest on the palm of the hand, or between them and you want to release it: first extend your finger(s), then press down on their dislocation with both hands until it is released.
Deinde sustenta caput Digiti, et suspende ipsum uersus partem ad quam dislocatur, et dimitte ipsum duobus diebus.	 After that, support the head of the finger and suspend it towards where it was dislocated, then let it rest for two days.
Deinde suspende eum, et extende ipsum, donec aequetur rectus in illo die suo.	 After that, hold him tightly while straightening his fingers, until they are equal to their former state on the day after.
Cum ergo fuerit nox, liga ipsum secundum narrationem ipsam: et non cesses soluere ipsum in die: et exerce eum cum motu: et liga ipsum in nocte.	 When you have finished with him for the night, bind his hand according to its own way of binding and do not relax him during that day; then exercise him with movement, but bind him at night.
Fac illud diebus aliquot, donec stringatur.	 Do this on several days until it is bandaged.
Et similiter fac cum eo, si dislocatur ad uentrem manus: et liga eum ad partem ipsam, et fac cum eo operationem tuam primam, donec sanetur.	 And similarly do with him if the fingers are dislocated between them; bind him to his own way of binding and perform your first surgery on him until he is healed.
Et similiter fac cum eo quando dislocatur ad reliquas partes.	 Do this when they are dislocated in any other part as well.
¶ De curatione dislocationis Spondilium dorsi.	 Of the treatment for dislocated shoulders.
Caput XXXI.	 Head of John Doe.
Quando accidit alicui Spondilium dorsi, aut colli dislocatio completa, aut remouentur Spondiles multae a locis suis: tunc non est in ea curatio, quoniam mors properat infirmo.	 If the shoulders are dislocated or completely torn apart by falling forward with both arms at once; do not try to treat it as there is no cure and death comes quickly from weakness.
Et signum illius est, quod egestio infirmi egreditur absque uoluntate, neque potest tenere eam: et multotiens mollificantur ex eo quaedam membra eius, aut duo crura eius, aut duo brachia ipsius, aut unum eorum: aut remouetur Spondilis una de loco suo.	 Its sign is that the release of its strength without resistance cannot be held by it; and certain members of his body may lose parts or become weakened in this way from him as well
Multotiens enim remouetur, quod multotiens fit remotio earum ad quatuor partes.	 "Many things are moved when many things move away from each other towards four parts.
Illa ergo quae remouetur ad posteriora, nominatur Gibbositas.	 And if something is moved to the rear part [of the body], it is called gibbositas
Curatio uero eius est, ut consyderes tunc, si Gibbositas accidit a puericia: tunc non est in ea curatio, neque ex ea est sanatio omnino.	 Therefore its cure must be sought out if you remember that gibbositas happened to the youth; then there is no care for it, nor any healing from all diseases.
In illa autem quae accidit a casu, aut percussione, aut similibus illis, iam dixerunt antiqui modos curationis sermone prolixo.	 But if this happened through case or impact, the ancients said many modes of treatment in a long and difficult speech.
Cuius plurimum non redit cum proficuo.	 Which one did not return with great success.
Ego uero iam abbreuiaui ex illo, cuius parum excusat a multo eius ex propinquitate mea ad intentionem: et expositione mea qua exposui illud, et formaui instrumentum eius diuerso modo ab eo quo ostenderunt illud, et exposuerunt ipsum.	 I myself already mentioned that from it to the one whose fault was partly mine and who was nearby my intent: with my exposition which I showed him, and I formed his tool in a different way from how they presented this thing to me
Dico ergo, quod in gibbositate quae accidit ab anteriori parte, non est ingenium, neque sanatio ex ea.	 Therefore, that which was moved away from the preceding part of [the body] is not a result of its own nature nor healing by it.
Et similiter in illa quae fit ad duo latera etiam.	 Similarly, if this happens towards two sides as well.
Et non curatur ex eis, nisi illa quae accidit in dorso proprie, cum eo quod ego narro: et est, ut extendatur infirmus super faciem suam super podium aequale prope parietem: et expandatur sub eo stramentum humidum, ut non laedatur pectus eius.	 And it is not cured from them except that which happened in the back part as I mentioned; and there was one to extend [the body] upwards towards its own face over a level platform nearly up against the wall: and to expand under him moist bandage so he may not be harmed by his chest.
