Praefatio.	 Preface
Et quandoque intromittitur in Nasum loco licinii penna anseris, postquam inuoluitur super ipsam pannus lenis: et fit, quod ipsa tenet fracturam Nasi uehementius, et ut non prohibeatur infirmus ab inspiratione.	 And sometimes a feather from the breast of an egg is introduced into the nostril's niche; after that, when it is gently placed upon this same soft membrane: and so it is, that in this manner she holds with great force the fracture of the nose, preventing it not to be hindered by inspiration.
Et non est haec res necessaria.	 And this is not necessary.
Si uis, fac illud: et si uis, fac licinia.	 If you wish so, do that; and if you wish so, do the linen.
Quod si accidat Naso iterum dum operaris apostema calidum, emplastra nasum cum caeroto, aut cum coto infuso in oleo rosato, aut modico ex dyaquilon.	 If while you are working on a warm instrument the nostrils become blocked by cold, or with fat or with oil, or through a mixture of these three things;
Si autem non accidit apostema calidum, tunc oportet, ut emplastres ipsum cum farina sisami, et puluere thuris confecti cum albugine oui.	 If this does not happen while working on a warm instrument, then it is necessary that you apply the mixture of flour and egg-white, and press upon him with softened cheese.
Deinde pone super ipsum stuppam lenem, et non liges Nasum cum aliquo omnino.	 After placing this over his head, do not allow any of these things to come near the nostrils.
Si uero franguntur ossa Nasi fractura parua, aut comminuuntur, tunc oportet, ut scindas super ea, et extrahas ipsa cum instrumentis quae conueniunt eis.	 If this causes a fracture of the bones or loosening of them, then it is necessary that you cut away from above what remains after these things are broken, and remove him with the instruments which sustain him apart from those things.
Deinde sue scissuram, et cura ipsum cum eo quod incarnat, et consolidat ex emplastris conuenientibus ad illud, uel unguentis.	 Then take your scissors, and care for that which is made, and strengthen him with the soft things or ointment.
Quod si accidat inter Nasum uulnus, tunc oportet, ut cures ipsum cum liciniis: et administres cannulam de plumbo, donec sanetur.	 If this happens between the nostrils, then it is necessary that you care for him with the linen; and administer the ointment from lead until he becomes healed.
¶ De restauratione Mandibulae inferioris, quando disrumpitur.	 On the restoration of the lower jaw when broken off.
Caput V.	 Head V.
Quando disrumpitur Mandibula inferior, et fractura eius non est cum uulnere: conspice tunc si est fractura eius deforis tantum, et non frangitur in duo, et curuatur ad interiora: tunc cognitio eius est facilis.	 When the lower jaw is broken off and its fracture was not with the breaking-off of the nose; if only a portion of it was broken away from him so that he does not fall apart into two pieces, but he should be pressed inward: then knowledge to him becomes easy.
Oportet ergo, si est fractura eius in parte dextra, ut intromittas digitum indicem sinistrae in os infirmi: similiter si fractura est in mandibula sinistra, tunc intromitte indicem manus dextrae: et impelle cum eo gibbositatem fracturae deintus cum facilitate ad exteriora cum manu tua altera ab interiori parte ossis decenter, et cum eo aequa ipsam.	 "If there is a fracture in the right side of his mouth," you must insert your left index finger into the opening of the mouth; similarly if the fracture is on the left side of the mandible, then put it by inserting your right hand.
Quod si fractura mandibulae iam separata est in duo, tunc oportet, ut administres extersionem a duabus partibus, secundum rectitudinem: donec possibilis sit aequatio eius.	 "If the mandible is separated by fracture into two parts," you should administer an extraction with both hands on both sides in accordance with correctness until there is equality of position.
Si autem iam accidit in dentibus commotio, aut disruptio: tunc stringe illos de quibus speras quod remaneant cum filo auri, aut argenti, aut seta.	 "If the teeth are injured by a movement or breakage," you should pull out those from which they can be removed with a dental floss, or an implement.
Deinde pone super mandibulam fractam caerotum.	 Then apply a ligature over the fractured mandible.
Deinde pone super ipsum pannum duplicatum, et pone super pannum astellam magnam decenter factam: aut frustum cutis soleae aequale, in longitudinem mandibulae.	 "Then place over it two doubled strips of cloth and one large starched strip; or if you lack them, make the skin of your hand equal to the length of the mandible.
Deinde liga ipsum desuper, secundum quod praeparatur tibi ligatura eius, et conuenit ipsius applicatio, donec non destruitur: et praecipe infirmo, uti tranquillitate et quiete: et pone cibum eius sorbitiones lenes.	 "Then tie it over after preparing the ligature as given to you; and apply its application until it is not destroyed; and give him a spoonful of his medicine in ease.
Si autem estimas, quod iam alteratur aliquid figurae aliquo modorum: tunc propera, et solue ipsum in die tertio.	 "If you find that something has changed in the figure or manner," then come quickly and give him to eat a third time.
Deinde rectifica quod alteratum est ex eo, et emplastra ipsum ex puluere molendini, cum albugine oui, aut cum farina sisami, postquam tu abstuleris caerotum: et pone super emplastrum lanam lenem.	 "Then correct what has been altered from it; and pull him out of the meal with a spoon after straining the broth or liquid, using a linen cloth if you have one, otherwise use flour.
Dum ergo permanet annexum illud emplastrum super ipsum, et non alteratur ossis dispositio, dimitte ipsum, ne soluas, donec sanetur: aut stringe fracturam.	 "While this is kept over it and not altered by the disposition of his limbs; then remove him to eat until he becomes well or as much as possible.
Multotiens enim stringitur haec fractura in tribus septimanis.	 "It must be tied many times in three seven days.
Quod si interim accidat apostema calidum, tunc administra illud quod diximus multotiens in sedatione eius, donec remoueatur illud apostema.	 "If it occurs to him a cold foot while he is eating," then give that which we have said many times after his meal until the cold foot departs.
Et si fractura est cum uulnere, considera.	 "And if there is a fracture along with vomiting, consider this.
Namsi iam separatur ex osse frustum, aut a satagie: tunc subtilia te in hoc, ut auferas illa frusta satagiae cum eo quod conuenit tibi in ablatione eorum ex instrumentis.	 The severed limb is either useless or can be of little use; therefore, apply this remedy to it so that you will be able to remove the bone from its joint with a knife as before.
