Praefatio.	Prefatory.
Et oportet, ut caueas omni cautela, ne tangat Terebrum, aut Incisorium aliquid ex siphac.	And it is necessary to take care, lest you touch the thumb, or any instrument with the scissors
Cum ergo circumieris os perforando, et separatum fuerit a siphac, si fuerit continuum cum eo, et extraxeris ipsum, oportet ut radas, et aeques extremitatem eius quod remanet in osse cum instrumento alio simili Incisorio.	When you have therefore surrounded the bone with the perforation, and it has been separated from the surrounding tissue, if it remains connected with the bone by something, you must extract it with another instrument, and you must keep the parts which remain in the bone even with the instrument itself
Verumtamen oportet, ut sit tenuis et subtilis magis aliis Incisoriis.	However, it is necessary to make it thin and fine with other scissors.
Quod si remanet aliquid ex ossibus paruis, et satagiae: tunc accipe ea cum facilitate, cum eo quod est apud te ex instrumentis.	If anything small remains from the bones, and fragments: grasp them with ease with the thing which is near to you among the instruments.
Deinde cura uulnus post illud cum liciniis, et unguentis quae diximus.	Then take care of the wound afterwards according to the instructions which we have given, and of the unguents which we mentioned.
Et modus alius operationis est facilis, prorsus longinquus a timore: quem dixit Galenus, et laudauit ipsum laude magna: et iste est sermo eius.	And another method of operation is easy, especially for those who are afraid: which Galenus praised and praised highly: and this is his saying
Necese est tibi in primis, ut incipias detegere partem ossis ex loco, in quo fractura est uehementior, et manifestior: donec quando detexeris illam partem, et posueris sub eo extremitatem huius Incisorii lenticularis, cuius haec est forma.	It is not necessary in the first place to begin to remove a part of the bone from the place where the fracture is more severe and more evident: until you have detected that part and placed under it the tip of this lens-shaped instrument.
Et pars lenticularis, lenis non incidit aliquid: et pars acuta eius in duabus lateribus eius uadens in longitudinem, sicut uides: ut sit pars lenticularis innixa ad siphac, facie eius incidente acuta in osse.	And the blunt part of the lens does not yield anything: and its acute part in two of its sides widens in length, like water: so that the blunt part of the lens lies close to the sac, and the acute part of it is directed towards the bone.
Deinde percute super Incisorium a parte una cum malleo paruo, donec incidas totum os cum facilitate, sicut reuoluitur: et tu sis securus ex panniculo, quod non accidat in eo accidens, quod timeas prorsus.	Then strike through the incisor from one side with a small mallet until you have cut through the whole bone easily, as it returns: and you will be safe from the spur, which does not happen in this case, which you feared beforehand.
Et si medicans non esset stultior hominum, et magis ignarus eius, nec esset dormiens, tunc si remaneret aliquid annexum ossi ex panniculo in quibusdam locis, incideret ipsum ab eo cum extremitate incisorii lenticularis ipsius, et liberaret ipsum ab eo cum facilitate.	And if the physician is not stupid among men, and is not ignorant of it, or is not asleep, then if anything remains attached to the bone from the spur in some places, he will cut it off from it with the extremity of the lens itself, and will free it from it easily.
Liberatur enim ab eo sine nocumento, et absque timore.	It is freed from it without pain, and without fear.
Et si fractura ossis non penetret usque ad panniculum, et illud quod abscinditur ab osse est facies eius, et remanent in ipso asperitas et satagiae subtiles: tunc oportet, ut radas illam asperitatem, et eradices illas satagias cum rasoriis subtilibus ex quibus praeparasti numerum diuersarum quantitatum, ut sit tibi possibile administrare ex eis in omni loco conuenientiora eorum, et rectiora ipsorum, secundum illud ad quod perducit te operatio, et ipsum os fractum, et figura eius.	And if the fracture of the bone does not penetrate the sac, and that which is detached from the bone is its face, and there remain on it asperities and subtle elevations: then it is necessary to remove those asperities, and to rasp off those elevations with fine files of various sizes, so that it is possible to administer from them in every place where it is convenient, and to make them more upright, according to what the operation leads you to do, and to the fractured bone and its figure
Et oportet, ut administres in rasione tua, qua in primis radis os, latius illorum rasoriorum.	And you must administer with your reason, as in the first place, the wider of these files.
Deinde utere post ipsum subtiliore eo.	Then use the finer one afterwards
Et non cesses facere illud secundum continuitatem, donec peruenias ad administrandum tenuius, et subtilius eorum omnium.	And do not cease to do this until you have brought it to the point of administering the finest and most subtle ones of them all
In unaquaque autem fissurarum reliquarum paruarum capillarium, et fractura subtili, oportet ut administres curam, secundum illud quod perducit ad rectificationem eius.	With every small fracture remaining of such bones, and the fracture being subtle, you must take care, according to what leads to its rectification.
Et est res quae non occultatur super omnem, cui in hac arte est quodlibet studium, et stetit super illud quod scripsimus, et ostendimus in fracturis magnis.	It is a thing which is not hidden above all, concerning which there is study in this art, and it has remained above what we have written, and we shall show it in great fractures.
Si autem panniculus detectus retinetur, quando tu eradicas os: tunc oportet, ut accipias pannum lini, secundum quantitatem uulneris, et submerge ipsum in oleo rosa, et pone ipsum super orificium uulneris.	If, however, a blood clot remains detained when you expand the bone: then it is necessary that you take hold of the clot, according to the quantity of the wound, and immerse it in rose oil, and place it over the opening of the wound.
Deinde accipe pannum alium duplicatum, aut triplicatum, et submerge ipsum in uino et oleo rosa, et pone ipsum super pannum primum: et fac illud quam facilius potes super illud, ut non grauetur siphac.	Then take another clot, either doubled or tripled, and immerse it in wine and rose oil, and place it over the first clot: and make it as easy as possible for him to breathe over it, so that he does not gasp.
Deinde administra supra ipsum ligamentum latum: et non stringas ipsum, nisi per quantitatem quae teneat uulnus tantum: et dimitte ipsum cum hac cura die uno, aut diebus duobus, donec sis securus ab apostemate calido.	Then administer above it a broad ligament: and do not bind it, except for the quantity which maintains the wound: and let it go when it has healed, either on the first day or the second day, until it is secure from a hot after-effect.
Deinde solue ipsum, et administra post illud medicinas cum quibus est superflua siccitas: sicut radices lilii, et farina herbi, et puluis thuris, et aristolochia, et similia eis: et est, ut facias ex istis medicinis puluerem, qui puluerizetur super uulnus sicut sunt siccae.	Then rest it, and administer afterwards medicines which are superfluous for such a condition: such as the roots of lily, and herbs flour, and barley flour, and gentian, and the like: and it is necessary that you make from these medicines a powder, which is to be scattered over the wound like dry dust.
