Praefatio.	Prefatory Note.
¶ De restauratione fracturae Cruris.	Concerning the restoration of a fracture of the leg
Caput XVII.	Chapter XVII
Scias, quod Cruri sunt duo ossa, quorum unum est grossum, et nominatur nomine Cruris: et alterum subtile, et nominatur Focile.	Know that the leg has two bones, of which one is thick and is called the Cruris: and the other is thin and is called the Focile
Et accidit utrisque ex speciebus fracturae quod accidit duobus ossibus brachii: et propter illud fit restauratio eius, sicut restauratio brachii aequaliter, et operatio est una.	Both bones of the forearm fractured in the same way as when two bones of the arm fracture: and because of this, its restoration is made in the same way as that of the arm, and the operation is one.
Quod si franguntur duo ossa simul, conuertitur Crus ad omnes partes.	If two bones break together, the limb curves toward all sides
Et si frangitur os subtilius, conuertitur Crus ad anteriorem partem.	If a small bone breaks, the limb curves toward the front part
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	If a thick bone breaks, its fracture is found beneath: and this is from that which does not appear on the surface of the limb
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then perform extension, and equalization, and ligation of the ligaments according to that which is equal
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	However, if the fracture of the limb is bad, having many wrinkles: in this case the extension must be small and the relief must be gentle
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the limb there is something from the operation which surpasses the arm: and that is, when you have equaled the bones and completed all your work, then grasp two boards of pine, which are administered in the making of sandals that are placed under the boards: and they are made from the palm leaves: choose from those which have a small thickness, and let them not be from the smallest: and let their length be according to the length of the limb from the knee downwards
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then bind over one and a half turns with two bands according to its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	And put one part of the limb from one side, and the other from the other side: and let them be from the knee downwards to the foot
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then bind two bands in three places from two extremities and middle.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	When the binding is finished, the limb bends to the right and left, and remains in a good position
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And immediately thereafter, it is administered to him a cubulum of wood according to the length of the Cruris, and it is placed in that Cruris, so as to preserve it from movement.
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	And it is for the most part necessary, that thou do this in the fracture when it is with its own bone.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Then consider the Cruris every day, and study with care its latest from apostemate, or inflation, or anything else.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	If anything happens of these things to it, then oppose to it with what is necessary, until it be healed, if God wills it.
De fractura ossium Pedis, et Digitorum.	Of the fracture of the bones of the Foot and Fingers.
Caput XVIII.	Chapter XVIII.
Calcaneo quidem non accidit fractura penitus.	The Calcaneus never happens to be fractured through
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	The bones of the Foot indeed happen to be fractured sometimes, and the Fingers little also; and it does not happen to them except through attrition in many positions.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	If it happens that the bones of the Foot are fractured, and thou dost wish to elevate that bone above the other, then thou dost place the sick Foot upon the earth prepared as a walker
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Then stand thou, and place thy Foot upon that which thou dost elevate from those bones: afterwards press, or touch the heel: and keep it even, until it returns to its place
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Then place a dressing, and bind it up: and place under the Foot a board having two flat heads
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Then bind up the Foot with a tight bandage, after thou hast enclosed it with cloths and the like things
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	When three or four days have passed, or four, then loosen the ligamentum
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	Your hand finds bones equally whole, whether they are fractured or dislocated.
Operatio ergo in eis est, sicut uides.	The operation therefore lies in the bone, just as with water
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	If, however, any finger is fractured, then restore the limb and equalize them as I have said in the restoration of the fingers of the hand
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Then place your finger upon the support, according to the length of the finger: make it wider than the other. Then place under the foot the board that I have mentioned above, and tighten the bandage with a descending knot.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	If, however, two, or three, or more bones are fractured, then place upon each finger a support of its own quantity, enclosed in linen: and tighten the board under the foot: and place one head of the board outside the foot so that it will hold the retention well
