Praefatio.	Prefatory.
Et sint Astellae ex medietatibus cannae latae, rasae, formatae sapienter: aut sint ex ligno unde fiunt cribra, quae fiunt ex pino, aut geraid, id est, ramis palmae, aut calingi: et sit amplitudo omnis Astellae, secundum hanc formam, et hanc eandem figuram.	And let the ligatures be from the middle of broad bones, round, formed wisely: or be made of wood from which cribra are made, which are made of a stick, or hemp, or palm leaves, or rushes. And let the width of every ligature be according to this form, and this same figure
Verumtamen oportet, ut Astella quae ponitur super ipsam tracturam, sit grossior et latior parumper, quam reliquae Astellae: et longitudo Astellae sit secundum quod licet membro ex magnitudine et paruitate.	But it is necessary that the ligature which is put over the other end should be thicker and wider downwards, than the rest of the ligatures: and the length of the ligature should be according to the size and the condition of the limb
Deinde stringe super Astellas cum uitta alia, secundum stricturam primam eandem.	Then string over Astellas with another, following the first stricture.
Deinde liga desuper cum filis decenter, secundum quod diximus de strictura: et est, ut sit strictura tua super locum fracturae plus: et quanto plus elongatur a fractura sit, strictura minor.	Then bind over with strings as before, with a centre, following what we said about the stricture: that it should be more strict than the fracture: and the more distant the fracture is from the stricture, the less strict the stricture should be
Et oportet, ut sint fila media in grossitudine et subtilitate, et sint ex lino molli.	And it is necessary that there be middle strings in thickness and flexibility, and that they be of soft linen.
Quoniam si fila sunt grossa, sicut uidi ex operatione stolidorum ponentium fila sua ex chordis lini tortis, est error magnus: quoniam cadit strictura cum eis extra qualitatem.	For if the strings are thick, like the threads from the operation of split bones, it is a great error: for the stricture will fall out with the foreign bodies.
Et fila subtilia iterum non conueniunt: quoniam tu non consequeris per stricturam cum eis illud quod uis.	And thin strings do not suffice again: for you do not follow through with the stricture with the foreign bodies that you wish to retain
Et non oportet, ut sit inter astellam et astellam minus quam digitus.	And it is not right that there should be less than a finger's breadth between the Astellas.
Quod si laeditur infirmus per extremitates astellarum post stricturam in locis sanis: tunc pone sub eis ex stuppa leni, aut lana carminata, donec nihil laedatur ex illo.	For if the patient is injured between the Astellas after the stricture in healthy places: then place under the foreign bodies a cushion of soft wool, or carded lanolin, until nothing is injured from it
Quando autem est fractura cum uulnere, et accidit disruptio in cute, ego ueniam cum rememoratione eius in capitulo secundum singularitatem.	When there is a fracture with a wound, and it happens that there is a rupture in the skin, I will speak of this in the second chapter concerning the singular case.
Et scias, quod non omne membrum fractum oportet ut stringatur cum astellis a primo die.	And know that not every fractured limb needs to be strung with Astellas from the first day.
Quod est, quia membrum quando est magnum, non oportet ut ponas superipsum astellas, nisi post quinque dies, aut septem, aut plus, secundum securitatem tuam ab euentu apostematis calidi.	For when the limb is great, it is not necessary to place over it so many Astellas, except after five days, or seven, or more, according to your security from the after-effect of the heat
Et iste est modus emplastrorum, quibus restaurabant antiqui, quae ponuntur super fracturam et dislocationem.	And this is the manner of dressing for fractures and dislocations which the ancient people used to employ.
¶ Modus Emplastri communis abbreuiati, restaurans fracturam, conueniens pluribus complexionibus, praecipue mulieribus, et pueris: quoniam est ex eo super quod non uincit calor, neque frigus.	The common abbreviated plaster, restoring the fracture, suitable for various complexions, especially women and children: because it does not cause heat or cold.
Et est, ut accipias ex puluere molendini, et est medulla farinae quae pendet in parietibus molendini apud motum molae: et conficias ipsum sicut est, praeter quod cribelles ipsum cum albugine oui: et pone confectionem eius non spissam, neque subtilem.	Take from the flour of barley the fine powder which hangs on the sides of the millstones at the turning of the mill: and mix it so that it is neither too thick nor too thin.
Deinde utere eo.	Use it thus.
¶ Modus Emplastri alius, restaurantis fracturam, et dislocationem, et torsionem.	Another plaster, restoring fracture, dislocation and torsion.
Recipe almess, et laudani, et acaciae, et enulae, et mugath: et suc, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V et alethil ʒ XX terantur omnia, et cribellentur, et misceantur cum aqua alethil: aut cum albugine oui, si complexio infirmi est calefacta.	Recipe: barley, laudanum, acacia, enula, mugath: and vinegar, all together 10 myrrh, and aloes two and a half, and alethium 20 parts are taken, all of which are pounded and mixed with alethium water: or with alum if the complexion of the patient is hot.</start_of_turn>
Deinde utere hoc emplastro.	Use this plaster thus.</start_of_turn>
Nam ipsum est bonae compositionis, restaurat ossa fracta uelociter, et confert pluribus hominibus.	For it is a good composition, restores fractured bones quickly, and is suitable for many people.</start_of_turn
¶ Modus Emplastri alius, quod etiam confert fracturae et torsioni.	Another plaster which also heals fractures and torsion.</start_of_turn>
Recipe mugath, et mess, et alteae albae, omnium ana ʒ X myrrhae, et aloes amborum ana ʒ V acaciae ʒ VI boli armeni ʒ XX terantur omnia contritione multa, et cribellentur, et conficiantur cum aqua, aut albugine oui: et administrentur.	Recipe: mugath, barley, white alum, all together 10 myrrh, and aloes two and a half, acacia six bolus armeni twenty parts are taken, pounded together in much powder, and mixed with water, or with alum. And they are administered.</start_of_turn
¶ Modus Emplastri ad iuncturas, et ossa separata ex locis suis: et sedat dolorem accidentem eis, et scissuram ossis, et fracturam.	A plaster for uniting fractured bones and separated bones from their places: and it soothes the pain of the accident, and closes the fracture of the bone.</start_of_turn
Sumatur lana succida, et submergatur in aceto, et oleo decocto: et ponatur super locum.	Take fine wool soaked in vinegar, and boiled wax: and put it on the place.</start_of_turn
Et in hoc quidem Emplastro non est uirtus restaurationis, sed est bonum in sedatione apostematis calidi: et expellit dolores proprie.	And in this case of Emplastro, there is no benefit from the restoration, but it is good to keep the afterburn of a warm calid: and it expels the pain itself.
¶ Modus Emplastri, quod restaurat os fractum.	The treatment for Emplastro is to restore the fractured bone.
Sume folia fici surdi, et folia papaueris syluestris: et tere omnia, et fac emplastrum ex utrisque.	Take leaves of fennel and leaves of bay laurel: and figs, and make an ointment from both of them
¶ Modus Emplastri abbreuiati, administrati apud restaurationem fracturae ossis: et quando tu uis resolutionem residui apostematis.	The abbreviated method of Emplastro is administered during the restoration of the fracture of the bone: and when you desire the resolution of the remaining afterburn.
Recipe radicis alteae, et camomillae, et florum uiolarum, et farinae herbi, omnium ana partem unam: terantur omnia, et conficiantur cum uino, si non est membrum calefactum.	Recipe of the root of chamomile, and camomilla, and the flowers of violets, and barley flour, all take one part: they are boiled together with wine, if the limb is not warmed up
