Praefatio.	Prefatory Note.
Si autem fractura est ad exteriora, tunc oportet: ut ponas astellam desuper, et astellam aliam ab inferiori in planta: et sit manus aperta recta.	If the fracture is towards the outside, then it is necessary: that you place a bandage above and a bandage below in the sole: and keep the hand open and straight.
Deinde pone stricturam, sicut reuoluitur manus: et extende inter digitos cum ligamento.	Then place a dressing, as it is bent: and extend between the fingers with the ligament
Quod si accidat fractura alicui nodorum digitorum, tunc si est pollex, aequetur secundum quod oportet.	If it happens that the fracture be of any joint of the fingers, then if it is the thumb, it must be equal in proportion as it is necessary
Deinde stringatur cum planta: et si amas, pone ei astellam rectam, paruam: ut eleuetur fractura, et non moueatur.	Then bandage with the sole: and if you bind too tightly, place upon it a bandage straight and firm: that the fracture be elevated and not move.
Si autem fractura est reliquis digitis, sicut medio, et indici, aut auriculari, et anulari, tunc aequetur, et ligetur cum digito sano qui sequitur eum: aut ligentur omnes secundum continuationem: et est melius.	If the fracture is of the remaining fingers, as the middle, and index, or ring, and little, then it must be equal, and it must be bound with the healthy finger which follows it: or they must all be bound according to the continuation: and that is better.
Aut pone super ipsum astellam paruam, sicut diximus in pollice.	Or place upon it a supporting bandage firm, as we said concerning the thumb.
Et considera in restauratione tua, et post ipsam dispositionem apostematis calidi: et oppone cum eo quod oportet, quando accidit aliquid ex illo, secundum quod iteratur eius narratio.	And consider in the restoration of the hand, and after the setting has been done, a warm compress: and oppose with it what is necessary, when anything happens of the like, according as its narration is repeated
¶ De restauratione fracturae Coxae.	(The provided text does not include any information regarding the restoration of a fracture of the thigh bone, so I am unable to translate that portion.)
Caput XV.	Chapter 15.
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The thigh bone is frequently fractured, and it is declared by sense: because it curves towards the interior and the exterior parts.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And its restoration is done in this way, that it is bound with a ligament above the fracture, and a ligament below the fracture.
Et infirmus prostretur super faciem suam.	And the limb is supported over its face
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	Then extend all the ligaments around the part according to equality: and this when the fracture is in the middle of the bone
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	If the fracture is close to the root of the coxal bone, then let there be a ligament to the part above, so that the extension may fall upwards: and another ligament under the fracture.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And thus similarly if there is a fracture close to the knee, then let there be a ligament close to the knee, so that the extension may be towards the lower parts.
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the physician must stabilize the two bones with his hands until he has reduced it according to the natural shape: and he must join the bones together with a good union.
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	Then it is necessary to place a dressing and a bandage, if the limb is not otherwise stable.
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	If it happens that the limb is unstable: then let it be rested for a few days, until the swelling subsides, and then return to your care
Strictura autem eius ita sit.	The bandage must be tight enough.
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	It is necessary to cover the fracture with a firm bandage, that is, a bandage: and two layers of wool, or three: and let remain from this excess.
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Then cover the thigh, until the heel reaches the root of the nail
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	And pass a long thread between the coxal bone and the thigh near the knee, and bring the extremities of the thread from the upper part of the two parts.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	Then roll up the thigh and the coxal bone from the excess from the rest
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	Then put upon the coxal bone in the place of the fracture some sponges, and put upon it from above a single sponge on the bone of the thigh
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Then fill the cavity between the thigh and the coxal bone with wool and linen cloth, so as to equalize the tension
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Then begin with a strong bandage from the middle over the place of the fracture three or four windings
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	The more you prolong the ligature at the fracture site, the stricter, harsher, and more severe it will be.
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Then you must draw the two extremities of the thread through to the inside between the hip and the thigh bone
Liga ergo cum utrisque tres astellas quae sunt desuper.	Bind it with three nails as well above
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Then loop the thread with two extremities downwards until you reach the ankle bone.
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And when you have drawn through both extremities of the nails from the other side: so that the ligament does not slip out of place
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Then release the tension above it, while it remains, so that no break, swelling, or puffing occurs, or anything like that.
Quod si accidat aliquid ex illo.	For if anything like that happens
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	Then do it properly with its solution and correct what happened before, as we said many times before
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	If there is a piece of bone that is protruding from the bone: then it is necessary to remove it, if possible
