Praefatio.	Praefatio.
Quapropter oportet, ne phlebotomet eam cum phlebotomo pungente: imo sit secans cum Alnesil.	Therefore, when puncturing with phlebotomy, it is necessary to cut through the vein: with Alne's knife, cut only a little.
Quod si non apparet Basilica apparitione manifesta, tunc oportet, ut alienes ipsam, et permuteris ad aliam, aut quaeras aliquem ramum eius: aut phlebotomes loco eius Funem brachii.	If the church does not appear with a visible apparition, then you must remove it and change it to another one, or ask someone else's opinion: or if he cannot find anyone, he will make a knot in his thread of the brachial artery.
Ipsa enim est manifesta, et seca eam cum phlebotomo Anesil, sicut diximus.	For it is evident, and cut it with Alne's knife as we have said.
Si autem uis phlebotomiam ipsius eiusdem, tunc oportet ante stricturam brachii, ut tangas locum, donec cognoscas locum pulsus.	But if you want to make a phlebotomy in his own hand, then you must touch the spot on the brachial artery before it is tightly tied up, so that you know where to cut.
Deinde signa super locum cum encaustro, postea brachium, et seca uenam sectione concaua cum phlebotomo Alnesil, sicut diximus.	Then mark the spot with caustic powder, and afterwards the arm, and cut the thread in a closed section with Alne' knife as we have said.
Et caue ne cadat percussio per spacium a loco arteriae.	And so that the knot does not fall through the space from the spot of the artery.
Et quando uides, cum tu stringis ligamen, inflationem in loco quem signasti cum encaustro, tunc illa inflatio est inflatio arteriae: deuita ergo eam.	And when you see it, as you tighten the knot, the swelling in the spot that you have marked with caustic powder, then this swelling is an swelling of the artery: so remove it.
Quod si uides sanguinem apud phlebotomiam salire, sicut urina pueri, et est sanguis subtilis, rubeus: tunc scias, quia est ex sanguine arteriae.	If you see blood rise during phlebotomy, like a boy's urine, and it is thin blood, red in color: then you will know that it is from the artery's blood.
Tunc ergo propera, et pone digitum tuum super ipsum spacio longo, deinde aufer digitum tuum.	Then therefore place your hand on the spot and let it rest there for a long time, and then remove your hand.
Si ergo abscinditur sanguis (multotiens namque abscinditur) tunc stringe brachium, et dimitte ipsum: et caueat infirmus a motione eius: et sit super timorem eius.	If therefore blood is separated (for it is often separated) then tighten the arm and let go of it: and let him be careful to move his hand: and place it on his fear.
Et non moueat ipsum diebus aliquot, donec sanetur.	And let him not be in pain for several days, until he is healed.
Si autem non abscinditur sanguis, et uincit te: et non est tibi praesens in momento tuo medicina, tunc incide arteriam, si apparet tibi.	But if the blood does not separate and it hurts you: and there is no present remedy for you in your moment of need, then cut the artery, if it appears to you.
Nam extremitates eius contrahuntur, et abscinditur sanguis.	The extremities of it are cut off, and blood is shed.
Aut accipe corticem fistici, et finde eum: accipe medietatem unam, et stringe eam super locum uenae strictura decenti, cum ligamento et puluillis usque ad diem alium.	Or take the fistula at its extremities, and cut it off; or take half of it, and tightly bind it to the place where the stricture is, with a ligament and powder until another day.
Tunc si abscinditur sanguis, est bonum.	Then if blood is shed, it is good.
Et si non: tunc cura ipsum cum eo cuius praecessit rememoratio ex loco puluerum abscindentium fluxum sanguinis: et abscisio sanguinis eius non est difficilis in pluribus dispositionibus, propter locum paruum uulneris, et possibilitatem ligamenti ex brachio.	And if not: then the care of him with that which preceded his memory from the place of the flux of blood, from which he is cut off: and the cutting off of his blood is not difficult in many dispositions, on account of the small wound, and the possibility of a ligament from the arm.
¶ De phlebotomia uenae Fuscae.	A phlebotomy of the veins of the foot.
Venae autem Fuscae phlebotomiae iuuamentum est, quod trahit sanguinem ex superiori parte capitis, et inferiore corporis: propterea, quia est composita ex ramo Basilicae, et ramo Cephalicae, sicut diximus.	But the phlebotomy of the veins of the foot is a remedy, which draws blood from the upper part of the head and the lower part of the body: for this reason, it is composed of a branch of the Basilica, and a branch of the Cephalica, as we have said.
Et conuenit phlebotomanti eam, ut sit super timorem ex phlebotomia eius, nam sub ea est neruus.	And it belongs to the phlebotomist that he should be on his guard against phlebotomy of him, for under it is a nerve.
Si ergo addit in punctura phlebotomi, et inuenit neruum, accidit in ea stupor, et difficilis fit sanatio eius, et fortasse non sanatur penitus.	But if he adds anything to the piercing of the phlebotomy, and finds a nerve, there occurs in it an stupor, and a difficult cure is made, and perhaps a thorough cure does not take place.
Et iste neruus multotiens apparet sensui.	And this nerve often appears to the sense.
Si autem occultatur in quibusdam hominibus, et est subtilis, et non ostenditur: tunc oportet ut ponas phlebotomiam tuam qua eam phlebotomas, sectionem cum Alnesil, et deuita neruum cum fortitudine tua.	But if it is concealed in some men, and is subtle, and does not show itself: then you should put your phlebotomy so that the phlebotomist may make a section with the Alnesil, and remove the nerves with your strength.
Quod si uena est inter duos neruos, tunc finde uenam in longitudine.	That if the vein is between two nerves, then find the vein in its length.
¶ De uena Cephalica.	Of the cerebral vein.
Phlebotomiae autem uenae Cephalicae iuuamentum est, quia attrahit sanguinem ex capite, et confert ad aegritudines oculorum.	But the phlebotomy of the cerebral vein is a remedy, for it draws blood from the head, and is applied to the diseases of the eyes.
Et oportet in hac uena proprie, si uis, ut phlebotomes eam pungendo cum phlebotomo oliuari, aut cum phlebotomo myrtino: quoniam est saluior uenarum omnium, quoniam non est subea arteria, neque neruus.	And it is necessary in this vein to use an oil-phlebotomy, or a myrrh-phlebotomy, for it is salutary for all veins, because it is not under an artery, nor a nerve.
Verumtamen conuenit tibi apud phlebotomiam, ut deuites cum phlebotomo caput lacerti tantum, et quaeras locum leniorem: et non nocet ei, si non inuenitur cum percussione prima, ut iteretur super eam cum phlebotomia aliquotiens.	Yet it is fitting that you should go to the phlebotomist's house, so that you may have the head lacerated only, and inquire about a milder place; and it does no harm to him, unless it is discovered upon his body with a first punch, so that he may return to it from time to time with phlebotomy.
Verumtamen fortasse apostematur in quibusdam hominibus quando non phlebotomatur in percussione prima, sed non nocet ei illud apostema in aliquo.	Yet perhaps you should avert your eyes from certain people when they are not phlebotomized in the first punch, but it does no harm to him if that aversion is in some measure.
¶ De utilitate Phlebotomiae, et cautelis in ea obseruandis.	On the Benefit of Phlebotomy and Care to be Taken with It.
Qualitas autem Phlebotomiae, et accidentia eius ex ea, in cuius rectificatione oportet te cogitare.	The Quality or Advantage of Phlebotomy, and the Consequences of It; by which You Should Take Thought for Correction.
Primum ergo illius est de quo oportet ut scias, quod phlebotomia non administratur, nisi in conseruatione sanitatis, et perseuerantia eius, et cautela ab aduentu aegritudinum.	Then first of all you should know that phlebotomy is not performed except for the preservation of health, and its perseverance, and the care to avoid any illness.
Et ut fiat phlebotomia in una uenarum trium quae sunt in cubito, scilicet Cephalica, et Fusca, et Basilica.	And so that phlebotomy may be performed on one of the three which are in a bed, namely the Cephalica, and the Fusca, and the Basilica.
Et ut fiat phlebotomia in principio Veris super ieiunium, in uere, et aestate: et autumno, et hyeme post comestionem, quando apparent significationes repletionis.	And so that phlebotomy may be performed at the beginning of spring on a fast, and during the summer, and autumn after a meal, when there are signs of fullness.
