Praefatio.	Preamble.
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And indeed the cuna-board is to be set from wood according to the length of the thigh, and placed therein so that it may preserve itself from motion.
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	And indeed you must do this much, that you make the break when it is a proper fracture.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Then consider the thigh day by day, and with great care watch it carefully for any swelling, or inflammation, or anything else.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	But if anything happens to it, then oppose it to it as much as is needed until it heals, if God wills.
De fractura ossium Pedis, et Digitorum.	Of the fracture of the bones of the foot and the fingers.
Caput XVIII.	Chapter XVIII.
Calcaneo quidem non accidit fractura penitus.	The heel bone does not have a fracture in the center.
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	But the bones of the foot do happen sometimes when there is a fracture, and the fingers also happen sometimes when there is a fracture; but they do not happen to them unless it is from overuse in many situations.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	If it happens to the bones of the foot and you see those bones slip over each other when you walk, then let the sick person put his or her foot on the ground prepared, like a walker.
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Then stand you, and place your foot on that which lifts itself from those bones; then press, or trample it; and make it even, until it returns to its place.
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Then put a splint on, and wrap it up; and place under the thigh a thin board which has two flat heads.
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Then tighten it with a tight strap when you wrap it, and with anything else that is needed; and release it gradually as the leg gets better.
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	But after three or four days have passed, then loosen the ligaments.
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	For you will find bones that are even, or if they are fractured, or out of place.
Operatio ergo in eis est, sicut uides.	Then the operation on them is as follows, as you see it.
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	But if some of the fingers are broken, then restore them, and make even the others according to what I have told you in the restoration of finger bones of the hand.
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Then take your finger and make a splint according to the length of that finger, and make it wide enough: then place this plate under the foot as I told you, and tighten it well.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	If, however, what is broken is made up of two or three or more bones, then place a splint over the whole length of the finger, wrapped in a linen cloth: and fasten the plate to the foot below: and let it stand on one head of the table outside the navel of the foot, so that it holds well with retention.
Et conuenit tibi, ut non obliuiscaris, quin consideres omnia quae dixi tibi in reliquis fracturis ex accidentibus quae diximus: et oppone omni accidenti cum eo quod oportet.	And it will be for you to remember, so that you do not forget, all that I have told you about the other broken bones from the accidents which we mentioned: and oppose every accident with it as much as is necessary.
¶ De fractura Vuluae mulieris, et ossis pectinis, et uirgae uiri.	Regarding the fracture of a woman's pelvis, and of the ribs, and of a man's thigh-bone.
Caput XIX.	Chapter XIX.
Quando frangitur Vulua mulieris, tunc fac eam sedere quadratam.	When the pelvic bone is broken, then make her sit square.
Deinde inclina eam ad partem dorsi ipsius parumper, et teneatur retro.	Then lean her back a little towards the side of her spine, and let her be held from behind.
Deinde impleat obstetrix Vuluam eius coto, donec impleat eam: et fiat in Vulua ex eo sicut sphera.	Then fill the woman' pelvis with cotton until she is filled: and let her be made round in the pelvis from that.
Deinde concutiatur mulier, et eleua dorsum eius paulatim.	Then the woman should be raised, and her back should be raised little by little.
Illud enim cotum egreditur, donec fiat ante portam Vuluae sicut sphera, et os fractum redit.	For this cotton will come out, until it is in front of the woman' door like a ball, and the broken jaw will return.
Deinde pone puluillum super dorsum eius.	Then place a little pillow on her back.
Quando ergo uult mingere, remoueat cotum cum facilitate, deinde mingat: et reduc ipsum secundum modum, quo intromisisti ipsum in primis: deinde redeat ad puluillum suum primum.	But when she wants to urinate, the cotton will move easily with ease, and then she will urinate: and reduce it according to the way in which you put it in at first: and then bring it back to her little pillow again.
Faciat illud septem diebus, aut circiter, os ipsum enim restauratur.	Let it be for seven days, or about, for the jaw itself will be restored: for this bone itself will be healed.
Et si uis, accipe uesicam ouis, et stringe super foramen eius cannulam arundinis, et intromitte uesicam totam in Vuluam eius.	And if you wish, take a piece of oak, and make it go through a hole with an awl, and put the whole oak into her pelvis.
Deinde suffla in cannulam cum uirtute, donec infletur uesica intra Vuluam, fractura enim redit.	Then blow into the tube with power, until the vessel bends within the cavity, for the fracture returns.
Deinde impleatur cum coto, et stet aliquot diebus, secundum quod narrauimus, donec sanetur.	Then fill it with cotton, and let it stand a few days, as we have told, until it is healed.
Et quando frangitur os Pectinis uiri, aut mulieris, tunc administra in restauratione eius, et ipsius aequatione illud quod narrauimus in osse Anchae.	And when the bone of the chest breaks for a man or woman, then administer to it what we have related in the restoration and adjustment of that which we have told concerning the bone of the breast.
