Praefatio.	Preamble.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And its restoration is such that one ligature is tied above the fracture, and another ligature is tied below the fracture.
Et infirmus prostretur super faciem suam.	And the sick person extends his hand on his face.
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	Then he should extend all the ligaments for their sides according to equality: and this is done when the fracture is in the middle of the bone.
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	If the fracture is near the root of the hip bone, then one ligature should be on the side of the pelvis so that it hangs down to the top: and another ligature should be below the fracture.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And in the same way, if the fracture is near the knee joint, then one ligature should be near the knee joint so that it hangs down to the bottom: and another ligature should be below the fracture.
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the doctor should make the two hands equal to each other until he has reduced them according to their natural form: and the bones should be joined by a good joint.
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	Then it is necessary that you put on plaster and tighten it, if a member does not happen to have an aposteme.
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	That if it should happen to have an aposteme: then let him dismiss himself for a few days, until the heat has seized it, and then return to your cure.
Strictura autem eius ita sit.	But tighten it so that it is like this.
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	It is necessary that you wrap him up tightly on the fracture, that is to say, tie him: and leave twice as much of it, or three times: and let remain from it what is superfluous.
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Then wrap the leg, until the foot has grown back at the root.
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	And introduce a long thread between the pelvis and the leg near the knee towards the bottom, and make the ends of the thread come from the upper part of the two members.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	Then tighten the leg and the pelvis so that what is superfluous comes out of the loop.
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	Then put on top of the pelvis in the place of the fracture the stars, and put from them one star on the bone of the leg.
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Then fill with dry leaves between the leg and the pelvis with soft leaves so that the tension is even.
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Then begin with the strong tension from the middle on three twists, or four.
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	And the more you lengthen it with a rope from the place of the fracture, your tension will be smaller and softer, and gentler.
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Then turn to both ends of the thread that you introduced between the pelvis and the leg.
Liga ergo cum utrisque tres astellas quae sunt desuper.	Tie it with the three stars that are above.
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Then turn the two ends of the thread towards the bottom, until you reach the toe of the foot.
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And tie both ends of the thread as well as the ends of the stars from the other side: so that the ligament does not move from its place.
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Then dismiss the tension on it while it remains like that so that there does not happen to a member corrosion, or an apostema, or an inflation, and similar things to it.
Quod si accidat aliquid ex illo.	That if anything should happen from it.
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	Therefore, with respect to his solution, and adjust that which happened from there completely, as we have said many times.
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	But if a fragment of bone pricks the bone: then it is necessary, like that, if you can, to smooth out.
Et si non, finde super illud, et remoue illud: et cura cum eo cuius praecessit rememoratio, donec sanetur.	And if not, find on top of it, and move it: and take care with that which preceded it, until it heals.
Et quandoque stringitur haec fractura Coxae, praeter quod addantur ei astellae, sicut diximus in adiutorio et brachio.	And when this fracture is contracted in the hips, besides adding stars to it, as we have said in the leg and arm.
Verumtamen in restauratione eius taliter fracta, non accidit infirmo claudicatio.	However, in restoring it so that the broken one does not cause a limp.
Et si restauratur sola, praeter quod applicetur ei crus alterum, tunc necesse est, ut claudicet ille cuius est, semper.	And if restored alone, besides being applied to the other leg, then it is necessary that he who has it limps always.
Et scias, quod Coxa stringitur in quinquaginta diebus, uel additur parum, aut minuitur parum: totum illud est secundum diuersitatem complexionum, et reliquarum dispositionum.	And you should know that the hip is contracted in fifty days, or added a little, or shortened a little: all this is according to the diversity of complexions, and the remains of dispositions.
¶ De restauratione fracturae Rotulae genu.	Regarding the restoration of the fracture of the knuckle of the knee joint.
Caput XVI.	Chapter XVI.
Scias, quod Rotulae genu raro accidit fractura, sed accidit ei attritio multotiens.	You should know that the knuckle of the knee is rarely fractured, but it often occurs through wear and tear.
Si uero accidit ei fractura, tunc non nisi aut fissura, aut foramen in partibus suis.	But if it has occurred to him a fracture, then there is no doubt that it is either a crack or a hole in its parts.
Et est illud cum uulnere, et absque uulnere.	And it is like the wound and without the wound.
Et statur super illud totum cum sensu.	And he stands above all that with respect to sense.
