Praefatio.	Premise.
Nam si uides manus eius iam mollificatas, et stupefactas, et mortuas: et non potest mouere eas, neque extendere eas, neque constringere eas: et quando constringis eas cum digitis tuis, et pungis eas cum acu, non sentit illud, et non sentit in eis dolorem: tunc scias, quia non sanatur, et in pluribus dispositionibus est mortale.	For if you see his hands already softened, and stupefied, and dead: and cannot be moved or stretched or squeezed, and when you pinch them with your fingers and prick them with a needle, he does not feel it, and does not feel pain in them: then you should know that he is not healed, and he is mortal in many respects.
Quod si mouet eas, et sentit in eis constrictionem cum digitis et puncturam: tunc scias, quia nucha ossis salua est, et quod infirmus sanabitur cum curatione.	If he can move them and feels the pinching with fingers and the prick with a needle: then you should know that the bones of his neck are healed, and that the sick one will recover with treatment.
Quod si eueniat Spondilibus dorsi simile illius, et uis scire, an sanetur etiam, an non: tunc considera ad pedes eius: tunc si uides quod mollificati sunt, et accidit in eis illud quod accidit in manibus: deinde quando iacet super dorsum suum, egreditur uentositas et egestio absque uoluntate: et quando resupinatur super uentrem suum, egreditur egestio sine uoluntate: et quando resupinatur super dorsum suum, et uult mingere, et non potest: tunc scias, quia est mortale.	If his spine in the back is similar to that, and you want to know if it has healed as well, or not: then look at his feet: if you see that they are softened, and the same happens to them as happened to his hands: then when he lies on his back, he moves about and sits without wanting to: but when he bends forward over his belly, he does so with a will: and when he bends backward over his back, he wants to drink, but cannot: then you should know that it is mortal.
Non ergo labores in curatione eius.	And so I do not neglect his work in the cure.
Si uero non accidit ei aliquid ex illo, res est leuior.	But if nothing of that happens to him, then it is a lighter matter.
Et curatio eius quod accidit ex illo est, ut coneris sedationem apostematis calidi: ita, ut ponas super Spondilem attritam oleum rosatum solum: aut cum uitellis oui assati.	And the cure of him that happens from that is, as you seek to calm the inflammation with hot oil: so that you put on top of the broken skin only rosin oil: or when you wash off sweat.
Pone super ipsam illud aliquotiens in die, donec quando sedatur apostema calidum: tum pone super locum unum ex emplastris confortantibus, exiccantibus, et stringe super ipsum cum ligamento: et praecipe infirmo, ut utatur quiete et tranquillitate.	Place over that sometimes a little in the day, until it is calmed down by the inflammation: and then place over the spot one of the comforting plasters, drying up, and tightly tied over it with a ligament: and order the sick person to use rest and peace.
Nec dormiat super partem cum qua inuenit dolorem, donec sanetur.	And let him not sleep on that side where he feels pain, until it is healed.
Quod si accidit apud attritionem ossis sathaiatum, aut aliquid quod iam separatum fit ex eo: tunc oportet, ut seces super cutem, et auferas illud.	That if something happens to the separation of a bone, or anything that has already separated from it: then you should let it rest on the skin, and take away it off.
Deinde aggrega duo labia uulneris, si est magnum, cum sutura.	Then bind together with two pieces of flesh, if it is large, with a stitch.
Deinde cura ipsum cum aliquo incarnatiuo, ex unguentis, donec sanetur.	Then care for the person with some ointment, from a balm, until he is healed.
Si uero frangitur postremum ossis alhausos, et est finis caudae: tunc oportet, ut intromittas pollicem manus sinistrae in anum, et aeques os fractum manu altera, secundum quod possibile est, et secunda aequatione.	But if finally a bone is broken and the end of it is cut off: then you should put the thumb of the left hand into the joint, and with the right hand, as well as possible, and the second by equalization.
Deinde pone super ipsum, et aufer ipsum: et cura uulnus cum curatione quae praecessit, donec sanetur.	Then place over it, and take it off: and care for the wound with the cure that preceded it, until it is healed.
¶ De restauratione Anchae.	Of restoring Achaeans.
Caput XI.	Chapter XI.
Raro franguntur ossa Ancharum.	Rarely do the bones of the Achaeans break.
Quod si franguntur, tunc fractura eorum non est, nisi comminutio in extremitatibus ipsorum: et scinduntur in longitudine, et declinantur ad interiora: et accidit infirmo dolor in loco, et punctura: et stupescit crus quod frangitur.	If they break, then their fracture is not, unless it is separated at the ends of them: and they split down the middle, and decline towards the insides: and it happens to the person that there is pain in the spot, and a bruise: and it makes the leg that it breaks.
Et restauratio quidem eius est, ut extendas manum tuam super ipsum, donec stes super fracturam qualiter est figura eius.	And the restoration of it is, as you stretch your hand over it, until you are standing over the fracture, which is like a figure.
Quod si fractura est in extremitatibus eius tantum, tunc aequa illam fracturam, secundum quod praeparatur tibi ex aequatione, donec assimiletur figurae suae naturali.	If it is a fracture at the ends only, then make that fracture equal, according to how you are prepared from equality, until it resembles its natural figure.
Si autem fractura est in longitudine, aut iam declinat ad interiora: tunc fac iacere infirmum super uentrem suum, donec praeparetur tibi restauratio illius fracturae.	But if the fracture is along its length or has already turned inward towards the inside: then let the sick person lie on his/her stomach until you are ready to restore that fracture.
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	When you have made that equal, place an emplastrum on it: then place a wooden or leather splint on top of it, and tighten the tightening more than you fear the displacement of the fracture, and do not remove the splint.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And when that equalization has been made with him so that it is filled, until he gets it by the tightening according to the equality: and order the sick person, so that he sleeps on his back or on his healthy side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	But if that hot swelling has occurred to him: then discontinue the extension of it, and its restoration until it subsides: and place on top of it what he sits, according to how it preceded, then return to its restoration: and tighten him as is necessary.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	But if it has happened in the bone, or it has broken, extract it.
¶ De restauratione fracturae Adiutorii.	 Restoration of a fracture: Assistant.
Caput XII.	Chapter 12.
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The assistant is that which is between the chin to the head of the spoon.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If it is broken, then its restoration is according to two ways.
