Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	Moreover, if the fracture is in the long [bone] or that which already declines to the separated parts, then you make the patient lie on their stomach so that it is prepared for you, the restoration of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then when you have bound it, put a plaster on it, and place on that a splint of wood or of leather, and tighten with a bandage over which you do not fear puncture of fracture nor movement of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Engage the cavity with what fills it so that it takes the stricture according to equality, and command the patient to sleep on their side or over the side of the bed.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	If the abscess bursts, then cease the extension of it and its restoration until the abscess is sedated, and place on it what will calm it according to what has been previously said; and then return to the restoration of it, and strengthen it in this way as is suitable.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if it happens in the hollow bones or they are comminuted, then cease the treatments.
Capitol .xi.	Chapter 11.
De restauracio de la fractura del adjutori.	On the restoration of the fracture of the helper/ assistant (or possibly "of the joint").
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The helper/joint is what is between the elbow and the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, then the restoration of it is in one of two manners, of which one is that you take a wooden splint according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And let there be two ligaments in the two extremities, and then let it be suspended from an elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And let the patient sit on a chair; and then put the broken arm outside on the splint so that it reaches to the end of it, in the middle place where the curvature of the splint is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And then suspend the affected limb above the heavy cause, or let the minister extend it to the parts of the hips; and then the doctor should check the fracture with the adjacent hands together, until the fracture returns to its proper place.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other method is that the patient should be lifted above the nape of the neck and the hand of the doctor's assistant should be suspended with a bandage; and then command two ministers that one of them should hold what is above the fracture with their hands; and the other should hold the pus from the wound; and each of them should extend to their respective part.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, then pull with a bandage on the fracture and also on that one with another bandage, and each of the two ministers should extend to both their respective parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And thus if the fracture is near the extremity of the muscle, it is proper that one half of the bandage should be placed on the cilic and the other behind the fracture towards the elbow.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And similarly if the fracture is near the elbow, it is proper that the bandage should be placed on that location and also above the elbow.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Wrap that one with ease and effort, and then as soon as it is wrapped as it is proper and applied with good application, then pull it tight if there isn't an abscessed cut.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	More often if there is an aposteme abscess, then put a strict bandage around the place for eight days, and apply to it a woolen cloth soaked in warm oil and rosewater so that the abscess bursts, and then you will strengthen that area.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the method of strengthening that area is to put a plaster on the fracture, and then apply a wrapping of new cloth over the plaster; and then adjust the arm over that support, and place your hand opened over the shoulder muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And put the cloth and strengthen it around the support of the arm so that the arm is in place of splints, if not prohibited by some cause of the broken bone.
