Ayssi comensan las paraulas de Albucasim .	Thus they begin with the teachings of Albucasim.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The benefit of phlebotomy on the cephalic vein is that it draws out the blood from the head and comforts the ailments of the eyes.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And consider this specially, if you want to perform phlebotomy with an olive stick or myrtle stick; for it is the safest of all veins, since there are neither arteries nor nerves.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	It is more advisable for you to perform phlebotomy that you be careful with the lancet so as not to puncture only the head of the vessel, and seek the easiest location, and do not touch it unless it has been confirmed by the primary percussion that there are some emptinesses in that area where the phlebotomy is being performed.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	Moreover, it often happens to some men that when they are not subjected to phlebotomy in the primary percussion, there is no touching of that abscess.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	But the quality of the phlebotomy of that one and its accidents are so many, in which you should consider their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first thing you should know is that phlebotomy is not administered except in conservation of health and for hope of it and caution of the occurrence of ailments, and that phlebotomy should be performed on one of the veins that are in the arm, namely: cephalic, median and basilica; and that phlebotomy should be done at the beginning of spring, on an empty stomach in spring and autumn, and in winter after eating, when there appear signs of repletion.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And let a phlebotomy be done on the third day or first hour after three hours have passed from the beginning of the journey.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	The more phlebotomy is administered, the more it causes convenience and necessity for that, either at night or during the day, at all hours and at all times.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it is known that if a child is under 14 years old, and a pregnant woman should not be phlebotomized until the fourth month or seventh, and the elderly should not be phlebotomized who have already passed 61 years.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And when someone wishes to be phlebotomized in any manner, it is known that one must cleanse the intestines beforehand with a flebotomy or an enema, if there is retained fecal matter, so that the veins do not attract the superfluities during the phlebotomy of the intestines, which are purified, and so that they do not reach the principal members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And those who are nauseous, or have diarrhea, or a craving, nor should they be phlebotomized if they have a disease or a fever until it has been reduced in them, nor those with dropsy, and more so because phlebotomy is to be avoided near colic pain and vomiting, and abdominal discomfort, and multiplication of cough and fatigue and exercise of fasting or vigils and all causes that dissolve virtue, either corporal or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And then consider in subtlety of humors if the blood is thick with food and drinks, and with medicines if it is possible for that person.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And then enter into a bath if some cause does not prohibit it, or it is excited by some exercise so that the blood is thinned.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And perform the phlebotomy on them in the vein of the arm, around the third hour of the day, as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And it is necessary that the arm of that person be protected on that day from all bad animal accidents, as well as anxiety, anger, fear, and all bodily accidents, such as turmoil and excessive grief and concern for them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And in their presence, make the causes known through the use of that which customarily belongs to men with aromatics and fragrance and with balms and similar things according to the quantity of possibility.
