Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	But if one of the two parts of it is broken, then you should introduce the small finger into the nostril, and bind that fracture inside with the tied bandage, and outside with the bandage in front, until the nose returns to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And let this be done by you with ease, and beware that you do not cause harm to the patient during your operation.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the break is in the uppermost part of the nose, and the finger does not reach it, then you should cut at the extremity of the thread on which the dressing is applied.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you make the likeness of that.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And try to restore it on the first day of the fracture, if possible; and if not, then apply the vinegar or ten of them to the rest of the abscess's cauterization.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And insert into the extremity of the nose a thread of linen cloth, if the fracture is in one piece, or put two small tubes, if the fracture is in two pieces, and let it be in the tube the thickness of as much quantity that fills the hole of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And some of the ancient restorers said that the tubes should be wrapped in leather, and should be changed every day, but it is not seen by me; however I have seen that the thread should be wrapped in a plaster made with powdered mummy; and then lay the tube so that the bone is held firm and the cartilage is hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And some wadded things are inserted into the nose, in place of a tube, that is to say a cotton plug wrapped in linen cloth; and it should be that you have the fracture of the nose with vehement movement and that the patient is not prohibited from breathing.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	And this cause is not necessary to you; and if you want, do this, and if you want, do tubes.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if there's an accidental wound with a postulated abscess, apply a plaster to the nose with wax or a cloth soaked in warm oil and rosewater, or on the opposite side.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if it doesn't develop into an abscessed wound, then it is advisable to plaster the aforementioned area with flour of chickpeas and powder of dried roses mixed with egg whites; and apply this on the ulcer, and do not put anything on the nose for any reason.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the nasal bones are fractured with a small break or are comminuted, then it is advisable to cut into those, and extract those with an instrument suitable for that purpose; and sew the gash, and cure it with something that nourishes and consolidates, and apply plasters suited to that.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if there's an accidental wound inside the nose, then it is advisable to cure that with warm poultices and administer lead tubes until it is completely healed.
Capitol .iiii.	Chapter 3.
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the break is not with a wound, consider then if the fracture is only superficial, and not broken into two pieces, and curved to the inner partitions, then its treatment is easier.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And then, if the fracture is on the right side, you should insert your left index finger into the patient's mouth; and likewise if the fracture is on the left jaw, then insert the right index finger; and press with that finger the curvature of the fracture gently to facilitate the separation of the parts, with one hand on the outer part of the jaw and the other hand on the inner part of the fractured bone; and decently move that one.
