Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	If bloodletting is necessary for an illness or a continuous condition, it should be done at the beginning and end of each month, and at its midpoint and at any other time that seems appropriate.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The cause of this is that in men, the blood becomes concentrated in those who require frequent bloodletting and find it difficult, and they suffer from swelling and hardness in their heads and necks, and from redness and heat on their faces and heads and eyes; and they experience pressure on their faces and foreheads and darkness and weakness in their feet; and they leak the place of their bloodletting; and their laughter is increased; and they taste blood in their mouths, or their tongues are swollen and spittle mixed with blood; and their sleep is increased, and some suffer from hot blood during sleep, with pain, antics, plagues, and other similar causes.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And therefore when, for any cause of those (conditions), and especially if it is in the third or middle of the month, you find that a venting must be done rather than waiting two or three hours past the day.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And an immediate venting of the neck is when it imparts gravity to the head and what sinks into the shoulders; more importantly, this is a proper evacuation for the whole body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	And this venting is at the site of phlebotomy of the cephalic vein.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And it is not advisable to use that which is of foul composition or in which catarrh is present, as it causes great harm to that part.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And for this reason, one should not use those vessels, especially in the heads where the maladies are confined.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May he who is continuously pressing on it be relieved; and for this reason, make sure that you order the windbag holder to place his hand lightly on the parts where the pressure has subsided, lest relaxation lead to a recurrence.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	The use of the windbag (ventozacio) on the chest is an alternative to phlebotomy of the small vein (vena fusca) and the basilic: it aids in asthma, relaxes constricted airways and cuts through air movement obstructions, as well as helping cough and congestion.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And be aware that the windbag should not be pressed too hard on the chest, for if it remains in place for too long, it causes weakness in the body and stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the windbag applied to the head helps with accidental pains in the head and eye, migraines, and toothache; it is an alternative to phlebotomy of the basilic vein.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And beware that you command the fan (or bellows) handler not to press his hand into the scarification so as not to pierce the artery and cause flow of blood.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	The fan (or bellows) can also be used to provide comfort to the mouth, and to clean corruption of the gums, and to resemble the conditions of illness in the mouth, taking the place of phlebotomy of the alien substances that are in both lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	But the fan used over both palms provides warmth, which is achieved by reflection of heat.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the fan used inside the two hollows provides immediate relief from phlebotomy of three veins, namely the basilic, femoral, and cephalica, as it draws blood from all those manual veins in the flesh, as well as from the smaller veins of the other, larger veins, to achieve the attraction to the three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And instruct the bellows handler not to blow too strongly during scarification, as the area is already devoid of flesh, leaving only nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And it is a bellows used to blow over wounds and apply treatment to hemorrhoids in the anus and to pus-filled ulcers.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And you should instruct the bellows handler to use a strong bellows, made of iron, as the area requires firm pressure; and its powerful but gentle blows should be used for scarification.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	But the bellows from the legs should be reduced in size for delicate treatments, as they draw blood from throughout the body, providing relief from old pain in the joints and kidneys, and from the bladder; they induce menstruation and provide relief from breathlessness and coughing; and they serve in place of phlebotomy for two veins, and for binding and incising, and for two pins.
