Praefatio.	A preface.
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	And if the larger bone is broken, it turns inward; and it's from those that are not hidden to you.
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then he administers extension, and equality, and tying of the star-shaped bones equally.
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	But nevertheless it is necessary, if the fracture of the knee is a foul one, with many sewn-together parts: so that there be less extension and more gentle loosening for you.
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the knee itself there is something done over the arm: and it is, as when you equate the star-shaped bones, and complete your entire operation, then take two bands from pine wood, which are used in the making of the solar-like structures that are placed under the tables: and they are made from palm leaf strips: and choose among them those with small thicknesses, and not thin ones: and let their length be according to the length of the knee from the knee to below.
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then cover each one with a cloth two folds according to its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	And place one side of the knee from the first joint, and the other side from the second joint: and they should be from the knee to the lower end of the foot.
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then tie two ligatures in three places from both extremities and the middle.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	Since the tie is forbidden, let him turn to the right and left, and stand in a good position.
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And also the cradle is to be made from wood according to the length of the thigh, and it is placed on him so that he can preserve himself from movement.
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	And it is very much needed that you should make that in a fracture when there is a proper wound.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Then observe the wound every day, and study with him on all the last studies, or retraction, or remaining things.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	If then something happens from those things, then oppose it to him with what is fitting, until he is healed, if God wills.
De fractura ossium Pedis, et Digitorum.	Of fractures of the bone of the foot and fingers.
Caput XVIII.	Chapter XVIII.
Calcaneo quidem non accidit fractura penitus.	The calcaneum is not subject to a complete fracture.
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	But the bone of the foot is subject to fracture sometimes, and the fingers a little also to fracture: and it does not happen to them except for wear in many positions.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	If it happens that there is a fracture of the bone of the foot and you see those bones rising above the ankle joint, then he places his sick foot on prepared earth as if he were walking.
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Then stand you, and place your foot on that which is lifted up from those bones: afterwards press it, or put his heel upon it: and hold it even until he returns to its places.
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Then place the plaster and a shoe on top of it: and put under the foot of the foot a small table with two flat heads.
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Then bind it with the Pedestry with a modest binding, after you have wrapped it with linen, and leave what is needed.
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	When therefore four days, or four, have passed by him, then release the bandage.
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	For you should feel if there are evenly shaped bones, or broken, or disjointed.
Operatio ergo in eis est, sicut uides.	The operation is therefore as you see.
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	If some of the fingers are broken, then restore them, and make them even according to what I told you about restoring the fingers of the hand.
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Then place the star on your finger according to the length of the finger, and make it a little wider than that for a while; then put under this Pedestry table which I told you about, and bind it with a modest binding.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	If, however, the fracture is from two or three bones, or more, then place over every finger a star of its own size, wrapped in linen cloth: and bind the table on lower Pedestry: and let it stand upright over one corner of the table outside the foot, holding it fast with good retention.
Et conuenit tibi, ut non obliuiscaris, quin consideres omnia quae dixi tibi in reliquis fracturis ex accidentibus quae diximus: et oppone omni accidenti cum eo quod oportet.	And it is fitting that you do not forget, but rather consider all the things I told you about when treating fractures from accidents which we discussed: and oppose every injury to what should be done.
¶ De fractura Vuluae mulieris, et ossis pectinis, et uirgae uiri.	¶ Concerning the fracture of a woman's uterus and breastbone and man's thigh bone.
Caput XIX.	Chapter XIX.
Quando frangitur Vulua mulieris, tunc fac eam sedere quadratam.	When a woman's uterus is broken, then make her sit on a square.
Deinde inclina eam ad partem dorsi ipsius parumper, et teneatur retro.	Then incline her towards the back of his own spine for a while, and hold him behind.
