Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You should know that the elbow joint is dislocated due to difficulty and similarly returns with difficulty; it's dislocated in all directions, but mostly towards the front and back. The dislocation of it is not revealed by you when you press or touch those places according to which figure it is dislocated. When you adjust the dislocated elbow, this is clearly declared to you, as the joint is concave and cannot bend the arm, nor touch with that its muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And when you touch them, reduce the dislocation as soon as it reaches his boil point; if it reaches his boil point, it's difficult to reduce him, and he is not fully healed. Especially when it's towards the back part, which is worse than all other types of dislocation, and has more pain, and hot baths lead to death for that one.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of him, when it is that which can be reduced, is that his hand should be extended between two assistants, and his arm expanded, and the doctor's hands are on his elbow and him, and you push the joint with the heels of his assistant's feet or inside the palm of his hand until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	If the dislocation is in front of the parts, then returns this way that bends the hand to his own hand, while hitting the elbow inside the palm's edge.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not submit to reduction, then administer strong extension and powerful force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And this is that two assistants extend the arm, and have those aids in such a way that they are not overwhelmed by the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then rotate his arm around all parts; because it is wrapped in a folded long cloth over his hand or ligament.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with his hand, apply some oil to that so as those causes which help in lubrication of the joint are facilitated; and then force the joint with strong pressure until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And when the reduction is done, you should place him on that plaster in which stiffness and movement are facilitated by egg white, and extended with tight bandage; his arm should be suspended from the neck, and left for some days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then should be released; and if the joint is formed in its place, then you release his ligament and leave him.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not strengthened, then you repeat the plaster and ligament, and leave him for some days until they are hardened; and then release it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	If there is severe healing near the joint reduction and his position is in movement, then you should apply moisturization in bath and subtle friction, as well as compression, until it's relieved; or place him on top of the joint for a while, which is the fatty part of his thigh; then bind him and leave him over bone throughout the day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And take that one out, and put it in the bath; and when it becomes soft, then you rub the joint with a warm friction, and repeatedly apply this medicine on that spot, which is its natural remedy, once or twice, and the third time, and so on.
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	Corruption has already spread within the liver's substance, within its limits.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want, place over that wet and scraped opening on the flesh; and do this for several times, until that part is moistened and returns to its position.
Capitol .xxviii.	Chapter XXVIII.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	For the treatment of subluxation of the elbow, it's about the joint that is between the arm and the hand.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	In some cases, the hand is partially dislocated, and the reduction of this dislocation is easy. Contrary to other joints, however, it's more important that there be speed in the reduction when it happens, before the site gets swollen or a boil occurs.
