Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
Mays en la curacio de lu quan es dislocat segon compliment, cove que fasses cezer le malaute dreyt, e tengua aquel un ministre fort e valent de la partida detras del dos de aquel en le mieg loc de lu.	When treating an ankle that has been dislocated due to inversion, you should make the patient lie straight and have a strong, brave assistant place their hand behind the patient's foot at the middle of their ankle.
E aprop te tu am la tieua ma dreyta le pe de la pus sobirana part, e am la tua ma sinistra de la part pus dejos del pe en le loc de la cavilha.	And then you hold your right hand under the top of the patient's foot, and with your left hand behind the lower part of the foot at the ankle area.
E aprop atira le pe a tu am la tua ma dreyta, e aprop am la sinistra per dos veguadas, e aprop exten am la sinistra; e empelleys le pietz del pe am la dreyta deves la camba ses trebalh.	And then pull the foot towards you with your right hand, and guide it with your left hand in two stages, and extend your left side; and push the patient's feet to the right where their elbow should be.
E fay aquo doas veguadas segon que havem comtat.	And perform these two stages as we have discussed.
E aprop empelleys le pietz del pe a la camba la tersa veguada, e tu es a la cavilha.	And then push the patient's feet towards their elbow in the third stage, and you are at the ankle region.
Donc si retorna en una veguada o en dos segon aquesta manieyra, e si vezes le pe engualhat, es bo; e sino, lahoras sobre lu itera la operacio, quar aquel retorna.	So if it returns in one or two stages following this manner, and if you notice the foot evenly aligned, it's good; otherwise, then on that condition, perform the operation again, which is what returns.
Mays si a tu es prohibida la reduccio de lu am aquo que havem recomtat, lahoras fay jaser le malaute sobre le sieu dos sobre terra, e estrenh un paysel mot en terra fermat, e que caja entre las coyssas de lu, e tu ja has envolopat sobre lu drap per so que no ledesca le malaute.	So if you are not able to reduce the condition of your patient as we have recommended, then make the assistant lie on their feet on the ground, place a pillow under them in solid earth, and sandwich them between their thighs. You should already wrap the bed around the patient so that they don't slip away.
E aprop le ministre de lu tengua las suas coyssas, e aprop autre ministre extenda le pe am las suas mas o am liament que lie sobre le col del pe; e aprop extenda aquel quascun ministre contre extencio del sieu par, e le payssel sia extant entre las coyssas del malaute retinent aquel, per so que·l cos de lu no sia atirat a las partidas dejos deves la sua extencio.	And then the attendant should hold his thighs for him, and have another assistant extend their foot against the extension of his leg or under the shoulder if there is something lying on the chest; and guide each person so they are extended against the extension of their partner's limb, and the pillow stays between the attendant's thighs to prevent his body from being pulled towards the outer sides of his extended limbs.
E aprop le metge enguala la dislocacio am las sieuas mas, e autre ministre tengua la coyssa sana a las partidas dejos, quar la dislocacio retorna am la facilitat.	And then the doctor equalizes the dislocation using his hands, and another assistant holds the healthy thigh on the outer side, where the dislocation returns with ease.
E donc cum retorna la dislocacio e es declarada a tu la sanetat de la reduccio de lu, lahoras pausa emplastre e extrenh aquela am liamentz fortment, e ligua le pe am liament a la camba.	And when the dislocation returns and you've been informed of the success of the reduction, then stop plastering and stretch that area strongly, and hold the foot against the ankle firmly.
E cove que temes o te guardes dels nervis les quals so detras sobre le talo, per que le liament sobre aquel no sia vehement e leda aquel fortment.	And if you fear or protect from the nerves that are behind on the ankle for which the muscle over it does not become vigorous and injure him strongly.
E aprop layssa aquel per dos dias o per tres; e si le liament es mollificat, extrenh aquel.	And then leave that area for two or three days; if the muscle is softened, stretch it again.
E aprop deslia aquel en le ters dia o en le quart, e prohibeys le malaute de anament per xl dias.	And then relax that part on the third day or fourth; and prohibit the patient from walking for 40 days.
Mays si es forsat de anar denant aquel spazi, no es fayta segurtat que la dislocacio no sia sobre lu dissolvuda e corrumpuda, e aprop aquo que no recipia curacio.	So if it is forced to go before that space, there should be assurance that the dislocation has not dissolved and corrupted over time; otherwise, do not let anything that cannot receive treatment happen.
E si accideys a lu apostema caut, lahoras cove que tu aministre en la cedacio de lu aquo en lo qual precedic la nostra narracio, en autre loc de curacio e de embrocacio, entro que sia remauguda.	And if it happens that there is an abscess in the process, then you should take care to administer according to what we have detailed in our previous account, in another location of healing and treatment, until it has healed.
Capitol .xxxiiii.	Chapter XXXIV.
De curacio de dislocacio dels ditz dels pes.	On the treatment of dislocations of the feet' fingers.
Cove que aquel qu’es dislocat sia engualhat am pauca extencio ses trebal; e aquo que no es dificil, abantz es leugier.	Adjust that which is dislocated by a slight extension of several degrees; and that which isn't difficult, before it becomes easier.
Mays si la dislocacio es en alcus nozes del dos del pe, lahoras cove que fassas cezer le malaute le sieu pe sobre loc engual de la terra o sobre taula, e sia estant ayssi cum si anava.	Maybe if the dislocation is in any heel bones of one's foot, then adjust so that the patient lifts their foot onto a level surface or on a table, and be standing as if walking.
E aprop tu sta de pes, e pausa le tieu pe sobre aquo que imineys de las juncturas, e aprop calca aquel am le tieu pe am vertut entro que retorne, e que vejas aquel ja engualhat e no aparesca en le loc eminencia.	And then stand on your foot, place your hand on what is under the joints, and apply pressure with your foot with force so that it returns, and you see it already adjusted not appearing in the elevated location.
