Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And as for the person to whom you have caused dislocation at their back parts, it is a sign that they do not expand this area anymore, nor can they double up against what doubles their swelling. Their intestine is shorter than the other one's, and their swelling is relieved, the tip of the thigh is where you should address this issue.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	A possible reduction of this dislocation is what you should consider. If the dislocation is old and long-standing, then, when addressing your patient for treatment, you may proceed with reducing their condition according to their situation, not considering it as a complete cure; therefore, there's no need to think that in this treatment alone, everything will be fixed.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	For the one where dislocation is recent and belongs to one of the four types of dislocation, then you should guide your effort towards reversing the joint and extending it both internally and externally. Move it to the right and left sides where it returns to its normal position without needing any other treatment.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	If it doesn't return in this manner, then you should prepare to apply force and extend the patient's intestine from its side or over their chest, or directly on where it is protruding; another should spread their hand above this so that their fingers come into contact with them. And reinforce by pressing tightly at the junction of the thigh, while having another hold onto the extremity of the ligament firmly and steadily.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And whether it is an extension of the patient or of the internal part towards the swelling on the sternum partition, or of the back part to the partition at the second rib.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And when all these extensions are done in one go, so that the patient is lifted up to their earth-based body height and hangs down.
E aquesta specia de extencio es specia cominal a totas quatre.	And this type of extension is common for all four kinds.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And so if the dislocation returns as we have said, it's good; and otherwise, then for every kind of treatment that you should consider on your own.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In your own reduction, when dislocated internally, the patient should be tilted back onto their left side. Then place the ligaments on the junction of the thigh where they are located between the knee and the area that leads to swelling; then extend the ligament from the side opposite the swelling towards the other partition of the sternum.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And then another should firmly take hold of the patient's arms. Tighten up on the large area of the thigh, and extend the parts outward with strong extension until that returns to its place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	And this kind is of lighter treatment compared to other types, in which this member is reduced.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	And if you are excused from following this method of treatment for all these kinds, then you should have the two feet of the patient lying at the same time on a strong ligament, gently and firmly, on both heels and both ankles.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And the length of each is by quantity of four inches. And the thigh extends more than the other by a quantity of two inches.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And so the patient should be suspended from the head of the spine, and in their right hand. And the length of the earth's part is the quantity of two arms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And so command a strong youth to pinch the top of the thigh, and have them suspended by another youth's thigh, and the other youth to pinch the thing with such force that it returns at speed to its place.
