Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And the youth of neck ventilation is that when it progresses in severity in the head and to what settles in the breaths; may it be that this corresponds to an evacuation of the whole body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	And this type of bleeding is at the site of bloodletting on the cephalic region.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And it is not written that one should use that which inflames or causes catarrh in him, as this can cause great harm.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And thus it is not appropriate to use that for the old people, and on their heads where illnesses occur.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May it be that for the one who is continuously over him, he experiences forgetfulness; thus it is wise to command the person doing ventilation to place his hand slightly under the suction cup at the points used, fearing the generation of forgetfulness.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	Ventilation with alcohol is at the site of bloodletting on the dark vein and the basilica: thus it causes asthma, constriction of airways, splitting of bile ducts, coughing, and fullness.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And it is wise to apply alcohol ventilation for a short time; if it is left on longer, it causes weakness in the body and in the stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the ventilation with almond oil causes headaches in the head and eye diseases, migraines, pre-fertility, and dental pain; this is done at the site of bloodletting on the basilic vein.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And it is wise to command the person doing ventilation not to press their hand on a cut so as not to puncture an artery and allow pus to flow.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	And leaving ventilation on the chin causes alcohol in the mouth, and decay of gum tissue, and symptoms similar to those diseases present in the mouth, and is done at the site of bloodletting on almond oil which is found on both lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	May the ventilation that is performed over both spatulas causes cataracts, which is done due to fullness of quality.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the ventilation over both parts inside the fire tools causes youth of bloodletting from three veins, which are the basilic vein, dark vein and cephalic vein. This one draws out pus from all those scattered veins present in the flesh, as well as those small veins within the larger veins where passage reaches the three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And command the person doing ventilation not to proceed in cutting, where the place is stripped of flesh, and leave his nerves and arteries untouched.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And this is an extraction on which it is extracted from anus, causing hemorrhoids of the anus and leaving ulcers with pus.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And it is wise to command the person doing ventilation that it be strong and made of iron, where the place requires intense drying; and for him to use subtle suction cups that are cut with cutting.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	May it be that the ventilation of the glands reduces them visibly, which draw out pus from the entire body and cause old chest pains, the womb, and bladder; they also induce menstruation, causing pain in the abdomen; this is done at the site of bloodletting on two sinuses, and aorta, and both armpits.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However, it weakens the entire body and causes fainting in adult males.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	From the suction cups, the doctors direct towards the young to the young at the suction areas of both sides.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	And the quality of the position of the suction cups is to place the cup at the beginning and let it work for a short time with early breathing, do not prolong the position of the suction cups, rather pause them lightly, remove them gradually, and have the fluids arrive at the spot in equal fashion.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And don't stop repeating this until you see the area already turn red and swell, and that the sign of the illness appears.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And then you scrape and gradually increase the breathing, and more importantly consider the disposition of the body.
