Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And be aware of the patient's forehead sweat, and pay attention to their body temperature without letting them cool down for a few days until they are healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	And if the pus does not stop, and you should not apply medicine to that situation; then you will have cut into the artery if it appears like that; where its extremity is constricted, and the pus extraction is complete; or take a break with cold compresses, and perform that (indicating bloodletting); take one strength and press it firmly on the vein area at the pulse point under the arm and powders in between the other day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And then if the pus has stopped, it's good; otherwise, treat that with the medicine that was previously indicated for remembering the site where the powder extracts pus.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And removing the pus of the patient is difficult in certain locations due to the small size of the wound and the possibility of the arm muscle.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	The method of bloodletting from the dark vein is performed on the top part of the head and at the back part of the body; hence it consists of branches from the basilic and head veins as we've said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And the one doing bloodletting should be aware that there might be a nerve in the site of the bloodletting; hence if they make their puncture and find the nerve, it could cause dizziness, making recovery difficult, and the person may not fully recover. This nerve appears as a feeling when touched by others; and for some people who hide this nerve and keep it subtle without showing it, be aware that you should pause bloodletting at the spot where you are using olive oil pricking, and avoid hitting the nerve with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then cut the vein along its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The purpose of head phlebotomy on the cephalic vein is to draw out the pain from the head and bring comfort to the limbs.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And do this precisely. If you want the blood to be drawn with an olive phlebotome or a myrtle phlebotome; what is saved from all veins, but not leaving your artery or nerve.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	However, you must know that with the phlebotomy, do not prick too far into the head of the lizard just like that, search for the spot where pus is slightly present, and don't touch it, if it's not caught during the first percussion which should be over a certain part in the phlebotomy on some occasions.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	However, in certain people, it is sufficient for an abscess to form without a phlebotomy during the first percussion, but do not touch that abscess.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	You should consider the quality of this phlebotomy and its consequences on the patient, in which you need to think about their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first rule is that you should know that phlebotomy can only be performed for the sake of health maintenance and patient's hope as well as caution against future limb issues. Phlebotomy should be conducted on one of these veins if they are in the groin: cephalic, dark, and basilic; and a phlebotomy should be done at the beginning of spring, after fasting in spring and autumn, and during winter near the time of eating, when there are noticeable signs of repletion.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And a phlebotomy should be done and leave for three hours after the first occurrence of pus during the day.
