Ayssi comensan las paraulas de Albucasim .	The surgeon's hands are on your legs to make sure the inflammation doesn't spread.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And if a patient's wound or injury is located in their legs, they are to be treated as one would treat a burn.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And if the patient has a broken bone or other ailments, the doctor should know how to treat them.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	Then apply a cushion to the affected area.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	When you are treating an injury on the foot, apply a bandage to the wound to protect it; this is how to heal the wounds in your gut and feet.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	And if it's necessary to cushion the palm of the hand, it is placed on the other body part.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	Then if the fracture is outside the body, you should place a cushion on the thighs, to keep the leg warm and prevent further displacement.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	And if the intestine is affected by the disease, or ailment, called gout, it can be treated with a poultice to draw out the pain in the feet, and another use a cushion on the foot.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	Mays es que la lesa engualhat, or in the case of a fracture in the other parts of the body, the rest of the leg are treated with a hot cautery.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	E consider the patient's recovery, and apply the other to the affected area if they are suffering from such ailments.
Capitol .xiv.	The fourteenth chapter will be read in the next chapter.
De restauracio de fractura del os de la coyssa.	For the restoration of the bone of the leg.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bones of the leg are broken, and they declare it to be gout based on the feeling in their feet.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The patient's body is positioned to avoid the pain of being burned by the hot cautery.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And then place his hand on their bones and another to hold them steady.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	When the doctors were called, they were ready to use their knowledge on the patient's legs, which was necessary for them to do so.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	And if the patient's wound is infected, it should be treated with a bandage and poultice.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And when the physician has examined the legs, it is called a malaute upon the legs in order to prevent it from being swollen.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	This means that if you are treating an infected area (the "abscess") in the foot, it is necessary to use a hot cautery.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	Then apply a bandage to prevent excessive movement.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And then apply a bandage to the affected area.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	And so you place a cushion on the affected area to prevent the pain from spreading further.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	And if you have to remove a part of the body, per so you should treat the intestines as they are for the ailment.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	Then you have begun to use the bandage for the pain in their bowels.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Then place two cushions on the legs so that the patient's legs are supported.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Then if they are a doctor's assistant, or if there is a problem with the patient's intestines, a cushion should be placed under them.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	Then you should put the cushion under the patient's leg and hold their bones back in place.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And another place was placed a cushion under them, so that they should be cushioned against the leg.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	Thus, the pain in the patient's legs should be treated with cautery, which is why it is called claudication.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And if the patient's legs are swollen or has other symptoms of illness, it is customary to call it gout.
Capitol .xv.	Chapter 15.
De restauracio de la fractura de la rodela del denolh.	This refers to restoring a broken or fractured bone, likely in a medical context.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	This means the patient is to be treated as for a wound in the foot, but the translation needs clarification: it's likely referring to a type of pain relief treatment.
