Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And on their legs place a cushion upon them, and another below; and let the patient be supported by your hand or another cushion.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	And doctors most often treat those injuries as gout.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	And then you must study the leg further, because of the pain in the leg and for treatment purposes.
Capitol .xvii.	When the pain is in the joints, then apply the hot cautery to their surface.
De la fractura del talo e dels osses del pe e dels ditz.	And placed a cushion under them.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	If there are many fractures in the body, it is often called gout.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	Then you have opened the foot for a cushion to be placed under it.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	Then place a cushion on those limbs that are elevated.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	Then place your hand on their legs to prevent them from being affected by the cold.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	Then place a cushion on them.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And if after three or four days, you remove the cushion from the patient's leg, and the pain continues, then perform surgery on them.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	This means that when hands are affected by cold, it's called arthritis.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And cushion the joint with another cushion to relieve the pain.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	You should cauterize the patient's toe if the pain is severe, and apply a cushion to the foot, so that the pain in the toes and other joints does not worsen.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And remember to consider all the causes that are related to the other injuries as well, for the sake of understanding all the reasons for them.
Capitol .xviii.	Capitol.xviii. means "Chapter 18".
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	A man's chest is used for burning with another tool, while the woman's body is being burned, and she is being held down by the doctor.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When a woman's humors are unbalanced, it is called "malata" by the physician.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And so the midwife holds the woman's foot in place while she places a cushion on her foot.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And then apply the cushion to the patient's chest, as needed, depending on the location where it needs to be applied.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And so for seven days or thereabouts.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you use an animal’s bladder as a type of tool or instrument, apply it to the patient’s legs, and place a canula under the skin on the other parts of the body, and then put the whole thing in the bladder's opening.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	When it is the case that the patient has pain in their sides due to the gout.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And if a bone is broken in the hips or legs, apply to the repair of it the same methods as we have described for treating a fractured hip.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And that which is right, is not hidden in these injuries, and that injury can be treated by cautery.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	Mays en la vergua del home quan is trincada, e so on that they are already in a state of being treated, which was considered a common practice for gout.
Capitol .xix.	Chapter xix.
De restauracio de fractura dels osses quan es am plagua.	Then you can restore bones by using other methods.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	A first aid man will be needed to perform a cuoyssa cautery on the patient.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	Then if there is pain in the legs, put a cushion on the feet to prevent other problems from arising, and apply a cautery to the chest.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And if there are signs of a fracture, apply cold to prevent inflammation.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	When a wound appears, you should let the swelling subside before applying a poultice to the affected area.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	May you be careful to place a cushion under their legs if they are needed.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	Mays es a strongman for the body, which is why he is treated in a particular way.
