Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then he placed a cushion under his knees.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it's necessary to give someone a hot bath, the person should have a towel nearby.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And so, if the patient has a dislocated body part, apply it to their chest and hold it there, keeping it in place.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And if it is customary to call it gout when it happens in other parts of the body.
Capitol .xxx.	Here is the translation of the given text:
De la curacio de dislocacio dels spondils del dos.	From the other's perspective, this sentence refers to treating a person for a condition affecting their spine (specifically, a dislocation).
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	Then if you can't find a cure in your knowledge, then use a hot iron to treat the patient's body and another to apply heat to the affected area.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And the other four legs are also affected by the swelling, which affects the patient's will.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore, it is known as "the cold has seized" the ailment.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	Gout is when the body's humors are cold and cause pain in the joints, especially in the feet.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	Mays in the past, doctors have found many ways to treat it, but they are long gone.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And if you want to treat the foot, then put your hand on the patient's foot.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	Then the pain in the feet is due to a cold humor, and those who are suffering from it should be treated with cautery applied to the affected area.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And then use your hands to hold the patient steady.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And if a doctor applies cautery to the foot, they should place a cushion on which to rest their hand near the head of the patient, where the other is located at the joint.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	Then the minister will burn the leg and put a cushion on their legs; the other leg will be operated on by a second doctor, while the patient's body is heated by the first.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And so it is on the head that the cushion should be placed under the patient's body, and their legs should be kept from being affected by gout in the other ways.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And if you are suffering from gout, apply the cauterizer to the affected area.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor, having adjusted the patient's legs, then sits by their side while holding them still.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	And if the body does not have that much space, it is called an improper form of the ailment.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And so the patient's pain in the table is caused by something else, a cushion to protect the skin on the leg.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want to heal them, apply a hot poultice to the affected area, and use two cushions for their cushion.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	When the patient's body is affected by pain in the legs or feet, it is called podagra.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And in the extremitat are three lengths of the same length.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Then place a cushion on the patient's body to be treated with the cautery tool that is used for such purposes.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And so you must apply the treatment for gout to their legs, as well as use other methods.
E aquesta es la forma del torn:	And this is how you prepare for a surgical procedure.
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	Then apply a poultice of flaxseed to the affected area.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And if you want to heal from a delicate ailment, use a cushion to apply pressure to the affected area.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	If the pain persists despite the treatment, apply remedies to the affected area for a prolonged period, as long as it takes to heal; leeches can be used for this purpose, applying them to the location of the ailment.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	When a joint has been treated for dislocation, and the pain persists, be careful when using this medicine, as it may cause death in the patient.
