Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And if the pain is caused by something other than a joint, use a cautery to remove that which is causing it, and as you have learned, carefully cut with a cauttery for a small incision.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And so that you have to be careful that the fire-maker does not touch the rest of the body.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And if it is necessary to treat them in the bone, they will need the best tools for the task.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	You have already opened the first part of the intestine, and you'll need to use a tool to help with that.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And if it is a lighter injury, you must use a different approach for leugeres, one that requires more detail than just saying “fractures”
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	Then return the intestine to its place with a hot cautery, as the lentil-like pain affects the intestines and is caused by humors accumulating in their joints, which is why they are treated with a hot cauterization.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then place a cushion under the foot so that it does not swell further.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	When there is a cushion, apply it to the affected area; if it is necessary for the patient to be treated by an expert in the treatment of diseases with a hot cautery, then it should be applied to the legs.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	When a bone is fractured, it will be necessary to cauterize the wound and treat it with other treatments that are appropriate.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And you must use a lancet to lance the patient's body, and apply a poultice if necessary.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	In smaller injuries, it is customary for the surgeon to apply proper treatment.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And it is an art that causes pain in the affected area.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And place a cushion on their legs.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	When pain occurs in your hand, you should use a cushion.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And lay the patient down on their back for one or two days if necessary to prevent further complications.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	Then use a cushion for the plague wound to be healed, and administer medicines that are suitable for treating such diseases.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And when a person is sick with the plague, you must apply a poultice to the patient's head.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	E donc is necssesary to modify the pain in the foot.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	Then apply a cloth soaked in that which will heal the patient, applying it to the affected area.
Capitol .iii.	E if you have already been diagnosed with a condition that affects the foot, and it is customary to call this type of pain,
De restauracio del nas quan es trincat.	When the nose is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Know that the foot is not to be broken, but treated as if it were in need of points, and another cushion on the feet.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	If the bone in the leg is broken, it's good practice to put something in place to stabilize the fracture.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And if the patient suffers from pain in their legs, which will make it difficult to perform the operation on them.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the doctor says it's a fracture, you know there are other treatments needed for that part of the body.
