Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	But it is necessary that the stitch which is placed over that fracture be thicker and wider than the other stitches, and the length of the stitch according to what is measured on the limb in magnitude and smallness; and then tighten over the stitches with another bandage according to your first tightening; and then lay over it with linen gently as has been said about tightening, and let your tightening be according to the place of the fracture more, and the further away from the fracture, the less the tightening.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And it is necessary that the threads be medium in thickness and fineness, and be of wool; and if the threads are thick, as I have seen some foolish people doing when placing their threads of twisted cords, it is a great error, for when the tightening is too much, equality will not be obtained.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And also very fine threads are not convenient because with them you will not be able to tighten as much as you want, and there should not be less than one finger's breadth between stitch and stitch.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the illness is said to be caused by the ends of the stitches near the tightening in the raw places, then pause those with a piece of linen or woolen cloth between them so that it does not cause injury.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Sometimes fracture occurs with plague, and disruption happens in the tendon, and I have written about that one in the chapter according to its particularity.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And know that not all broken limbs should be tightened with stitches on the first day; for which reason is that when a limb is large, it does not require tightening with stitches until after 2 or 3 or more days, according to your certainty of the arrival of pus.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	And this is the manner of the bandages with which the Ancients restored fractures and dislocations and twists.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	"Method of plastering as a remedy for the restoration of fractures, suitable for many complex cases and particularly for women and children, because it does not cause heat nor friction: take some flour powder, specifically the bran left after removing it from the walls of the mill."
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	"And if you find this too thick and coarse, sieve it through a clean cloth, then use the finer flour for your dough."
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	"Another method of plastering for the restoration of fractures, dislocations and wry necks: take assafetida, laudanum, acacia, enula, and majoram, which is the root of wild celery, of each one dram; myrrh and aloe of each five drams; alochil of twenty drams. All these should be finely ground and sifted, then mixed with white of egg or flour paste if the patient's skin is scorched. This plaster has a good composition and restores lightly broken bones, suitable for many people."
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	"Another method of plaster for the treatment of fractures and wry necks: take majoram, white lead, myrrh, aloe, acacia and gum arabic in equal amounts, each one dram."
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	"All of these are finely ground in a mortar with a wooden pestle and sifted, then mixed with water or flour paste and administered."
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	"A method of plaster for joints and separated bones in their places, which causes pain accidentally in those areas and also for fissures and fractures: take wool without grease, immerse it in vinegar, olive oil and honey, then place it on the affected area."
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	"Note that this plaster does not have virtue for restoration but serves to draw out pus, cauterize and expel pains properly."
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	"Another method of plaster that restores broken bones: take fig leaves and poppy leaves, both together make a plaster of them."
