Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And immediately put a bandage over the limb, so that the bandage does not obstruct the running of the nourishment, or continues to embrocate it with lukewarm water, until the nourishment returns to its natural figure
Capitol .xxii.	End of document.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Regarding the care of fractured bones when they are restored tortiously and prohibits the operation of them by means of liquid that covers them.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When an accident happens to a limb that has already been restored, immediately restore its stability and remove any prominence of the fractured bone and nodulation, for this may cause the limb not to recover naturally, however it does not mean that you must refrain from any treatment for that limb just because it has been fractured before
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	Indeed there are many fools among the doctors and restorers who have made use of us in our time; and this treatment is not without great fear, for the signal of which is mortal
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the swelling and nodulation are recent, then immediately bathe them in lukewarm water in which are dissolved many cooling herbs such as fennel and rue, marjoram, and chamomile; or apply a plaster with a soothing plaster such as that of gypsum; or that of olive oil with beeswax or honey, or that of lead and beeswax or pine resin, or that of fat and linseed oil and poppy seed, like those that are not foreign to the physician after consolidation.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And many times the swelling is dissolved with continuous rubbing of the limb that is even in the most humid seasons, and movement of the limb must be administered in every hour throughout the day
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the torsions have already gone down and force has been applied, and it has become petrified and is caused by necessity, care must be taken of it with iron, for the most part of the pus that is expelled from the nodule of that member must be dissolved, and the movement of the limb must be facilitated in that which the os is solicited and studied
Capitol .xxiii.	End of Document.
De sermo en dislocacio.	Concerning dislocation
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the displacement of any joint of the limb, because it is prohibited from movement, and causes deformity of the limb, and brings about great pain and lesions in the patient
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when an accident of dislocation occurs, it must be treated as soon as possible so that it is reduced, and not to delay that reduction, for if it is delayed, the limb is apostematized and strong, and it is difficult to reduce the dislocation
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And to prevent this it must not be grasped or stretched at the time of reduction, for many herbs make spasm and pain worse
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When an accident happens, the limb must be kept calm and relaxed, and immediately put into a cold bath of oil and water; and must be reduced with the greatest possible ease
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And all the limb must be treated with the water from which the memory will remain in its place
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already ordered the chapters of dislocation according to their order, from the most superior part of the body to the most inferior part
Capitol .xxiiii.	Capitol .xxiiii.
De curacio de dislocacio de la mandibula dejos.	Capital .xxiiii.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	So dislocadas the two mandibles if they are not held firmly; and dislocation of both is usual in two ways: that they are loosely fixed in their places by little movement, or that they are completely dislocated and complete, until they are softened at the juncture until saliva from the patient comes out of its mouth and does not wish to have that or to close its mouth, and its tongue is wrapped in its saliva
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	May be when the dislocation is slight, the hour in the greatest disposition returns by itself without much cause.
