Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	And when you wish to cause them to vomit, sprinkle some powdered aloes, or salt, or ash over them and induce vomiting.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Thus begins the section on restoration of the third part: restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is most useful in the art of medicine; it is the restoration of fractures and dislocations of bones
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh, fool, learn that the learned doctors, the vulgar people and those who have no time to remember the ancients or to read their books.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	Therefore this manner of the learned in our land is private; and I have never forgotten it for a moment; and I have not omitted it from anything I have read of the ancients, except for the length of my studies of their works and my reflection on their understanding of them, until I had extracted the science from them
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And I direct it to experiment and study throughout my life
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	And I have already described in this chapter everything that contains my science and which is passed from my experience; since I have omitted from others what is superfluous and filled up the space with something else; and I have closed with abbreviation; and I have shown in the end what is abbreviated; and I have formed in this way many figures of the diseases that are administered in this way, as it is said in addition to the declaration, just as I have done in the two preceding chapters
Capitol primier.	First Chapter
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summary and collection from the preceding concerning fractures of bones, from which the following is necessary before we proceed to the discussion of fractured limbs and the various methods of treatment for each
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Therefore let us speak in this chapter of the summas of the discourse; and the chapters that precede this one concern the understanding of which in the beginning of this art the artifices and the stationers rely on the truth of these things; so it is you and those who learn this noble art from others who know or can learn it better than you
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	Therefore I say that when an accident of fracture or dislocation or twist or any case occurs, the time has come to take immediate action in the form of flebotomy or to apply an alley or any other support, if it does not impede any cause, as it is fitting for virtue, or if the patient is a child, or old, or is in acute fever or cold
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	And we must be content with simple food of herbs, fish and poultry, and crabs; and we must prohibit large meats and oily foods that clog the veins of health, until you are sure that the caut has stopped, and if you do not fear the effusion of matter from the limb
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Then return the patient to their first position as soon as possible
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	Therefore when the bone begins to be restored, the time has come to cut off nourishing foods that are too thick and difficult to digest, such as those containing barley cooked with water, broth, eggs, fish, cheese, fat, and large seeds and nuts.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	Remember that bones break in the young and the elderly, it is not possible for them to continue and consolidate according to their nature except for the exhaustion of the limbs.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And they are consolidated and continued according to their nature until the exhaustion of those limbs, as in the case of the bones of small children
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	Moreover, nature herself adjusts and remembers that any broken bone in any part whatsoever, as long as there is swelling that adheres and strengthens that, until it is congealed and united together, until the end of inflammation and pain, as it is at the beginning, until any cause hinders that
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	Therefore it is necessary to suspend the feeding of the patient, foods that are weighty and viscous and large, as we have said above
Mota diversitat de fractura segon diversitat del membre.	Many different fractures according to the diversity of the limb
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	Remember that the species of fracture are diverse according to the diversity of the limb, for example the fracture of the bone of the thigh is different from the fracture of the bone of the head; and the fracture of the bone of the foot is different from the fracture of the bone of the forearm; and so on with all the other limbs
