Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if another vegetable postulate caution occurs, apply the nose with a wax candle or anointed with agreeable oil and rose oil, or with diaculum.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	If another postulate caution does not occur, then it is necessary to apply beforehand with the powder of sisamum and the powder of coffinseeds in a mixture of honey; and then pause on the cloth of linen, and do not lift the nose for any cause.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	If the bones of the nose are broken with a small fracture or so comminuted, then it is necessary to separate them from those, and extract them with instruments that are convenient for them; and then close the suture, and cure it in such a way that it encarnates and consolidates, and applies convenient emplasters to them.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if a plague touches the nose, then it is necessary to cure it with gauzes and administer lead tubes until it is completely healthy.
Capitol .iiii.	Chapter 4.
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture of it is not with plague, consider then if the fracture is only slightly so, and not broken in two and curved to the adjacent parts, then its cognition is easier.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you introduce the small indicator on the left in the patient's mouth; and similarly if the fracture is on the left jaw, then introduce the indicator on the right hand; and you will find that the reduction of the fracture is facilitated by the parts beforehand, with your other hand on the preceding part of the bone; and thus it is decently equalized.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is separated into two, then it is necessary to administer extension of the two parts according to rectitude until it is possible to equalize them.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if the teeth are dislocated by concussion, then strengthen those with which you expect to remain in a thread of gold or silver or cedar; and then pause on the broken jawbone candle, and then pause on the double cloth, and pause on the large star-shaped cloth decently made, or a sole wrap along the length of the jaw; and then bind it underneath according to how you have prepared the ligature of it and how it is convenient for application, until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to rest and tranquilize, and pause the food of his swollen lips.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you esteem that the figure has already been altered in some manner, then you correct it and remove it from the third day; and then rectify what has already been altered of it and apply it with powder of moly, or a mixture of honey, or powder of sisamum, since you have removed the candle from it, and pause on the applied cloth of linen.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then come and adjust that emplaster on it, and the disposition of the bone is not altered, leave it like that, which does not dislodge until it is healthy and strengthens the fracture; because many vegetables have strengthened this fracture in three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another affected area is found, then administer what we have said in the previous treatments for similar conditions in the sediment of the patient, so that it may be healed and the aposteme may be removed.
