Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if the healing of the body part happens slowly and with difficulty in its movement, then the patient should take many warm baths until that heaviness is relieved and the body part returns to its original state.
Capitol .xxvii.	Chapter 27.
De curacio de dislocacio del coyde.	On the treatment of dislocation of the neck.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Know that the neck joint is dislocated with difficulty and returns with difficulty; and it is dislocated from all sides, and especially from the front to the back, and its dislocation is not hidden from you because when you move the neck joint or touch it according to how it is dislocated, this will be made clear to you, for the joint is hollow and cannot bend the arm, nor can it reach with that hand.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And when you see this, and reduce the dislocation immediately before it comes to an abscess, for if it comes to an abscess, its reduction is difficult, and often it will not be healed at all; and especially when it is on the back side, for it is worse than all other kinds of dislocations, and more painful, and many times results in death.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And its restoration, when it is possible to reduce it, is for the hand to be extended with two hands, and for the arm to be expanded, and for the doctor's hands to be on the neck and below it, and for him to push the joint with his finger tips, or with the edge of his palm until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	But if the dislocation is on the front side, then it returns as he bends his hand with his own hand, while he strikes the neck with the edge of his palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not obey reduction, then administer a violent extension and a very strong push.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And two ministers should extend the arm and hold that joint so that it is not wrenched because of the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	Then the arm is wrapped around with a long piece of folded cloth or bandage.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with his hand, he should smear it with some oil so that it may be caused by those things which help in lubricating the joint with ease; and then push the joint with a violent impulse until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And then its reduction should be made over that plaster in which it has been stiffened and dried with white of egg, and tightened with a descending bandage, and the arm suspended from the neck, and left for several days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then it should be unwrapped, and if the joint is formed in its place, then you should unravel the bandage from it and leave it.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not stronger, then you should repeat the plaster and bandage, and leave it for several days until it is tightened, and then unravel it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	But if it happens to him that the heaviness remains after the reduction of the joint, and its disposition is for movement, then administer moistening in a bath and subtle friction, and compression, until he is relieved; or pause on the joint, olive oil so it is a fat of quick action; and then bandage it, and leave it for the day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then wash that one and put him in a bath; and when he has bathed, then you should rub the joint with tempered friction, and then repeat on that olive oil, so it is of quick action, once, and the second, and the third.
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	Corruption has already come upon the inner part of the brain, as it were a membrane.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place over that cow's udder which is wet and warmed with butter and stretched over it; and do this several times, for this is wet and reduces to its disposition.
