Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	But if someone is being treated with this method and they show signs of fainting, then one should command the person doing the purging to lift their hand slightly from the affected area in order to prevent the patient from losing consciousness.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	But the purging of the neck vein is in place of phlebotomy on the external carotid artery and the basilic vein: and because of this it helps against asthma, and the constriction of the larynx and the division of the instrument of voice, and coughing, and regurgitation.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And it is advisable to keep the neck purging light, because if it is too strong, it causes weakness in the body and in the stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the purging of the temples helps against sudden pains in the head and against ophthalmia, and migraine, and pre-eye pain, and pains in the roots of the teeth; and it is in place of phlebotomy on the basilic vein.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And one should command the purging practitioner to not press their hand after scarification so that they do not cut into an artery and cause a flow of blood.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	And purging below the chin helps against ulcers in the mouth, and corruption of the gums, and similar diseases that are in the mouth; it stands in place of phlebotomy on the alar artery which is on both lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	But the purging that is done on the two spatulas helps against headache, which is caused by regurgitation of heat.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the purging of the two parts inside the corners of the eyes helps in the same way as phlebotomy on three veins: namely, the basilic, external carotid and cephalic; because that attracts blood from all those small veins which are in the skin, and those small veins between the larger veins through which the attraction comes to the three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And command the purging practitioner not to go too deep in scarification, because the place is denuded of skin and under it there are nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And it is a purging with which one purges the anus, and it helps against hemorrhoids in the rear end and ulcers that are lower down.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And one should command the purging practitioner to use a strong purging, and that it is of a ram's horn, because the place needs a strong cutting; and they should also cut it with scarification.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	But the purging of the legs should be decreased if there is a visible decrease, because it draws blood from all the body, and it helps against old pains in the knees and hips, and in the mother, and in the bladder; and it provokes menstruation, and it helps with cough and phlegm; and it stands in place of phlebotomy on two saphenous veins, and on the saphenous vein, and on two small veins.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However, they weaken the whole body and cause fainting in many people.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And the benefit of purging on the saphenous vein is similar to the benefit of purging on both legs.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	And the quality of the position of the purging is that one should pause the purging at the beginning and suck gently, and not prolong the position of the purging, but pause them briefly, and let the humors come to the place by equal attraction.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not cease repeating this and continue until I see the place already red and swollen, and the blood appearing.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And then you can scarify and repeat the suction a little at a time, and then consider the disposition of the body.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	Because if the person has soft skin on their buttocks, one should not scarify it again and again so that the place does not become ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And command the purging practitioner to enlarge the scarification and take a little more, and to temper the suction with ease.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if the blood is thick, then one should scarify two times, because in the first scarification the way of subtlety to the blood and its liquidity are opened.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	But in the second, one acquires the perspiration of the extraction of the thick blood.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the blood is very foul, then a third scarification should be done so that one achieves the last result.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And lastly, when we want to extract blood little by little or a little, it is enough for us to make one scarification.
