Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	And two sticks are placed, the one on the feet of him, and the other on his head; and two sticks are placed to adjust in the middle of the stick that it is fixed with which the patient is wrapped wrapped up so that the coccyx does not suffer from that the stick be between the thighs of him, so that the extension to the inside parts is not pulled.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And each minister extends to his part, and the doctor with his hand swallows the reduction according to the art.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	And if you obey in reversal, is good much; and otherwise, it stops over that carefully and so which we have said in the wrapping up by that swallowing.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	May' you consider that the patient sleeps on his back quietly.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And when the dislocation is to the front parts, then you consider that the bed is extended little by little, and it is according to this story on the stick; and the doctor pauses the palm of his right hand on the angle coccyx, and approves cuts that one with the other, and with that cut stops that extension to the front parts to the part of the jaw.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	And if the dislocation is to the back parts, then you consider that the coccyx is extended to the front parts, and it is elevated from the ground; taking into account that it stops over a hard thing, so that as the bed is dislocated to the outside parts, it is according to what we have said about the wrapping up of him on two sticks; and it is on its face and the lianments are extended, as we said, without turning.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And you consider that is administered compression on a table about the place where the joint is.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Then by the reduction is completed as you consider - and the sign of the reduction of him is not hidden from you, and it is that you extend two beds to the patient, and when you see those wrapped up and the patient pulls out his own bed and extends it in this way that the stick does not suffer in any part; and you apply a bandage on it so that the stick does not suffer by three days or four.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And you remove the lianments and the bandage, and compare one bed to another.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	Then, if you see those wrapped up in your eyes only, then you know that the dislocation has been closed, and leave him lying down.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	And if you see any cause of softening, then you return and bandage that one, and pulls out the other according to your first extension, and leaves that in three days.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	And you remove that one, then that one should walk slowly for some days, until it is comfortable.
Capitol .xxxii.	Capitol III.
De curacio de dislocacio del denolh.	On the Cure of Dislocation from the Jaw
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The jaw is dislocated according to three ways because it is dislocated to the outside parts, and to the inside parts, and to the front parts; and to the back parts it is not dislocated.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	The sign of dislocation of him is that you order the patient to apply his bed to the coccyx; then you know that the jaw is dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the restoration of all his ways is that you pass on the patient's right hand, in order that he has already extended his bed; then consider that it should be attached to his cheek with strength, and pause the foot of him between the two ties; and approve that one attaches the jaw of him to your palms, and those others are placed between the two ties over the patient's jaw with strength, and another minister extends its foot until he returns to its own place.
