Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	And if that man's line is thick, hard, dark and his hands are slender, you use oil of aloe or oil of violet, or oil of lilac or oil of chamomile, or of thyme, and to those who look like it. And if it is winter, then use oil of rose, or oil of almond, or oil of lemon, or oil of sesame; and if it is summer, the windouse should be applied quickly, gently and resolutely;
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	And if the superfluity is thick and heavy, then use oil of amaranth, or oil of balm, or oil of aloe, or oil of aniseed, and to those who look like it.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	But if the ventouse is of large size, then it should be prohibited from oil, and if these places of ventoses of their own are applied quickly with a warm water or with cold water of seltzer, or with water of chamomile, and to those who resemble them.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And if that man's blood is of a moist nature, then wash his ventoses with wine or water of mirth or pomegranate and to those who resemble them.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And if the superfluities are thick, then wash his ventoses with wine of ancient, or water of sansuc (which is marjoram), or aniseed tea, or chamomile tea, and to those who resemble them.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And if the ventose is kept in front of a bath; having it administered early before the bath for an hour or two, and if he sleeps near the ventose.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is needed so that it is regulated to be applied before wound treatment.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	And consider at the beginning: then if the ventouse or that who is to be phlebotomized is coleric and apply on the head pain and inflammation, then you take causes of cold drinks, such as wine of mirth and lemon, and mint tea, and black currant tea, and julep, and to those who resemble them.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And pause their food such as potatoes, and meat of spring lamb, and prepared foods with sweetness, and to them who resemble them.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And if that man's complex is strong, then take in drinking honey syrup, or almond syrup of astringent taste, and pomegranate, and a little smell of mint among the food; and it is recommended to him that he use scarcity of drink and eating, and pause his meals such as potatoes, and canaries, and pisons, and petitzals.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And where, on the day of venerection and phlebotomy, the drink is greater than the food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And where, at certain times of the day, to certain men, is given the wine of tarry alkanol, or a medicine of musk, or muscadine, or acacia, before venerection or phlebotomy or close by, so that the main members are comforted and the blood is thinned; and do not take those scalps.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	May the venerections that are to be sacrificed be those that are paused on the member itself and on the podagra and on the navel, in the places of the joints, and the incision of the anus, because these members do not suffer sacrifice over themselves.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And do not wish it by those but a attraction of the member's blood, so if you pause venerection on the breast in the malady of the flow of blood from the member's wound; and use that because it dissolves a frizzy unsightly member, so if you pause on the navel and the womb, for that attracts the member and scars it and hurts it because it resolves venerection.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And it is paused on the cheeks when it happens to their opium or pox, for by virtue of a strong attraction, the opium is greatly alleviated and the pox is eradicated from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	And apparently it happens when it is paused on the member and the navel, a venerection in those confined.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	And these venerections are administered with water only; and some venerections are administered with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And some venerections are administered full of hot water in the navel' malady.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And water is so that the venerection is filled and is larger, either is hot water alone or water in which herbs have been boiled to suit.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of venerection administered with fire: is the breadth of the orifice of two fingers, according to which we have formed it; and the quantity of the liquid be most of a palm; and be in the height of it, in the place that is in the circuit, most of it, the trail be small according to the quantity that enters into it an needle.
