Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	But the cure of it is that you should consider if the gangrene occurs from putrefaction, because there is no cure or recovery in that.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	But in that which happens by chance or by impact or by analogy with others, the Ancients used long speeches for the cure of it, which sometimes returns and is renewed; but I have seen and improved on it from its excess by my nearness to it by means of an explanation, and I will present it as I have found it and explained it.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And I say that in gangrene which occurs from the part ahead on the foot, there is no cure or recovery of that; and in an analogy with it, in that which happens to two legs.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And of those is not cured but that which occurs to the two properly by means of a bandage which I have re-tended.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And the patient is extended on its face over a platform raised from the ground, and the instrument of wetting is extended behind him so that it does not touch his feet.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	Then a stick is laid down in the ground at the end of the foot and turned over the head of the patient, and another is held in the air above his feet.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	And the minister holds the stick, and does not hold it in the pit; and another minister holds the other one according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	Then he covers the head of the patient and holds the little leathern belt tightly around it; and extends the end of the strap to the stick which is held above the head, and lays that over the ends of the straps and tightens them around his feet; and then adjusts all the straps and lays those in the other fust which is held above his feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And the minister drops the line to the start of the mast, and the two masts and the lines at their places are not re-rigged, but rather remain as they are, as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor places his palms on the spine with strength until he returns, or until he places it on a table, and so that he can adjust his feet on the table until he returns.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	But if he does not return in this way, then take a table whose width or length is a third of a yard, and dig into the wall where we have said that the malady lies on one side of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And place the tail end of the table on the spine, and the doctor places his feet on the other end, and so that the spine is pinched and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want, open the fold that is rolled up with the mast; and it is that you are on land you must place the head of the malady at the back of the ship two masts, whose length is a third of a yard, and you should place the head of him in the back of the ship exactly two masts; and the length is between each mast one palm, and so it is done on each mast turn by turn, and each one is stopped on land for it not to be moved.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And also a round mast in which is the fold, and turned in both folds of the two masts.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of him is a fold in which is formed the mast, its length being a third of a yard and turned up; and similar to this in the other two masts.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And tighten the lines that you have stretched on the feet of the malady in the fold that is to be placed at the head of him, and the lines that you have stretched on his thighs in the fold that it is to be placed on his feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And so each fold should be turned and a minister should twist the fold on his mast, and the doctor twists the spine as we have said.
E aquesta es la forma del torn:	This is the form of the fold:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And when the spine has returned, and the place is covered up, then pour on the dry herb of huou, and then stir; and then place over the herb a table whose width is three fingers or less than that, and its length be the quantity that takes up the place of the yellow-ness, and at the start of the spine.
