Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the joint is second according to its tortuosity; and there is no reason for the hand, but its palm is soft and cannot be strong in any way; then know that the nerves are sharp or threefold, and do not go into it, because if it is strong at the beginning of the treatment, it gives a reason, but if it is weak, it makes it weak.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Then, if it returns soon, then stop on that paste that I have mentioned, and leave it and strengthen it for a few days; and then remove it, and leave the hand exercised.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	And if its movement is excessive and it occurs in some gravity, then remove that one with water tail and gentle friction a few times, until it is relieved.
Capitol .xxix.	Chapter. xxix.
De la curacio de dislocacio dels ditz.	On the Treatment of Dislocation of the Throat
Alcunas veguadas so dislocatz les ditz a tota partida.	Some times the throat is dislocated at both ends.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	Then, when a word is dislocated from one of the two hands or the belly, then tighten the word and press the dislocation with the knuckles of the hand or the palm, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	Then support the tip of the word, and suspend that one from the part in which it is dislocated, and leave it for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Then suspend that one and extend it within that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	Then when you hear the cry, continue with that story, and do not cease to remove it during the day and exercise it by moving it, and continue with that one at night; and make it rigid for a few days until it is strong.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	Make a similar thing to that one, if it is dislocated from the belly of the hand, and bring that one to the end and make the first operation with the knuckles of the hand, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	Similarly, do for that one when it is dislocated at the other ends.
Capitol .xxx.	Chapter. xxx.
De la curacio de dislocacio dels spondils del dos.	On the Treatment of Dislocation of the Vertebrae of the Back
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When a dislocation occurs in any of the vertebrae of the back or neck, and then the rest of the spine moves with it, then there is no cure for that one, because death comes to the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	The sign of that is that the ejection of the patient is forced, and cannot be stopped; and some members of it or two pairs of its clothes or both are molified; or a spine moves from its place, because the sign is given, and the movement of those ones to four parts is made.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Then that one has already been thrown to the back parts, and it is called giddiness.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	May the cure for him be that you consider if the gangrene occurs from putridness, because in that case there is neither cure nor healing of all.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	May the cure for him be that you consider if the gangrene occurs from putridness, because in that case there is neither cure nor healing of all. If by chance or by accident or by a similar cause, already the Ancient ones have spoken about the ways of cure with long words, of which the least returns to profit; I have also and opened myself out on this one for which the few excuses it has from too much he, for my nearness to the thought, my own exposure, at which I have come out and formed an instrument different from that on which I will show you and have made known to it.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And say that in gangrene that occurs from the separation forward on the foot, there is neither understanding nor healing of that; and by analogy in that which is made to two legs.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And those are not cured except that one that occurs on the two properly at him who I recommend it.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And that the patient be extended on his face on the floor close to the wall, and be extended from him an instrument wet with water so that the feet of him do not slip.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	Then a straight stick is placed, fixed to the ground in the extreme of the foot around the head of him, and another stick in the air under the feet of him on the other extreme of the foot.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister should hold the stick, and not be placed in a pit; and another minister should hold the other one according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	Then wrap about the head of the patient and leave the little bells to beat around his head with a lion's ferrule; and extend the extreme of the bell to the stick that is supposed to be the head of him, and tie it up; and adjust all the bells and tie those to the other stick that is supposed to be the feet of him.
