Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	The end of that which sews the joint is continuous with that, is not dislocated at any time; then cover so that it is reduced and Engualada according to what we have said and according to your apparatus.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Then pause on that paste, and cloths, and tighten it, and order the patient to adhere calmly and to rest until he is healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And in this cure the end of the muscle is reduced when separated from its place.
Capitol .xxvi.	Chapter. XXVI.
De la reduccio de la dislocacio del muscle.	On the Reduction of the Dislocation of the Muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is not dislocated except by three ways, and one of these is that it is dislocated at the end of the titillac to the end of the thighs.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated at the end of its muscle, and this is done easily; and it is not dislocated behind by the shoulder, and it is not dislocated in front by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And most often it is dislocated and comes out at the ends of the thighs towards the titillac, and most often in those in which the meat is little, it is dislocated easily; but in those in which there is much meat, it is dislocated with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And very strong gas occurs in some men by percussion or pounding, and the muscle of him is inflamed with inflammation, and it is detected by water that has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then cover so that you desire water until you are sat on it, and then proceed in the cure of him.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is recognized that the dislocation has occurred when it is at the ends of the thighs towards the titillac; so that you distinguish between the muscle that is dislocated and the other one, for you can easily tell them apart; you feel the concavity of the muscle at the end of the thigh towards the titillac, where a hair, and to the patient cannot reduce his hand to his ear, nor raise it for all movements.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated from the foot or behind it, then you feel a clear sensation of touch, and it does not conceal itself.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And of this dislocation is made a slight reduction when it is fresh, and the patient is child.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of him is that the minister raises his hand to its ends; then pause the ties of the cloth at the end of the thigh towards the titillac, and raises the joint with strength into its place, and the minister raises the hand of the patient, and extends it in front of him; and then pause that at the back because it returns easily.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	But if by water that we have said does not return, and only from the beginning that the dislocation occurs, then wait for a few days, then cover him with blankets so that he is warm and relaxed, and apply oil to his joints so that they are softened and relaxed, as if his joints were broken and tied up, and fenugrec, and melilot in water, and administer it.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then let the patient lie on his back and be paused at the end of the thigh towards the titillac with a blanket, waiting for wool that is placed between levitation and tightness, and then let the doctor pause his leg on the spine, and raise the head of the muscle by virtue, and throw the hand of the patient so that it is not raised to the ends, and another minister holds the head of the patient, so that it is not raised to the ends, because that quickly returns to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	If you wish, you can reduce it in this way: and know that you should be present with the man who is longer than the patient, and is on the side of the joint, and enters his muscle at the end of the thigh of the patient and raises the thigh of the patient towards the back within which the patient hangs suspended by air, and another minister pulls the hand of the patient from the ends of his abdomen.
