Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
E quant pus es alonguada la fractura sia la strictura menor.	And when the apoplexy has been relieved, then reduce the tightness.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And if you see how the situation of the straps and the tightness have changed since you restored the limb to its place, then you treat it.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear an apoplexy, then you leave the tightness and the straps for seven days since we have spoken about it.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And then consider the ligament in all its parts for three days so that it does not happen in the place of pressure or swelling; or if food is prohibited from reaching the limb due to an excessive tightness; and then correct everything according to what we have spoken about.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are sure that there is no cause of it, then do not remove the ligature for three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And this is that the patient sleeps on his back, and his arms are over his neck; and his legs are over his chest.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And put a full lamb' wool on the adjuditor' coccyx, and consider it every hour of the night or day that the figure of the broken limb does not change or that the ligament is soft, then correct the water completely with your power.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And place the patient's food according to the order we mentioned above, so that it is thin at first but becomes thicker as it is consumed. And then cover it when it thickens.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	And it is usual that the servant and the cushion of the patient be tightened in ten days; and then release them, give a bath and medicate them with oil to heal those who are injured by it.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is not painful, then you do not release the bandage and the splint in a day or two months.
Capitol .xii.	Chapter 12.
De restauracio de fractura del bras.	The Restoration of Fractures of the Arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm is composed of two bones that are called the "forearm" and the "upper arm," respectively. The smaller one is what you call the "wrist," and the other is called "elbow," and it is from where the wrist starts to be separated.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	Very strong is the fracture of only one bone, or both, very strong are their fractures together.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the small bone is broken above, then the restoration of it is easier, and its healing is faster.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	But when the small bone is broken below, then the fracture is bad and its healing difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And even worse when both bones are broken together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the bone that is broken is the small one above, then it is convenient to the doctor, in order to restore it, to make a small incision easily before that it is healed.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	But if the big bone is the one that is broken, then it is necessary that an incision be made more violently.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if both bones are broken together, then you must cut them with a very strong knife.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And since you have fixed the limb of the patient on a cushion, and his hand is over the area, higher than all the others, and the ear is lower than all the others, and the patient lies on a raised bed.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And be a cushion in front of him or behind him, so that the patient does not work.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	Then the minister extends the patient's arm with his hand or splint over him, and another minister puts a cloth on it.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And the doctor ties the bone in such a way that it does not move, according to the best figure he can make.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if in the fracture of the bone there is a pain, then you should pierce it with an injection of your medicine in its place.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if the fracture of it is not to your expectation in restoring it, then you must be careful and do it according to the method we mentioned above.
