Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	But if it is trencada the one of the two parts of it, then you enter the dit petit in the nose of it, and that engualhas that fracture dedintz am the tieu dit indic, and with the dit pous defora, within that returns the nose according to its natural figure.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And be made by it for you with ease, and keep you that does not box by that your operation on the patient' legs.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the fracture is in the most independent party of the nose, and the dit does not perforate that, then it is equated to the extreme of the ray in which it is subtil thick.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you make the semblant of it.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And rest for you in the restoration of it on the first day that is possible; and then after, you enter to the seven or eight days to make a pause for the apoplema caut.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And enters in the extreme of the nose a cloth meca of prim, if the fracture is in one party, or metz two calguas, if the fracture is in two parties, and be it in the grossitut of such quantity that it fills the trauc of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And I said to some of the ancient restorers that the horses should be covered in cloth and that they should be changed every day, but it has not been seen by me; except that if the joint is covered with albumen from milk that has been powdered then leave it inside until the bone stops aching and the cartilage hardens.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And some of the servants are put between the nose, in place of the calva, otherwise it will be wrapped in cloth of lion that he is covered; and it is that already has broken the nose with force and that the patient is not forbidden to breathe.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not necessary for you; and if you want, make water, and if you want, make calvas.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if another serva should break a tooth, grind it with cerume or with a piece of wood in vinegar and rosewater, or with a diamond.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if another serva does not break a tooth, then return that it is covered with flour of sizami and with powdered ensete cofigit mixed with albumen from milk; and place over it the skin of a lion, and do not put the nose in any way.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are broken or fractured, then return that you split over them, and extract them with instruments suitable for them; and then sew up the split, and cure it with water that hardens and consolidates it, and with plaster suitable for it.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if there is a plague inside the nose, then return that you cure it with calvas and administer pipes of lead inside so that they are all cured.
Capitol .iiii.	Chapter 2.4
De restauracio de la mandibula quan es trincada.	Of the restoration of the mandible when it is broken.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the mandible is broken and the fracture is only outward, and not curved on either side, but bent towards the inside, then its perception is slight.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, then you introduce the little finger of the left hand into the mouth of the patient; and with ease if the fracture is on the left side of the mandible, then return it to its proper place; and move it slightly from the inside towards the outside, in the same way as you would move a tooth that has come out. And apply this to both sides of the break in the bone.
