Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And they are not called that way because those do not stop the end of the bone from reaching out to him, but because with this one stops the blood from flowing through the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient that you take many of these tweezers, as many as are appropriate for the texture of each bone, as far as it is present in all testes from the head to its extremity whose tip is sharp, and the quantity in length and brevity is according to the amount of the texture of this test.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form of three species of tweezers: The quality of piercing in the circumference of the broken bone is that you pause the tweezers on the bone and twist them with the tweezers within what you know that the bone has already been penetrated; and then move it to another place, and pause what is between all the amount of the thickness of the thread or turn it there.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And approaching the incisers here there is between each turn of the bone, and make that subtle pus that you can on it in the end of levitate, so as we have said, within which root the bone, or with your hand, or with some other instrument by which you will prepare to water, so as to heal and forceps subtle.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And keep in mind that the inciser does not touch any cause of the cypher.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And so, when you have gone around the bone, separate the cypher if it continues, and extract that, keeping in mind to cut and pull that in the asperity of it from the bone which is another instrument similar to an inciser, but more rather than that pus be thick and subtle that the others incisers.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if there is a small piece of the bone coming out and hanging, then take it with ease with water that you have from the instrument; and approach that cure the plague with leech and dip the ones that we have said.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other way of operation is less dangerous, far from fear, which cuts Gualia and the loof for great relief; and this is the meaning of it: It is necessary that you begin to uncover the turn of the bone in the place where the fracture is most violent and obvious, so that when you have uncovered that turn and have stopped for a moment the extremities of this inciser gentle and easy of which this is the form:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	That the turn is round it is strong and does not incise any cause, and the sharp turn is of him in two sides before in length, so as times; that the turn is adjusted to the cypher by the face of it cutting the sharp turn in the bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And approach the inciser of a turn on a small piece within that you cut all the bone easily so as it is turned over, and you are sure of the pain that does not happen in him in any way, and if the medicine was the pus of all people and the most ignorant about them; certainly, and if it was sleeping.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	And if there is a cause of the cypher attached to the bone in some places of the bone, incise that from him with the tip of the inciser, and free it easily, for it is freed from him without doing any damage or fear.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the bone does not penetrate into the cypher, and the water that has been cut off or remained on the bone is in its face, and there are small and sharp asperities in it, then approach that asperity and cut those sharp ones with sharp subtile razors by which you have prepared the number, of different quantities so that you can administer them in all places the pus convenient to them and the most right of them according to the water in which your operation is lost; that bone broken and its shape.
