Praefatio.	Here is the translation:
Verumtamen in restauratione eius taliter fracta, non accidit infirmo claudicatio.	However, in its restoration when thus fractured, it does not cause a lame person to limp.
Et si restauratur sola, praeter quod applicetur ei crus alterum, tunc necesse est, ut claudicet ille cuius est, semper.	And if it is restored alone, besides the fact that another leg is applied to it, then it is necessary for that one who has it to limp always.
Et scias, quod Coxa stringitur in quinquaginta diebus, uel additur parum, aut minuitur parum: totum illud est secundum diuersitatem complexionum, et reliquarum dispositionum.	And know that the hip is bound for fifty days, or a little added to it, or a little reduced from it; all this is according to the diversity of complexions and other dispositions.
¶ De restauratione fracturae Rotulae genu.	Of the restoration of the fracture of the kneecap of the knee.
Caput XVI.	16th Chapter.
Scias, quod Rotulae genu raro accidit fractura, sed accidit ei attritio multotiens.	Know that the kneecap of the knee rarely suffers a fracture, but it often suffers wear and tear many times.
Si uero accidit ei fractura, tunc non nisi aut fissura, aut foramen in partibus suis.	If it happens to him that he has a fracture, then not except by fissure or opening in his parts.
Et est illud cum uulnere, et absque uulnere.	And it is this with wound, and without wound.
Et statur super illud totum cum sensu.	And he stands over that entire thing with sense.
Et restauratio eius est ita, ut aequetur quod disruptum est ex partibus eius cum digitis, donec aggregetur, et coniungatur secundum quod possibile est ex aequatione et facilitate, et fabricatione.	And his restoration is such that what was disrupted in his parts with fingers will be equalized, until it is gathered and joined according to what is possible from equality and ease, and fabrication.
Deinde pone emplastrum ex farina sisami, uel molendini, cum albumine oui: et pone super ipsum astellam rotundam, si indiges illa: et stringe desuper strictura conueniente ad illud.	Then place a poultice made from sassafras flour, or mill flour, with egg white: and place on top of it a round bandage, if you need one; and tie securely over it a suitable binding.
Deinde considera omnes dispositiones quas narrauimus in reliquis fracturis: sicut apostema calidum, et similia illi: ita, ut opponas omni accidenti cum eo quod conuenit ei, donec sanetur.	Then consider all the dispositions which we have described in other fractures: such as a warm abscess and similar ones: thus, that you oppose every occurrence to him with what is fitting for him, until he is healed.
¶ De restauratione fracturae Cruris.	Paragraph on the restoration of a fractured leg.
Caput XVII.	Chapter 17.
Scias, quod Cruri sunt duo ossa, quorum unum est grossum, et nominatur nomine Cruris: et alterum subtile, et nominatur Focile.	Know that there are two bones in the leg, one of which is large and is called by the name of Leg, and the other is slender and is called Fibula.
Et accidit utrisque ex speciebus fracturae quod accidit duobus ossibus brachii: et propter illud fit restauratio eius, sicut restauratio brachii aequaliter, et operatio est una.	And it happens to both of them in the form of a fracture which occurs in two arm bones, and because of that, its restoration is made equally with the restoration of the arm, and the operation is one.
Quod si franguntur duo ossa simul, conuertitur Crus ad omnes partes.	If both bones are broken at the same time, the leg turns into all parts.
Et si frangitur os subtilius, conuertitur Crus ad anteriorem partem.	And if the slender bone is broken, the leg turns to the anterior part.
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	And if the large bone is broken, you will find it below: and it is one of those that are not hidden from you.
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then administer extension, and equalization, and bandaging with round bandages according to what is equal.
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	However, it is necessary if the leg fracture is a foul one having many swelling spots that there be less extension and gentler alleviation through your treatment.
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the leg there is something from the operation above the arm: and it is, that when you equalize the stars, and complete all your operation, then take two strips of pine wood, which is used in the making of windowsills that are placed under tables: and they are made from spoon-shaped palings: and choose among them those with a small thickness, nor be they minute: and let their length be according to the length of the leg from the knee down.
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then wrap each one around with two wraps, second by its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	And place one part of the leg on one side and another on the other side: and let them be from the knee down to the foot.
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then tie the two strips together in three places, at both ends and in the middle.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	For when it is tightened, the leg bends to the right and left, and stands in a good position.
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And now indeed apply a splint made of wood according to the length of the leg, and place the leg in it, so that it may be preserved from movement.
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	And very much indeed you should do this in a fracture when there is a proper wound with it.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Then observe the leg every day, and strive with utmost diligence to prevent suppuration, or swelling, or other things.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	If then something happens from those things, then apply to it what is needed until it heals, if God wills.
De fractura ossium Pedis, et Digitorum.	On the fracture of bones in the foot and fingers.
Caput XVIII.	Chapter 18.
Calcaneo quidem non accidit fractura penitus.	Indeed, a fracture does not occur at all in the heelbone.
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	However, a fracture does occur in the bones of the foot and fingers sometimes, and even more so in the digits; and it does not occur to them except by attrition in many dispositions.
