Praefatio.	Here is the translation:
Cum ergo aliquis uult phlebotomari propter quemcumque modum sit: oportet, ut mundificet intestina sua ante phlebotomiam cum clisteri leni, si in eis est stercus multum retentum: ut non attrahant uenae apud phlebotomiam ex intestinis superfluitates putridas nocentes membris principalibus.	When therefore someone wants to be bled for whatever reason: it is necessary that he cleanse his bowels beforehand with a gentle enema, if much feces has been retained in them: so that the veins may not attract at the time of bleeding the superfluous putrid things from the bowels that are harmful to the principal members.
Neque phlebotometur patiens toctina, id est, satietatem nauseatiuam: neque crapulatus, neque euadens ab ebrietate, donec remoueatur illud ab eis.	Nor should a patient be bled who is drunk with excessive eating or drinking, nor one who is vomiting from excess, nor one who has just recovered from drunkenness, until that state passes away from them.
Neque infirmus cum hydropisi.	Nor should an invalid with dropsy be bled.
Et caueatur phlebotomia iterum post colicam passionem, et uomitum, et fluxum uentris, et multiplicationem coitus, et laboris, et exercitii, et uigiliarum, et ieiunii, et omnis quod dissoluit uirtutem ex re corporea aut animali.	And bloodletting should be avoided again after a colic attack, and vomiting, and diarrhea, and frequent coitus, and labor, and exercise, and wakefulness, and fasting, and all that dissipates the vital force from bodily or animal substance.
Deinde considera in subtilitate humorum ante illud, si sanguis est grossus cum cibis et potibus, et medicinis: si possibile est ei illud.	Then consider the subtlety of humors beforehand, whether the blood is thickened with foods and drinks, and medicines: if it is possible to do so.
Deinde introeat balneum, si non prohibet ipsum aliquid: aut exercitetur aliquo exercitio, ut subtilietur sanguis.	Then enter the bath, unless something prevents it; or engage in some exercise, in order that the blood may be refined.
Et pone phlebotomiam eius in pectore, circa tertiam diei, sicut diximus: et conare, ut euacuetur pectus eius illa die ex omnibus accidentibus animalibus malis: sicut angustia, et ira, et timor: et ex omnibus accidentibus corporeis, sicut labor, et poena, et superfluicoitus, et illis similia.	And put his bloodletting in the chest, on the third day, as we said: and strive to purge out his chest that day from all bad animal affections, such as anxiety, anger, fear: and from all bodily afflictions, such as labor, pain, excesses, and those similar things.
Et sedi suae faciat esse praesentes res cum quarum usu cucurrit consuetudo hominum ex aromaticitate, et odoramento, et tripudio et similibus illis per quantitatem possibilitatis.	And make the remedies of his own kind present with which custom has accustomed people to use through aromaticity, and scenting, and dancing, and similar things in proportion to the possibility.
Deinde sedeat phlebotomator super puluinari, quod sit altius quam puluinar phlebotomandi: postea extrahat brachium suum, et fricet ipsum phlebotomator manu sua bis, aut ter.	Then the phlebotomator should sit on a cushion which is higher than the one used for phlebotomy. Afterwards, he should take out his own arm and rub it with his hand twice or three times.
Deinde stringat ligamentum cum corrigia, et inuoluat eam bis.	Then he should tie a ligament with a belt, and wrap it around twice.
Et sit strictura temperata, quoniam strictura quando est inaequalis, aut per superfluitatem in strictura, tunc prohibet cursum sanguinis: aut in mollificatione, tunc etiam prohibet cursum sanguinis.	And let the constriction be moderate, for when it is unequal, or there is too much constriction, then it hinders the flow of blood; or if it is loose, then also it hinders the flow of blood.
Deinde post stricturam oportet, ut fricet phlebotomandus manus suas simul adinuicem, donec inflentur uenae, et declarentur sensui.	Then after the constriction, it is necessary for the one to be bled to rub his hands together evenly until the veins are inflated and become apparent to the sense.
Deinde abstergat phlebotomator phlebotomum cum pauco oleo, antiquo proprie.	Then the phlebotomator should wipe the wound with a little old oil, properly.
Deinde ponat digitum suum indicem manus sinistrae super ipsam uenam sub loco cuius phlebotomiam uult, parum: ut non fugiat uena, et cassetur percussio.	Then he should place his index finger of the left hand on top of the vein at the spot where he wants to make the incision, slightly so that the vein does not flee and a blow can be struck.
Quoniam ex uenis est quam inuenis sicut chordam fugientem apud phlebotomiam: et ex eis est quae est plena uentositate: et quando ponis phlebotomum super eam, contrahitur sub phlebotomo, et decipitur phlebotomator, et non aperit phlebotomus uenam: et si aperit eam, est stricta: propter illud ergo oportet, ut firmetur phlebotomator, et sit sollicitus in his rebus omnibus.	For just as the string flees from the phlebotomist during surgery, so too do the veins flee when one places the phlebotomy instrument on them. And there are some that are full of wind: and when you place the phlebotomy instrument on it, it contracts beneath the phlebotomist, and the phlebotomist is deceived, and the phlebotomy does not open up the vein; and if it does open up, it is constricted. Therefore it is necessary for the phlebotomist to be firm and attentive in all these matters.
Deinde deponat phlebotomum.	Then he should remove the phlebotomy instrument.
Si ergo aperitur uena ex uice una, tunc bonum est.	If the vein opens up on one side, then it is good.
Et si non, tunc itera illud uice alia sub illo loco parum, aut supra ipsum cum festinatione: si non apostematur locus.	And if not, then do the same thing on the other side a little bit away or above it with haste: unless the spot becomes inflamed.
Quod si apostematur, aut expauescit infirmus, tunc dimitte eum die, aut duobus diebus: et non stringat ligamentum.	That if it becomes inflamed or swells up with disease, then let him rest for a day or two: and do not bind the bandage.
Fortasse enim attrahet apostema calidum.	Perhaps it will attract a warm abscess.
Neque ingrediatur balneum.	Nor should he enter the bath.
Deinde iteret phlebotomiam, si amat.	Then he will repeat venesection, if desired.
Quod si apertio est parua, aut currit sanguis subtiliter: et times ut non egrediatur ex sanguine quantitas quam uis: tunc itera phlebotomum in foramine ipso secundum rectitudinem, et adde in operatione parum.	But if the aperture is small, or the blood flows thinly, and you fear that not enough blood will come out: then repeat venesection in the same opening, following its natural direction, and add a little to the procedure.
Et fac illud cum festinatione, antequam apostemetur locus, apostematus enim locus est in multis hominibus apud operationem paruam.	And do this quickly, before the area becomes inflamed, for an inflamed area is a common occurrence in many people during a minor procedure.
Si ergo uides ipsum iam apostematum, tunc non iteres super ipsum omnino, non enim excusat apud te aliquid.	If therefore you see it already inflamed, then do not repeat the procedure at all on it, for nothing excuses itself with you.
Et pone super ipsum aliquid ex faece olei: quoniam alleuiat cursum sanguinis.	And place something from oil and dung over it, because it will ease the flow of blood.
Et est melior in hoc loco quam oleum ipsum, et quam reliqua olea.	And it is better here than oil itself, and than other oils.
Et similiter administra faecem olei in omni phlebotomia tua, qua phlebotomas uenas apud prohibitionem cursus sanguinis: et faciunt illud tyriaca alfarach, et sagzenea, quando ponitur ex una earum super locum.	And similarly administer oil and dung in all your venesections, where you make incisions to stop the flow of blood; and it is called tyriaca by Alfarach, and sagzenea when one of them is placed over the area.
Sanguis enim subtiliatur et resoluitur, quando est grossus.	For blood becomes thinner and is dissolved when it is thick.
Quod si accidat in loco phlebotomiae apostema magnum, nam multotiens accidit, praecipue ei qui non est phlebotomatus nisi uice illa, aut est apertio uenae parua, tunc propera et pone super locum spongiam infusam in aqua et sale, calefacta parumper: et stringe eam hora una: quoniam soluitur.	For if a great abscess occurs at the site of the venesection, which often happens, especially to those who are not accustomed to it except for this occasion, or if the opening of the vein is small; then hurry and place a sponge soaked in water and salt, warmed slightly, over the area, and bind it for one hour: because it will dissolve.
Et oportet, ut facias illud post exitum sanguinis ex uena ipsa, cum complemento sui, aut ex uena alia.	And it is necessary to do this after the blood has stopped flowing from that very vein, when its flow is complete, or from another vein.
Quod si remanet in loco post dies aliquid nigredinis, aut uiriditatis, non nocet illud: et si uis, pone super ipsum aliquid aloe, aut myrrhae solutorum: aut aliquid ex succo menthastri, id est, calamenti aut simile illius.	And if something remains at the site after a few days, whether it is black or greenish in color, it does not harm; and if you wish, place something over it from aloes, or myrrh solvents, or something from the sap of calament, that is, like menthe.
