Praefatio.	Here is the translation:
Neque phlebotometur mulier praegnans, nisi a mense quarto usque ad septimum.	Nor should a pregnant woman be bled except from the fourth month to the seventh.
Neque phlebotomentur senes, qui iam pertransierunt sexaginta annos.	Nor should old men who have passed sixty years be bled.
Cum ergo aliquis uult phlebotomari propter quemcumque modum sit: oportet, ut mundificet intestina sua ante phlebotomiam cum clisteri leni, si in eis est stercus multum retentum: ut non attrahant uenae apud phlebotomiam ex intestinis superfluitates putridas nocentes membris principalibus.	Therefore, when someone wants to be bled for any reason whatsoever, it is necessary that he cleanse his bowels beforehand with a gentle enema if there is much retained feces in them: so that the veins are not attracted at the time of bloodletting by superfluous putrid things from the intestines which are harmful to the principal members.
Neque phlebotometur patiens toctina, id est, satietatem nauseatiuam: neque crapulatus, neque euadens ab ebrietate, donec remoueatur illud ab eis.	Nor should a patient who is thirsty, that is, one who has satisfied their nausea; nor one who is drunk or recovering from drunkenness, until that is removed from them.
Neque infirmus cum hydropisi.	Nor should an invalid with dropsy.
Et caueatur phlebotomia iterum post colicam passionem, et uomitum, et fluxum uentris, et multiplicationem coitus, et laboris, et exercitii, et uigiliarum, et ieiunii, et omnis quod dissoluit uirtutem ex re corporea aut animali.	And bloodletting should be avoided again after the experience of colic, vomiting, and diarrhea, and after excessive copulation, labor, exercise, watchfulness, fasting, and all that dissipates the power from bodily or animal substance.
Deinde considera in subtilitate humorum ante illud, si sanguis est grossus cum cibis et potibus, et medicinis: si possibile est ei illud.	Then consider the subtlety of the humors beforehand, if the blood is thick due to food and drink and medicines: if it's possible for him.
Deinde introeat balneum, si non prohibet ipsum aliquid: aut exercitetur aliquo exercitio, ut subtilietur sanguis.	Then let him enter the bath, unless something prevents it: or let him exercise some kind of exercise to subtletize the blood.
Et pone phlebotomiam eius in pectore, circa tertiam diei, sicut diximus: et conare, ut euacuetur pectus eius illa die ex omnibus accidentibus animalibus malis: sicut angustia, et ira, et timor: et ex omnibus accidentibus corporeis, sicut labor, et poena, et superfluicoitus, et illis similia.	And let his bloodletting be done in the chest area, around the third day, as we said; and try to purge his chest that day of all animal evils: such as anxiety, anger, fear; and of all bodily evils: such as labor, punishment, superfluity, and similar things.
Et sedi suae faciat esse praesentes res cum quarum usu cucurrit consuetudo hominum ex aromaticitate, et odoramento, et tripudio et similibus illis per quantitatem possibilitatis.	And let it make present those things which are of its own kind with the customary use of men from aromatics, and odors, and music, and similar things in proportion to their possibility.
Deinde sedeat phlebotomator super puluinari, quod sit altius quam puluinar phlebotomandi: postea extrahat brachium suum, et fricet ipsum phlebotomator manu sua bis, aut ter.	Then let the bloodletter sit on a cushion which is higher than the cushion of bloodletting. Afterwards, he should draw out his own arm and rub it with his hand twice or three times as the bloodletter.
Deinde stringat ligamentum cum corrigia, et inuoluat eam bis.	Then let him tie the bandage with a strap, and wrap it around twice.
Et sit strictura temperata, quoniam strictura quando est inaequalis, aut per superfluitatem in strictura, tunc prohibet cursum sanguinis: aut in mollificatione, tunc etiam prohibet cursum sanguinis.	And let it be tempered with a knot, because when the string is unequal, or through excess in the string, then it hinders the flow of blood: or if it is too loose, then also it hinders the flow of blood.
Deinde post stricturam oportet, ut fricet phlebotomandus manus suas simul adinuicem, donec inflentur uenae, et declarentur sensui.	Then after tying the knot, it is necessary for the bloodletter to rub his hands together simultaneously until the veins are inflated and declared to the sense.
Deinde abstergat phlebotomator phlebotomum cum pauco oleo, antiquo proprie.	Then let the bloodletter clean the bloodletting instrument with a little old oil properly.
Deinde ponat digitum suum indicem manus sinistrae super ipsam uenam sub loco cuius phlebotomiam uult, parum: ut non fugiat uena, et cassetur percussio.	Then let him place his index finger of the left hand on top of the vein at the place where he wants to make the bloodletting, a little bit away: so that the vein does not flee and the stroke may be made.
Quoniam ex uenis est quam inuenis sicut chordam fugientem apud phlebotomiam: et ex eis est quae est plena uentositate: et quando ponis phlebotomum super eam, contrahitur sub phlebotomo, et decipitur phlebotomator, et non aperit phlebotomus uenam: et si aperit eam, est stricta: propter illud ergo oportet, ut firmetur phlebotomator, et sit sollicitus in his rebus omnibus.	For from veins there is one that flees like an escaped string at bloodletting: and among them there is one that is full of windiness. And when you place the bloodletting instrument on it, it contracts under the bloodletter, and the bloodletter is deceived, and the incision does not open the vein: and if it does open it, it is constricted. Therefore, it is necessary for the bloodletter to be firm and vigilant in all these matters.
Deinde deponat phlebotomum.	Then let him put down the bloodletting instrument.
Si ergo aperitur uena ex uice una, tunc bonum est.	If then the vein opens on one side, then it is good.
Et si non, tunc itera illud uice alia sub illo loco parum, aut supra ipsum cum festinatione: si non apostematur locus.	And if not, then do that same thing on the other side a little bit away or above it with haste: if the place does not become inflamed.
Quod si apostematur, aut expauescit infirmus, tunc dimitte eum die, aut duobus diebus: et non stringat ligamentum.	If he swells up or grows inflamed, then let him rest a day or two; and do not tighten the bandage.
Fortasse enim attrahet apostema calidum.	Perhaps indeed it will draw forth the abscess' heat.
Neque ingrediatur balneum.	Nor should he enter a bath.
Deinde iteret phlebotomiam, si amat.	Then let him undergo bloodletting, if he likes it.
Quod si apertio est parua, aut currit sanguis subtiliter: et times ut non egrediatur ex sanguine quantitas quam uis: tunc itera phlebotomum in foramine ipso secundum rectitudinem, et adde in operatione parum.	What if the opening is small or the blood flows thinly: and you fear that not as much blood will flow out as you wish: then perform the bloodletting at the very same spot in accordance with the right path, and add a little to the procedure.
Et fac illud cum festinatione, antequam apostemetur locus, apostematus enim locus est in multis hominibus apud operationem paruam.	And do it quickly before the abscess forms, for many people experience an abscess during a minor operation.
Si ergo uides ipsum iam apostematum, tunc non iteres super ipsum omnino, non enim excusat apud te aliquid.	So if you see that it has already become an abscess, then do not bleed into it at all, for nothing excuses it in your presence.
Et pone super ipsum aliquid ex faece olei: quoniam alleuiat cursum sanguinis.	And put something from oil and dung on top of it, because it will ease the flow of blood.
Et est melior in hoc loco quam oleum ipsum, et quam reliqua olea.	And it is better for this place than oil itself, and than other oils.
Et similiter administra faecem olei in omni phlebotomia tua, qua phlebotomas uenas apud prohibitionem cursus sanguinis: et faciunt illud tyriaca alfarach, et sagzenea, quando ponitur ex una earum super locum.	And similarly administer oil and dung in every bloodletting of yours, by which you perform phlebotomy at the prohibition of the flow of blood: and they do that with tyriaca alfarach, and sagzenea, when one of them is put on top of the place.
Sanguis enim subtiliatur et resoluitur, quando est grossus.	For blood becomes thinner and dissolves when it is thick.
Quod si accidat in loco phlebotomiae apostema magnum, nam multotiens accidit, praecipue ei qui non est phlebotomatus nisi uice illa, aut est apertio uenae parua, tunc propera et pone super locum spongiam infusam in aqua et sale, calefacta parumper: et stringe eam hora una: quoniam soluitur.	What if a great abscess should occur at the site of bloodletting, for it often happens, especially to those who are not bled except by that method, or when the opening of the vein is small: then hurry and place a sponge soaked in water and salt, warmed up slightly, on top of the spot; tie it there for one hour: because it will dissolve.
