Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	Then the sticks from which most of them are made should be made of different types of wood, some flexible and others not; or of palm branches; or of bamboo; and the length of each stick should match its shape and size.
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However, the stick that is paused over that fracture should be a little thicker and closer to the other sticks than any of them; and its length according to the size and curvature of that limb; and stretch it gently, as we have said about curvature; and it is that tightness according to the location of the fracture, and how much further it is from the fracture, so make that tightness.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	Then the strings should be both thinner and softer, and if they are thick, do not pause them with other thick things; for it is a great mistake to feel the tightness equally with fingers that have been stretched;
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And very thin strings are not appropriate either, because you will not be able to feel the tightness with those strings; and it is not convenient that there be a gap between one stick and another:
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is led by the ends of the sticks to feel the tightness in those locations, then pause with stop-leopard or woolen thread between them until that area does not cause him any injury.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some types of fracture are caused by a sharp blow, and this causes a rupture in the tendon, and I remember that one on the Capitol according to its uniqueness.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And you should know that a broken limb is not stretched with sticks on the first day; for if the limb is large, it will not be able to pause over them until after three, seven, or more days, according to your safety in the event of swelling causing injury.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the way that the ancient surgeons used to treat; they paused over a fracture and dislocation and twist.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Method of applying plaster as a shower for fracture treatment, complex in nature and mostly used for females and children, because it is not hot like water; and that is because you take powdered molasses, and this is the flour's medulla, which causes the movement of the millstone in the parts of the stone.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	Then prepare it as such, not with thin or soft cloth, but rather with the thick and coarse fabric of hemp, and use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another way to patch up fractures, dislocations, and twists: take a paste of asafoetida, lapdanum, acacia, fennel, and milky oak salve, all of which are said to be good for thousand dragons; of myrrh and aloes, one dragon; all of which should be finely ground and mixed with hot or cold water or milk depending on the condition of the patient's body. And then use this paste, since it is a good composition that gently restores broken bones, and gives strength to many people.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another way to make paste for fractures and twists: take a little milk of an almond tree, a dragon of myrrh, a dragon of aloes, a dragon of fennel, and half a dragon of white poplar sap; all of which are said to be good for thousand dragons.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All of them are made in a mortar to form a paste, and they are mixed with water or milk to make an ointment, and it is administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Method of applying plaster to joints and separated bones from their locations, and also for pain caused by cracks and fractures: Take woolen thread and dip it in vinegar and oil, then pause it over the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	It is not useful for this treatment, or to relieve pain caused by swelling or injury.
