Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if there is a separation of the neck of the bone or some other cause that has already been separated from it, then cut off the hair on the neck and tighten it with a knot, and adjust the two lips of the wound, either sewing them if they are large; and if there is some inflammation in the wound, heal it with an ointment.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if the last bone of the jaw is broken and it is the end of the fracture, then cut off a little hair from the back of the head, and join the bones together as much as possible with wires; and if you have them, place them in a pad, and tighten it; and pause a pad over it, and wrap it up tightly, and if you do not have one, wrap it up tightly.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel that the jaw is broken in him, then cut off a little hair from his back and tighten it to join them together; and if there is an inflammation in the wound, heal it with a cure that precedes.
Capitol .x.	Chapter X.
De restauracio de la ancha.	Of the restoration of the width.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the width are to be joined together, and if they break, then consider that their fracture is only a communication in their extremities, which are divided in the middle; and the patient feels pain at the place where it breaks, and his back is stupified when it is broken.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the patient' cure is that you put your hand on him, over the fracture, which is the shape of his body.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is only at the end of him, then you are dressed with a second garment, which is joined to his shape in the middle, and it covers up to the fracture.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is long or has already declined to the split legs, then you are to make the patient lie on his stomach, prepared for your restoration of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then when you have joined him, place a pad on it, and then place the cloth over that, and tighten it with a knot; and if you are afraid of any movement or removal of the stelha, do not tighten it so much.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And if you have joined the shape with water that fills it, place a pad on it, so that the patient's shape is not tight, and order the patient to sleep on his two legs or open his side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if there is swelling in him, then you stop his extension and cure in the middle of it, and place a pad on it that is to be heated; and if you want to restore him, do so with thread, and tighten it well; and if you want to heal the swelling, apply an ointment.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if there is a separation of the bone or they are broken, then you join them together.
Capitol .xi.	Chapter XI.
De restauracio de la fractura del adjutori.	Of the restoration of the fracture of the jaw.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The adductor is that which joins the shoulder to the top of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, your cure of him is in two ways, the one of which you take a long cloth and wrap it around his body; and the other that you take a short cloth and wrap it around him.
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And bind them in two ends of a thread, and hang them from a high place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And let the patient sit on a chair; and then lift his broken arm over a long cloth, so that it reaches to the top of his shoulder in the middle of which you join it to the body by a curve of the cloth; and if your hand is broken, heal it with an ointment.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And let it hang over some difficult cause, or the patient eat meat in the split legs; and then let them drink soup that is hot, so that the fracture heals according to its shape; and if the fracture turns back, consider that you have done a mistake.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other way is that the patient be raised up on a chair, and his hand be suspended by a thread, and if your hand is broken, heal it with water, which is to open the fracture with water; and let each of them hold the sides of his body.
