Ayssi comensan las paraulas de Albucasim .	"Ayssi begins the conversation with Albucasim."
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	If the three subtle bones are tripped up, then the game is transformed into Dennent. (Note: "Dennent" seems to be a misspelling or incorrect term in this context. The correct translation might not make sense without proper context.)
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	If your bones have become too large and you've grown from those causes that are not within my care or control.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	In accordance with that period, Emperor Augustus established administrative, economic, and legal control over the ships according to the law of the fleet.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	"May your empire crumble, if a lazy crack in the ankle doesn't cause enough pain and swelling, extend it gently, and relieve you of your virtue."
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	In the change of position is any cause for operation on the arm, and it occurs when you twist the spinal column and complete the entire procedure, which will later lead to fractures in the bones of the pelvis that are dislocated sideways, leaving open wounds as a result. Extend your palms along those bones, which require less force than others, and avoid injuries from the hamstrings; their length should be proportional to the height of the change, both inside and outside the joints in motion.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	Encapsulation refers to wrapping each piece in two envelopes according to its length and placing one on the top of one side and the other on the opposite side, with these being inserted inside the bottom part of the package.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	Here are the two legs in three locations of extreme points and at the middle point, however, this structure is prohibited from tilting to the right and left sides, and it is considered good for its positioning.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	I manage a beam of wood according to its length along the curve of the crane; and let it rest at that point on the curve in order for it to maintain its movement.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	It seems like you're expressing frustration and emphasizing that a certain issue is particularly bothersome to you. If you can provide more context or details about the problem at hand, I would be better equipped to offer assistance or advice on how to address it effectively.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	Every day you consider the change and study it in relation to its long-term effects, while observing for any signs of inflammation or other symptoms; if you notice any related issues arising, then promptly seek help from a doctor who can address the underlying cause.
Capitol .xvii.	Chapter XVII
De la fractura del talo e dels osses del pe e dels ditz.	The translation of the given phrase in Spanish to English is "from ankle fracture and bones of the foot and fingers." This refers to injuries involving breakage (fractures) of specific body parts, namely:
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	A talus bone does not usually experience complete fractures; however, it can suffer partial fractures in some cases, and these are rarely the result of direct trauma to the ankle area. Instead, such injuries often occur during displacement in the months following the injury.
