Ayssi comensan las paraulas de Albucasim .	Ayssi learns words from Albuquerque.
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	The spinous process has returned to its original position and the location is identical again; in some cases, pauses are required to reinforce excision of an albumin fracture, and a stopop is placed; then the pause is applied using the stiffening element of a table with which length varies by three inches or more and width is equal to the quantity needed for the height of the vertebrae, and over the location of the spinous process.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	Upon careful observation and based on what has been mentioned, use the subtle effects of malnutrcuition to maintain good health.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	There is no immediate danger at the site after sanitation, but there should be continuous monitoring and administration of disinfecting medicines that may last for a long time, which we have recommended; already administered in that location with a layer of lead.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	Some cases of acute appendicitis present with pain in the latter part of the second ribs, and it is related to that displacement; this bone is which already predisposes so that you don't need such a procedure for this treatment, because it greatly increases your risk of mortality.
Capitol .xxxi.	Chapter XXV. The Capital City
De curacio de anca dislocada.	Treatment of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	It should be known that the joint of the shoulder and the joint of the muscle do not only result in dislocation but also lead to conditions such as inflammamoins, ligament tears, tendonitis or other injuries caused by minor movements and deformations. Other factors can cause similar issues at different joints with slight mobility changes and concavities.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	The fracture is displaced according to four directions; it can be displaced towards the inside (medial), outside (lateral), in front of or forward (anteriorly), or behind or backward (posteriorly).
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	The majority of it is displaired to the front parts, and little to the back or side parts.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	Sign of the displacement from the left to the right sides is four, when you adjust the sick bed towards the healthier side, it becomes longer and more prominent than that of the sane, and the illness cannot double its pace; instead, it must be spoken through your words. And it is the place where one should administer the ointment of healing balm for swelling caused by inflammamoines, so that the head of this affair has arrived here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	The sign of that which causes displacement to the parts outside is that its effects contradict this incident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	In the sign of the man to whom dislocation occurs at the fore limbs beyond his reach according to the standard complement, but not exceeding that pain which is in the hindquarters; and if he proceeds on foot and cannot go towards the fore limbs; his urine is retained and his gait is lame, so you must walk him on level ground.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	Sign of the tree to which a dislocation occurs in its parts behind is that it does not expand at the knot, nor pulls up to bend that branch twice as much, and the cambium on one side is more swolpress than the other, and the collar is softened, and the top of the trunk is towards that location.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	The reduction of spices in this displacement is that you consider, at times, if the displacement is old and ancient, which has already become outdated according to your administration's policy on reductions, then it is not necessary for there to be a compensation in that situation; therefore, no need to make any further adjustments.
