Ayssi comensan las paraulas de Albucasim .	Aysa started learning the language of Albucasim.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	A pause upon the goat at the place of that broken twig, and places a stone on those bones.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Fill the glass bottles between the bottom and upper shelf of the cupboard with molten wax, to ensure that the extraction is properly sealed.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	E is to be commenced with a bandage being wrapped around the area of the fracture, covering three or four envelopes, and as you move away from the location of the fracture, the tightness of the bandage should become lesser, looser, and moister.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Article II - Extent of the Property: The boundaries of this property shall extend to and include all partitions, lots or parcels described in the aforementamo (aforementioned) deed that are situated therein up to the stakes placed on the boundary line. Both ends of these partition lines will be marked by stone markers, which are established so as not to encroach upon any neighboring property's territory.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Article 2 - Safety Measures and Liability for Damages Arising from Corrosion or Inflammeby of the Membrane Causes Similar to Those Specified Herein; Rectification by Party Responsible
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	In the event that Mays suffers from an injury to his/her bone for which a cast is required, he/she should seek medical attention as soon as possible. If not possible at that time, he/she should apply pressure on it and keep it elevated until able to see a doctor. Treatment will then be determined based on the nature of the injury and its severnity.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	Some repairs are made to this boot crack by using patches that are adhered to the sole in a similar manner as we have mentioned for straps and on the wrist.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	However, in the restoration of health in such manner made it does not lead to a lingering illness; and if restored alone, another water should be applied to the other container, then after some time it becomes necessary that the one from which it was taken will relapse into illness.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	Coyotes are typically pregnant for about 63 days or a little more or less; the exact duration depends on various factors and circumstances.
Capitol .xv.	Chapter XV - The Journey Begins
De restauracio de la fractura de la rodela del denolh.	Treatment of the pelvic fracture in a female patient.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	Knowing the impact of the cannonball on the target area, aim more accurebly towards the towers that have been erected there.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	Mayse has hurt your leg; it's not a fracture but rather a sprain or bruise in the area, and that is quite painful to you, so all this relates to your current feeling of discomfort.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	The restoration of water sources should be conducted as much as possible to restore the quantity and quality that they have lost, based on what is reported by their users so that it can be added and combined in a fair, convenient, and efficient manner.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	Bite into that soft bread with the round crust, as if you were savoring its taste; and grip it firmly to keep enough water for convenience.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Article E prop considers all the measures previously recommended in other sections, as well as for bruises and similar injuries that occur due to any accident which is appropriate within its scope until it has healed.
