Ayssi comensan las paraulas de Albucasim .	I start learning words from Albuquerque.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	The apple's fall has been postponed due to its desire for lively motion, and thus it chooses to rest on its side instead.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	The fracture has been set in either thirty or thirty-two days, and all that remains is done according to the complexity of the case and the instructions of the surgeon.
Capitol .xiii.	Chapter XIII: The Capital City
De restauracio de fractura de la pinche de la ma e dels ditz.	The clinical history of a femoral shaft fracture with associated injuries.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	You should know that the old man's wife and their grandchildren often break things on purpose, but do not get upset about it as these are just playful acts.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	Evan accidentally broke or twisted his ankle, so he had to stay off of it completely for several weeks according to the principle of rest and recovery, and then gradually increase activity on that extended leg.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	The minister may extend the broken bones and provide equivalent care to those who are similarly situated, enspectively for a good outcome.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	Two hours later, apply medical plaster and bandage to the wound if there is no risk of infection; then wait for a few days according to the extent of the injury, and now wrap that area with gauze or fabric.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	Mays the grip is in the parts of those who desire to win, and then it appears as if they were holding onto a rope, and commands the villain that he should raise his clenched hand high; therefore, be lifted along with the long cord.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	E is the chair with metal arms where one may lie down to ensure that the body remains applied to the palm, and stretch it accordingly.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	The fracture is beyond the documents, which you can find in your possession or another document from the previous party's files; therefore, may it be open and straight; and place a marker at the beginning of the scroll as when it is unrolled between the labeled sections.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	If you crack an acorn's shell and find the nuts inside, then say "he goes out," it will grow according to its shape with its stem attached at the palm, and if you want, pinch a small straight twig so that the fracture is elevated and not misaligned.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	If the crack is in one of those mentioned, so it would be similar to that in the index or middle finger, or ring finger, or little finger - then let them follow what has been said about such; or they can all join together as a continuous whole, which is better; or pause on that small step, just as we have said in the previous paragraph.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	E considers in your restaurant the position of caution and prevention—in accordance with your policy—regarding any incidents that might arise due to those causes as outlined in our narrative.
Capitol .xiv.	Title: Capitol XIV - The Tides of Power and Intrigue
De restauracio de fractura del os de la coyssa.	Bone healing from a fracture in the tibia (shinbone).
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bones of the executed man were broken and it was declared, according to what he converted to, at the foot of the highest authority.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The healing of Luke takes place in the same manner as Lamech's; his lamentation is strengthened over the fracture and another lament after the fracture, and illness has laid low on its belly and face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	The minister extends the entire treatment according to the quality, when the fracture is in the middle region of the bone.
