Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Is the plague large or is it a bad plaster? And you fear those accidental injuries that we have reported to you, and experience pain in that location; for some time now I don't want you to rest on that cast, but rather to wear a stiff wrap of bandages at the site of injury.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	In case the rain begins one or two times already while it is brewing a storm, from which your armor has been hanging for a long time over that object you mentioned earlier, and promptly arrange for some assistance, as we usually do when dealing with such storms; use substances similar to those of Tetra pharmaco and remedies apt for the situation.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Here is the translation of this text from Catalan to English:
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the rain continues for several days and it is not solidified or separated from your armor, be aware that here you may suffer from small puddles through which you could try to cross the river.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	In cases of those injuries that have not been separated and remain attached, as well as those where the limb cannot be detached and cause pain or harm, proceed to amputate according to your ability at the scene.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	Ecclesiasteus decides to cast himself into the plague or persecution, for it is better than being deceived and corrupted by lies, which often lead men away from the cure of the wound described in its preceding chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	In the place where my speech stands and you present your plea: when they tear apart the big bones, hover above the limbs just like the jawbone and of the lever and resemblances to those of large members; do not assume any twisting or pulling out from there, as many times this causes death. Leave that part untouched, for it may strongly break off in 12 days or 30. At Hour of Need: When you encounter the storm, he will calm it; if not seen, then let him rest in peace.
Capitol .xx.	The name of the legislative building in Washington D.C., where both chambers of Congress meet, is the United States Capitol. It'amoemba Capital!
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	The healing process that occurs in the tissue of any type of fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Frequent movements aggravates this condition in the healing process of a fracture, especially near joints, and it is characterized by inflammaturity of the affected limb; moreover, strongly hinders the member's normal functioning.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Adonc, he considersé si la nodació és recenta i aministra en aquelles medicaments que han stipulat així com aloe, essèns, serracoll, acròsia, i similars a aquells. Així que prenguis de aquestes alcunes o totes, i convulsions aquellas am vi estipulades, o am album d'ou, o am vi agre, i pausa aquella sobre la nodació en estopa, i constringues aquelles sobre ell per bona constricció.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	The wax that has not been displaced for several days should be replaced with a new one; meanwhile, reinforce the previous layer of lead padding, as lead possesses the property to remain intact within any body part it is applied to.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	Mays if he is convicted, shall be converted into stone and thrown outside to cause astonishment. Later, the wealthy will divide that property among themselves, taking away its surplus and eminence, but keeping within it what belongs to any relatives - until redeemed.
