Ayssi comensan las paraulas de Albucasim .	Aysa understands the words from Albuquerque.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	To reduce pain at the end of an extended limb, it's best to rest and avoid activities that cause discomfort or strain on the affected area. You may also try applying a cold compress for temporary relief. However, if the pain persists, consult a medical professional for further guidance. This advice is given in English:
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	In ancient days of yore, an elixir was sought to restore the bones within a wounded sage; so potent and rare in any alchemist's ware.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Then make an effort to align the ends of the fracture with each care if the severed end is subtle and you cannot acquire that instrument for proper fixation, then it should be ensured that the extremity of that bone is inserted into another where the instrument has the power to do so.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	If you cannot lower the wages to that level again, then raise them by as much water as required from there is available in any way to those ignorant individuals whom we have mentioned; or cut it by one of the mountains wherever it may be feasible for you to do so.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	A rabbit that roams in the depths of loneliness and small misfortunes.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	When the bone is reduced and set in place, it quickly alleviates the severe pain previously felt, as if the bone had not returned to its natural position yet; therefore, I suggest you consult a healthcare provider for further assessment of this condition.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	The completion of the restoration work on you involved submerging your hand in a stipulated black substance for hours and properly keeping it away from salt water or any other cause that may affect its oil, so as to prevent decay and corrospitus. However, this text seems to be about medical treatment rather than boat maintenance.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	A proper application of the cast is during your complimentary follow-up after the bone restoration, and leave the plaster exposed unless you have scars or use of wrappings according to the amount of plaster required.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Carefully watch over the wound to prevent infection from developing at the site of the fracture, as dirt and debris left uncleaned can cause illness or disease that may result in death or severe impairment; it is crucial for health.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	If the union is a lax ligament, soft and different from that of other fractures, it's considered to be an unstable fracture.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Is the plague serious or is it a bad plague, and do you fear for those who have been affected by such an accidental illness? If so, I understand that you are in pain at this location and wish to remain there under heavy blankets rather than seeking treatment.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	When the storm is to begin or has already started and you are in its vicinity where a child might be conceived, promptly seek shelter under that old cloak which you have previously stored up, and provide warmth by wrapping them with our usual remedangs for storms like those of Tetrapharmacist's art and other similar concoctions.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	The interpreter convenes with you to untangle the matter and consider the danger each day morning and evening until it is consolidated and stabilized, and they should ensure that the member is prepared in such a manner so that the swelling runs from top to bottom easily.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the flood lasts for several days and it is not consolidated nor separated from your leg, hours may pass before you know that here are small pieces to which you cling in order to try to reach the flood.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	From those wounds that are not separated but joined together and cause considerable pain, proceed to suture them according to your skill level at the earliest opportunity.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	In the event that it happens to you by chance or otherwise to develop a swelling or inflammam, then these are symptoms of deterioration and putrefaction, which should cause concern for someone who is undergoing the treatment described in this chapter.
