Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other method of operation is easier and far from pain, as Galien and Laузec performed with great skill; this is what he said: it's necessary for you in the beginning to start uncovering the part of the bone in the spot where the fracture is more violent and more obvious. Once you have discovered that part and placed your hand on the tip of this instrument that moves slowly and happily, here's how to proceed:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	And that the conical part is hard and does not touch any organ, while the sharp part is at your fingertips in two directions along its length, as you have seen; that the conical part should be close to the artery against the face of the sharp part when it meets the bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then strike the cutting instrument from one side with a slight force until you cut all the bone at ease as it has moved, and be sure of your balance so that it doesn't hit in any way the accident you fear; indeed, if the surgeon14 was the root cause of all these things and the most ignorant of them; certainly, if he was asleep.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	And when any organ attached to the bone of the patient is broken in certain parts of the bone, strike that from you at the tip of this conical instrument, and remove it easily; what is removed from you is free of your nerves and arteries.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the bone's fracture doesn't penetrate into the skin, and what is separated or remains of the bone is its surface, with its roughness and delicate parts, then take care to smooth that roughness and eliminate those delicate bumps with small razors you have prepared for this purpose, in various quantities so that it's possible for you to apply these according to their convenience and use the right pus from them as per where you lose your operation on this broken bone and its figure.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And ensure that when you start to manage the bone with your razors, you use more of the coarse pus from those razors. Then proceed using the delicate pus of it, and don't stop doing this until you've been able to administer the coarse pus and the delicate pus of all these.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	And similarly in any other small blood vessel or subtle fractures, ensure that you provide treatment according to what you lose when correcting it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And this is why the treatment isn't applied over all those who have studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And we have shown on what we've written about large fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the skin gets stretched when you excavate the bone, then take cloth according to the size of the wound, immerse it in oil rubbed on, and place it over the wound's opening; and then take another piece of cloth folded or triple-folded, immerse it in vinegar and oil rubbed on, and place this over the first layer, providing a gentle pressure that doesn't hurt the artery. And then apply lard to this area, without pressing too hard, just enough as per what is required by the wound alone.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave it with this treatment for one or two days until you are sure of the abscess rupturing; then remove it and start administering medicines that prevent excessive drying, such as linseed oil, flour of wheat, powder of ashes and aristolochia, and other similar remedies.
