Praefatio.	Prologue.
Quando ergo aequaueris ipsam, pone super ipsam emplastrum: deinde pone super ipsam astellam ex ligno, aut ex cute: et stringe strictura super quam non timeas permutationem fracturae, neque remotionem astellae.	Therefore, when you have aligned it, place upon it an emplaster; then place upon it a splint of wood or leather; and bind it with bandages so that you may not fear the displacement of the fracture nor the removal of the splint.
Et aequa concauitatem illorum cum eo quod impleat eam, donec capiat eam strictura secundum aequalitatem: et praecipe infirmo, ut dormiat super dorsum suum, aut super latus suum sanum.	And equalize the cavity of them with that which fills it until it accepts the binding according to its equality; and instruct the patient to sleep on his back or on his sound side.
Si autem accidat ei apostema calidum: tunc cessa ab extensione eius, et ipsius restauratione, donec sedetur apostema calidum: et pone super ipsum quod sedet ipsum, secundum quod praecessit, deinde redi ad restaurationem eius: et stringe ipsum sicut oportet.	But if a hot abscess occurs to him, then cease from extending it and its restoration until the hot abscess subsides; and place upon it what sits upon it according to what preceded, then return to its restoration: and bind it as is necessary.
Si uero accidit in osse satagie, aut comminuitur, extrahe.	But if there is a crack or fragmentation of the bone, remove it.
¶ De restauratione fracturae Adiutorii.	On the restoration of fractures of the hand.
Caput XII.	Chapter 12
Adiutorium est illud, quod est inter cubitum usque ad caput Spatulae.	The hand is that which is between the elbow and the head of the ulna.
Si ergo frangitur, tunc restauratio eius est secundum unum duorum modorum.	If it breaks, then its restoration is according to one of two methods.
Quorum unus est: ut accipias lignum planum mediae grossitudinis, secundum hanc formam, quae sequitur.	One method is: take a flat piece of wood of medium thickness in this shape which follows.
Et ligentur in duabus extremitatibus duo ligamenta.	And two ligaments shall be attached at both ends.
Deinde suspendatur ex loco eleuato: et sedeat infirmus super sedem.	Then it shall be suspended from a raised place, and the patient shall sit on a chair.
Deinde proiiciat brachium suum fractum super lignum, donec perueniat ad titillicum eius, in cuius medio sit annexa curuitas ligni.	Then let him throw his broken arm onto the wood until it reaches his elbow, where there is attached a curved piece of wood.
Deinde suspende desuper ipsum aliquid graue, ut extendat ipsum minister ad inferiora.	Then hang something heavy from above so that the attendant may extend it towards the lower part.
Deinde aequet medicus fracturam manibus suis simul, donec redeat fractura, secundum quod oportet.	Then let the physician align the fracture with his hands until the fracture returns to its proper position.
Et modus alter est, ut resupinetur infirmus super ceruicem suam: et suspende manum eius a collo ipsius cum ligamento.	And another method is: let the patient lie on his back and hang his hand from his neck with a bandage.
Deinde praecipe duobus ministris, ut teneat unus eorum illud quod est supra fracturam cum manibus suis: et ut alter teneat inferius eius, et extendat unusquisque eorum ad partem suam.	Then instruct two attendants to hold one of them above the fracture with his hands and for the other to hold it below and extend each towards their respective parts.
Et si uis, ut sit extensio fortior, tunc stringe sub fractura cum ligamento, et supra ipsam cum ligamento alio: et extendat ea unusquisque duorum ministrorum ad duas partes suas.	And if you wish for a stronger extension, then tie beneath the fracture with one bandage and above it with another; and let each of the two attendants extend them towards their respective two parts.
Si ergo fractura est propinqua extremitati humeri, tunc oportet, ut ponatur unum ligamentum sub titillico, et alterum sub fractura uersus cubitum.	Therefore if the fracture is near the end of the arm bone, then one bandage must be placed beneath the armpit and another beneath the fracture towards the elbow.
Et similiter si fractura est propinqua cubito: tunc oportet, ut ponatur ligamentum super illum locum, et super cubitum ipsum.	And similarly if the fracture is near the elbow, then it is necessary to place a bandage above that spot and above the elbow itself.
Deinde aequa fracturam cum facilitate absque labore, donec quando aequatur fractura secundum quod oportet, et applicatur applicatione bona: tunc stringe eam, si non accidit apostema calidum.	Then bring together the fracture easily without effort until when it becomes equal according to what is appropriate and adheres with a good setting. Then bind it if there is no hot inflammation.
Si uero accidit apostema calidum, tunc dimitte stricturam usque ad diem septimum.	But if there is a hot inflammation, then leave the binding until the seventh day.
Et pone super ipsum lanam succidam imbibitam in aceto et oleo rosato, donec quando quiescit apostema: tunc stringe eam: et modus stringendi eam est, ut ponas emplastrum super fracturam.	And place upon it cut wool soaked in vinegar and rose oil until when the inflammation quiets down: then bind it; and the way to bind it is by placing a plaster over the fracture.
Deinde pone inuolutionem ex panno nouo super emplastrum.	Then place a bandage made of new cloth over the plaster.
Deinde aggreget brachium super adiutorium ipsum, et ponat manum suam apertam super humerum suum.	Then bring the arm onto its support and place his open hand upon his shoulder.
Et pone pannum, et stringe super adiutorium brachium, ut brachium stet loco astellarum: si non prohibet te ab illo aliquid, neque alteretur super te aliquid ex osse fracto.	And place cloth over the arm support and bind it so that the arm remains in its proper position if nothing prevents you from doing so or if no bone fragment is displaced.
Quod si times, quod alteretur super te ex osse fracto aliquid, tunc utere astellis: et est, ut ponas super fracturam ipsam astellam quae sit latior et fortior reliquis astellis.	But if you fear that something may be displaced from the broken bone, then use splints; and it is necessary to place over the fracture itself the splint which is broader and stronger than the others.
Et ponas inter omnem astellam latitudinem digiti: et sit longitudo astellarum secundum fracturam cum additione trium digitorum ab omni parte.	And let each splint be as wide as a finger's breadth; and let the length of the splints be according to the fracture with an extra three fingers' width on either side.
Deinde stringe super astellas strictura quam dixi in principio capituli.	Then bind over the splints with the bandage that I mentioned at the beginning of the chapter.
Et est, ut sit strictura tua super locum fracturae strictior.	And it should be such that your binding is tighter over the site of the fracture.
Et quanto plus elongatur fractura, sit strictura minor.	And the more elongated the fracture, the looser the binding should be.
Si ergo uides situm astellarum et stricturam, sicut diximus, in hora qua restauras membrum statim, tunc fac: et si times apostema calidum, tunc dimitte stricturam et astellas usque ad diem septimum, sicut diximus.	Therefore, if you see that the splints and binding are in place as we have said, when you reset the limb immediately, then do this: and if you fear a hot abscess, then loosen the binding and splints for seven days, as we have said.
Deinde considera ligamentum in omnibus tribus diebus, ut non accidat in loco pruritus, aut inflatio, aut prohibeatur cibus peruenire ad membrum, propter dispositionem superfluitatis stricturae.	Then examine the ligature on all three days to ensure that there is no itching, swelling or restriction of food reaching the limb due to the binding.
Rectifica ergo illud totum, secundum quod diximus.	Therefore correct this entire process according to what we have said.
Si uero es super fiduciam, ut non accidat ex illo aliquid: tunc non soluas ligamentum, nisi post tres dies, aut plus.	But if you are confident that nothing will happen from it, then do not untie the ligature until after three days or more.
Et sit dormitio infirmi super dorsum suum, et manus eius super stomachum suum: et pone sub adiutorio culcitram plenam lana aequaliter.	And let the patient lie on their back with their hands on their stomach, and place beneath them a pillow filled evenly with wool for support.
