Praefatio.	Prologue.
Cum ergo uides illud: tunc scias, quia est perditio, et multotiens moritur ille cui accidit illud in decem diebus.	Therefore, when you see this [symptom], know that it indicates a serious condition and the patient may often die within ten days.
¶ De reducione dislocationis Furculae, et extremitatis humeri.	Chapter: On the Reduction of Dislocations of the Shoulder Joint and Arm
Caput XXVI.	Chapter 26.
Furcula quidem non dislocatur ex latere intrinseco, propter continuationem suam cum pectore.	The shoulder joint does not dislocate from within because it is connected to the chest.
Et dislocatur quandoque ad exteriora: et declaratur illud sensui.	And it may sometimes dislocate outwards; this is apparent by sensation.
Et restauratio eius est, ut iaceat infirmus super dorsum suum, et extendat brachia sua.	Its reduction is achieved by having the patient lie on their back and extend their arms.
Deinde coarta locum cum palma tua coartatione forti, nam ipsa redibit.	Then press the location with your palm using strong pressure, as it will return to its place.
Deinde pone super ipsam emplastrum, et puluillos, et stringe eam.	Then apply a plaster and pads over it, and bind it tightly.
Extremitates uero eius quae sequuntur cubitum, et continuantur cum eo, non dislocantur, nisi raro.	The lower parts of the arm that follow the elbow do not dislocate unless rarely.
Quod s dislocatur die aliquo: tunc oportet, ut reducatur et aequetur secundum quod diximus, et quod praeparatur tibi.	If it does dislocate at some point, then it must be reduced and made even according to the method described above.
Deinde pone super ipsam emplastrum, et puluillos, et stricturam.	Then apply a plaster and pads over it, and bind it tightly with a bandage.
Et praecipe infirmo, adhaerere tranquillitati et quieti, donec sanetur.	And instruct the patient to adhere to calmness and rest until they are healed.
Et cum hac eadem curatione reducitur extremitas Humeri, quando separatur etiam a loco suo.	And with this same treatment, the elbow joint can be reduced when it is dislocated even from its proper place.
¶ De reductione dislocationis Humeri.	¶ On the Reduction of Elbow Dislocation.
Caput XXVII.	Chapter 27
Scias, quod Humerus non dislocatur, nisi secundum tres modos.	Know that the elbow joint is not dislocated except in three ways.
Quorum unus est, ut dislocetur ad partem titillici ad inferiora.	One of which is for it to be dislocated towards the side of the humorous bone and downwards.
Secundus est, ut dislocetur ad partem pectoris.	The second way is for it to be dislocated towards the chest side.
Et fortasse dislocatur ad superiorem partem Humeri: et illud fit raro.	And perhaps it can be dislocated upwards towards the upper part of the elbow bone, but this happens rarely.
Et non dislocatur ad posteriora, propter spatulam.	Nor is it dislocated backwards because of the triceps muscle.
Et non dislocatur ad anteriora, propter neruos.	Nor is it dislocated forwards because of the nerves.
Et plurimum quidem dislocatur et egreditur ad inferiora uersus titillicum: praecipue in illis, quorum carnes sunt paucae.	And most often it is dislocated and exits downwards towards the humorous bone, especially in those whose flesh is scanty.
Quoniam egrediur in eis uelociter, et ingreditur uelociter.	Because it enters quickly and exits quickly in them.
In illis autem quorum carnes sunt multae, est econtrario illius, scilicet quia egreditur cum difficultate, et ingreditur cum difficultate.	But in those whose flesh is abundant, it happens conversely, that is, because it exits with difficulty and enters with difficulty.
Et fortasse accidit quibusdam hominibus percussio, aut casus, et apostematur Humerus apostemate calido, et putatur propter illud, quia iam dislocatus est.	And sometimes a blow or an accident may happen to some people, and the elbow bone becomes swollen with hot inflammation, which is believed to be the cause of dislocation.
Oportet ergo, ut experiaris illud, donec stes super certitudinem eius, et tunc procedas in curatione eius.	Therefore, you must examine it until you are certain about its condition, and then proceed with its treatment.
Et cognoscitur dislocatio, quando est ad inferiora uersus titillicum: et distinguas inter Humerum dislocatum, et humerum sanum.	And dislocation is recognized when it is downwards towards the humorous bone, and you must distinguish between a dislocated elbow joint and a healthy one.
Nam tu inuenis inter eos diuersitatem manifestam, et inuenis in capite Humeri concauitatem, et sub titillico apud tactum caput humeri quasi ipsum sit ouum: et non potest infirmus reducere manum ad aurem suam, neque mouere eam omnibus motibus.	For you will find a clear difference between them, and you will find concavity in the head of the elbow bone, and beneath the humorous bone upon touching it as if it were an egg. And the patient cannot reduce their hand to their ear nor move it with all its movements.
Et similiter, si dislocatur uersus pectus, aut ad sursum: tunc inuenis manifestum tactum, neque occultatur.	And similarly, if it is dislocated towards the chest or upwards, then upon touching it you will find a clear and obvious difference which cannot be concealed.
Et huius quidem dislocationis fit facilis reductio, quando est recens, aut infirmus est puer.	Indeed, reduction of this dislocation is quite easy when it is recent or in the case of an infant who is weak.
Et reductio eius est, ut eleuet minister manum suam ad superiora.	And its reduction involves the assistant raising their hand towards what is above (the shoulder).
Deinde pone tu pollices tuos sub titillico eius, et eleua iuncturam cum fortitudine ad sursum ad locum suum: et minister eleuet manum suam, et extendat eam ad sursum.	Next, place your thumbs under the patient's armpit and lift the joint upwards to its proper position; meanwhile, the assistant should raise their hand and stretch it out upwards.
Deinde ponat eam inferius, ipse enim redit uelociter.	Then, let him place his hand below (the shoulder), for it will quickly return to its place by itself.
Si autem non redit per illud quod diximus, et sunt a principio quo accidit dislocatio dies multi: tunc oportet, ut balneetur infirmus in aqua calida, et administretur embrocatio quae mollificat et lenit, sicut si decoquantur radices alteae, et foenugraecum, et mellilotum in aqua, et administretur.	But if it does not return to its place by the method we have described and many days have passed since the dislocation occurred at first, then the patient should be bathed in warm water and given an emollient drink that softens and soothes, such as decocted roots of marsh mallow, fennel, and hyssop in water.
Deinde resupinetur infirmus super dorsum suum: et ponatur sub titillico eius sphera et lana, quae sit aequalis inter lenitatem et stricturam.	Then let the patient be laid on their back, and place under their armpit a sphere or ball of wool that is neither too soft nor too firm.
Deinde ponat medicus calcaneum suum super spheram, et eleuet caput humeri cum uirtute, et attrahat manum infirmi ad inferiora.	Next, the physician should place their heel on the sphere and with force lift up the head of the humerus while pulling the patient's arm downwards.
Et minister alius teneat caput infirmi, ut non moueatur ad inferiora: ipse namque redit statim.	And another assistant should hold the patient's head so that it does not move downwards; for the shoulder will immediately return to its place by itself.
Et si uis, reduc eum secundum modum hunc: et est, ut facias esse praesentem uirum qui sit longior infirmo, et stet a parte lateris, et intromittat humerum suum sub titillico infirmi: et eleuet titillicum eius ad superiora, donec sit infirmus suspensus in aere.	And if you wish, reduce it thus: Have someone taller than the patient stand beside them on their side and insert his arm under the patient's armpit; then lift up the patient's armpit until they are suspended in mid-air.
Et minister alius trahat manum infirmi ad inferiora uentris eius.	And another assistant should pull downwards the patient's hand towards their belly.
